reg;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel
53;29;2022-04-06;160995;159310;115089;0.0;159644.0;99.0;99.0;72.1;0.0
53;39;2022-04-06;349060;345716;261027;0.0;378200.0;92.3;91.4;69.0;0.0
53;49;2022-04-06;396436;394070;325155;0.0;424113.0;93.5;92.9;76.7;0.0
53;59;2022-04-06;424479;422665;375338;0.0;442875.0;95.8;95.4;84.8;0.0
53;09;2022-04-06;8472;6651;17;0.0;193713.0;4.4;3.4;0.0;0.0
53;64;2022-04-06;212374;211657;194431;0.0;221005.0;96.1;95.8;88.0;0.0
53;69;2022-04-06;205813;205018;191216;0.0;215704.0;95.4;95.0;88.6;0.0
53;74;2022-04-06;204104;203087;190735;0.0;195395.0;99.0;99.0;97.6;0.0
53;79;2022-04-06;119834;119103;111310;0.0;115507.0;99.0;99.0;96.4;0.0
53;80;2022-04-06;219886;216615;190230;19097.0;237637.0;92.5;91.2;80.1;8.0
