dep;semaine_glissante;pop;P;T
48;2021-03-03-2021-03-09;76286;108;1711
48;2021-03-04-2021-03-10;76286;101;1741
48;2021-03-05-2021-03-11;76286;105;1821
48;2021-03-06-2021-03-12;76286;109;2043
48;2021-03-07-2021-03-13;76286;122;2081
48;2021-03-08-2021-03-14;76286;126;2073
48;2021-03-09-2021-03-15;76286;128;2083
48;2021-03-10-2021-03-16;76286;136;2155
48;2021-03-11-2021-03-17;76286;164;2310
48;2021-03-12-2021-03-18;76286;181;2440
48;2021-03-13-2021-03-19;76286;209;2774
48;2021-03-14-2021-03-20;76286;215;2825
48;2021-03-15-2021-03-21;76286;218;2834
48;2021-03-16-2021-03-22;76286;252;2961
48;2021-03-17-2021-03-23;76286;257;3041
48;2021-03-18-2021-03-24;76286;260;3159
48;2021-03-19-2021-03-25;76286;269;3222
48;2021-03-20-2021-03-26;76286;294;3234
48;2021-03-21-2021-03-27;76286;281;3285
48;2021-03-22-2021-03-28;76286;274;3284
48;2021-03-23-2021-03-29;76286;269;3359
48;2021-03-24-2021-03-30;76286;277;3615
48;2021-03-25-2021-03-31;76286;287;3683
48;2021-03-26-2021-04-01;76286;305;3797
48;2021-03-27-2021-04-02;76286;265;3892
48;2021-03-28-2021-04-03;76286;283;3942
48;2021-03-29-2021-04-04;76286;286;3925
48;2021-03-30-2021-04-05;76286;256;3464
48;2021-03-31-2021-04-06;76286;294;3424
48;2021-04-01-2021-04-07;76286;301;3392
48;2021-04-02-2021-04-08;76286;300;3352
48;2021-04-03-2021-04-09;76286;307;3423
48;2021-04-04-2021-04-10;76286;301;3376
48;2021-04-05-2021-04-11;76286;301;3407
48;2021-04-06-2021-04-12;76286;322;3695
48;2021-04-07-2021-04-13;76286;306;3385
48;2021-04-08-2021-04-14;76286;286;3107
48;2021-04-09-2021-04-15;76286;264;2801
48;2021-04-10-2021-04-16;76286;247;2427
48;2021-04-11-2021-04-17;76286;248;2396
48;2021-04-12-2021-04-18;76286;247;2408
48;2021-04-13-2021-04-19;76286;245;2267
48;2021-04-14-2021-04-20;76286;215;2183
48;2021-04-15-2021-04-21;76286;215;2235
48;2021-04-16-2021-04-22;76286;199;2162
48;2021-04-17-2021-04-23;76286;190;2082
48;2021-04-18-2021-04-24;76286;184;2009
48;2021-04-19-2021-04-25;76286;181;1972
48;2021-04-20-2021-04-26;76286;172;1882
48;2021-04-21-2021-04-27;76286;162;1758
48;2021-04-22-2021-04-28;76286;139;1584
48;2021-04-23-2021-04-29;76286;136;1548
48;2021-04-24-2021-04-30;76286;143;1622
48;2021-04-25-2021-05-01;76286;130;1537
48;2021-04-26-2021-05-02;76286;130;1553
48;2021-04-27-2021-05-03;76286;127;1901
48;2021-04-28-2021-05-04;76286;128;1927
48;2021-04-29-2021-05-05;76286;132;1986
48;2021-04-30-2021-05-06;76286;144;2075
48;2021-05-01-2021-05-07;76286;143;2274
48;2021-05-02-2021-05-08;76286;147;2301
48;2021-05-03-2021-05-09;76286;148;2311
48;2021-05-04-2021-05-10;76286;160;2237
48;2021-05-05-2021-05-11;76286;155;2316
48;2021-05-06-2021-05-12;76286;158;2372
49;2020-05-13-2020-05-19;815881;65;2749
49;2020-05-14-2020-05-20;815881;90;2934
49;2020-05-15-2020-05-21;815881;86;2513
49;2020-05-16-2020-05-22;815881;91;2680
49;2020-05-17-2020-05-23;815881;88;2617
49;2020-05-18-2020-05-24;815881;90;2647
49;2020-05-19-2020-05-25;815881;78;2595
49;2020-05-20-2020-05-26;815881;72;2647
49;2020-05-21-2020-05-27;815881;46;2650
49;2020-05-22-2020-05-28;815881;46;3199
49;2020-05-23-2020-05-29;815881;40;3148
49;2020-05-24-2020-05-30;815881;40;3140
49;2020-05-25-2020-05-31;815881;40;3138
49;2020-05-26-2020-06-01;815881;35;2753
49;2020-05-27-2020-06-02;815881;37;2678
49;2020-05-28-2020-06-03;815881;34;2567
49;2020-05-29-2020-06-04;815881;33;2227
49;2020-05-30-2020-06-05;815881;34;1995
49;2020-05-31-2020-06-06;815881;35;1973
49;2020-06-01-2020-06-07;815881;35;1950
49;2020-06-02-2020-06-08;815881;38;2229
49;2020-06-03-2020-06-09;815881;31;2133
49;2020-06-04-2020-06-10;815881;40;2175
49;2020-06-05-2020-06-11;815881;40;2149
49;2020-06-06-2020-06-12;815881;46;2278
49;2020-06-07-2020-06-13;815881;49;2276
49;2020-06-08-2020-06-14;815881;48;2253
49;2020-06-09-2020-06-15;815881;50;2192
49;2020-06-10-2020-06-16;815881;49;2332
49;2020-06-11-2020-06-17;815881;42;2392
49;2020-06-12-2020-06-18;815881;41;2425
49;2020-06-13-2020-06-19;815881;36;2442
49;2020-06-14-2020-06-20;815881;30;2426
49;2020-06-15-2020-06-21;815881;29;2431
49;2020-06-16-2020-06-22;815881;27;2460
49;2020-06-17-2020-06-23;815881;23;2295
49;2020-06-18-2020-06-24;815881;21;2166
49;2020-06-19-2020-06-25;815881;18;2129
49;2020-06-20-2020-06-26;815881;19;2092
49;2020-06-21-2020-06-27;815881;20;2094
49;2020-06-22-2020-06-28;815881;20;2088
49;2020-06-23-2020-06-29;815881;19;2239
49;2020-06-24-2020-06-30;815881;24;2381
49;2020-06-25-2020-07-01;815881;25;2543
49;2020-06-26-2020-07-02;815881;24;2729
49;2020-06-27-2020-07-03;815881;19;2772
49;2020-06-28-2020-07-04;815881;18;2794
49;2020-06-29-2020-07-05;815881;19;2825
49;2020-06-30-2020-07-06;815881;22;2796
49;2020-07-01-2020-07-07;815881;19;3051
49;2020-07-02-2020-07-08;815881;23;3038
49;2020-07-03-2020-07-09;815881;23;3183
49;2020-07-04-2020-07-10;815881;23;3381
49;2020-07-05-2020-07-11;815881;28;3547
49;2020-07-06-2020-07-12;815881;27;3550
49;2020-07-07-2020-07-13;815881;48;3705
49;2020-07-08-2020-07-14;815881;43;3027
49;2020-07-09-2020-07-15;815881;44;3358
49;2020-07-10-2020-07-16;815881;45;3633
49;2020-07-11-2020-07-17;815881;54;4107
49;2020-07-12-2020-07-18;815881;55;4119
49;2020-07-13-2020-07-19;815881;56;4114
49;2020-07-14-2020-07-20;815881;36;4422
49;2020-07-15-2020-07-21;815881;38;5451
49;2020-07-16-2020-07-22;815881;46;5654
49;2020-07-17-2020-07-23;815881;54;6078
49;2020-07-18-2020-07-24;815881;49;5891
49;2020-07-19-2020-07-25;815881;44;5834
49;2020-07-20-2020-07-26;815881;43;5849
49;2020-07-21-2020-07-27;815881;57;5762
49;2020-07-22-2020-07-28;815881;66;5565
49;2020-07-23-2020-07-29;815881;61;5468
49;2020-07-24-2020-07-30;815881;68;5044
49;2020-07-25-2020-07-31;815881;72;5117
49;2020-07-26-2020-08-01;815881;73;5133
49;2020-07-27-2020-08-02;815881;75;5167
49;2020-07-28-2020-08-03;815881;67;5226
49;2020-07-29-2020-08-04;815881;74;5159
49;2020-07-30-2020-08-05;815881;75;5141
49;2020-07-31-2020-08-06;815881;72;5079
49;2020-08-01-2020-08-07;815881;80;4946
49;2020-08-02-2020-08-08;815881;81;4926
49;2020-08-03-2020-08-09;815881;80;4927
49;2020-08-04-2020-08-10;815881;87;5041
49;2020-08-05-2020-08-11;815881;90;5007
49;2020-08-06-2020-08-12;815881;101;4981
49;2020-08-07-2020-08-13;815881;113;5119
49;2020-08-08-2020-08-14;815881;129;5193
49;2020-08-09-2020-08-15;815881;132;5073
49;2020-08-10-2020-08-16;815881;133;5079
49;2020-08-11-2020-08-17;815881;153;5072
49;2020-08-12-2020-08-18;815881;179;5395
49;2020-08-13-2020-08-19;815881;218;5675
49;2020-08-14-2020-08-20;815881;223;5850
49;2020-08-15-2020-08-21;815881;227;6143
49;2020-08-16-2020-08-22;815881;222;6501
49;2020-08-17-2020-08-23;815881;223;6504
49;2020-08-18-2020-08-24;815881;221;6897
49;2020-08-19-2020-08-25;815881;209;7163
49;2020-08-20-2020-08-26;815881;184;7365
49;2020-08-21-2020-08-27;815881;190;7787
49;2020-08-22-2020-08-28;815881;202;8188
49;2020-08-23-2020-08-29;815881;205;8186
49;2020-08-24-2020-08-30;815881;205;8195
49;2020-08-25-2020-08-31;815881;230;8862
49;2020-08-26-2020-09-01;815881;269;9306
49;2020-08-27-2020-09-02;815881;317;9740
49;2020-08-28-2020-09-03;815881;366;10350
49;2020-08-29-2020-09-04;815881;416;11321
49;2020-08-30-2020-09-05;815881;444;11629
49;2020-08-31-2020-09-06;815881;443;11645
49;2020-09-01-2020-09-07;815881;502;12383
49;2020-09-02-2020-09-08;815881;549;13118
49;2020-09-03-2020-09-09;815881;605;14469
49;2020-09-04-2020-09-10;815881;610;15983
49;2020-09-05-2020-09-11;815881;615;17097
49;2020-09-06-2020-09-12;815881;609;17306
49;2020-09-07-2020-09-13;815881;614;17323
49;2020-09-08-2020-09-14;815881;602;17260
49;2020-09-09-2020-09-15;815881;603;17848
49;2020-09-10-2020-09-16;815881;588;17659
49;2020-09-11-2020-09-17;815881;620;16906
49;2020-09-12-2020-09-18;815881;635;16117
49;2020-09-13-2020-09-19;815881;630;15944
49;2020-09-14-2020-09-20;815881;627;15905
49;2020-09-15-2020-09-21;815881;656;15997
49;2020-09-16-2020-09-22;815881;647;15548
49;2020-09-17-2020-09-23;815881;635;14942
49;2020-09-18-2020-09-24;815881;608;14343
49;2020-09-19-2020-09-25;815881;580;13818
49;2020-09-20-2020-09-26;815881;582;13666
49;2020-09-21-2020-09-27;815881;579;13659
49;2020-09-22-2020-09-28;815881;549;13165
49;2020-09-23-2020-09-29;815881;501;12256
49;2020-09-24-2020-09-30;815881;466;11527
49;2020-09-25-2020-10-01;815881;477;11624
49;2020-09-26-2020-10-02;815881;493;11505
49;2020-09-27-2020-10-03;815881;519;11595
49;2020-09-28-2020-10-04;815881;520;11599
49;2020-09-29-2020-10-05;815881;599;11629
49;2020-09-30-2020-10-06;815881;676;12243
49;2020-10-01-2020-10-07;815881;769;12523
49;2020-10-02-2020-10-08;815881;848;12402
49;2020-10-03-2020-10-09;815881;910;12618
49;2020-10-04-2020-10-10;815881;953;12759
49;2020-10-05-2020-10-11;815881;958;12786
49;2020-10-06-2020-10-12;815881;1061;12983
49;2020-10-07-2020-10-13;815881;1152;12852
49;2020-10-08-2020-10-14;815881;1238;13618
49;2020-10-09-2020-10-15;815881;1351;14694
49;2020-10-10-2020-10-16;815881;1468;15967
49;2020-10-11-2020-10-17;815881;1515;16462
49;2020-10-12-2020-10-18;815881;1515;16458
49;2020-10-13-2020-10-19;815881;1705;17712
49;2020-10-14-2020-10-20;815881;1916;18958
49;2020-10-15-2020-10-21;815881;2171;19729
49;2020-10-16-2020-10-22;815881;2391;20678
49;2020-10-17-2020-10-23;815881;2702;21408
49;2020-10-18-2020-10-24;815881;2810;21788
49;2020-10-19-2020-10-25;815881;2832;21830
49;2020-10-20-2020-10-26;815881;3201;22917
49;2020-10-21-2020-10-27;815881;3381;23417
49;2020-10-22-2020-10-28;815881;3422;24361
49;2020-10-23-2020-10-29;815881;3501;24743
49;2020-10-24-2020-10-30;815881;3585;25404
49;2020-10-25-2020-10-31;815881;3591;25448
49;2020-10-26-2020-11-01;815881;3578;25423
49;2020-10-27-2020-11-02;815881;3528;25172
49;2020-10-28-2020-11-03;815881;3552;25380
49;2020-10-29-2020-11-04;815881;3576;24978
49;2020-10-30-2020-11-05;815881;3430;24526
49;2020-10-31-2020-11-06;815881;3223;24226
49;2020-11-01-2020-11-07;815881;3153;23882
49;2020-11-02-2020-11-08;815881;3155;23888
49;2020-11-03-2020-11-09;815881;2992;23443
49;2020-11-04-2020-11-10;815881;2751;23206
49;2020-11-05-2020-11-11;815881;2191;19589
49;2020-11-06-2020-11-12;815881;2205;19850
49;2020-11-07-2020-11-13;815881;1999;18731
49;2020-11-08-2020-11-14;815881;1927;18498
49;2020-11-09-2020-11-15;815881;1918;18428
49;2020-11-10-2020-11-16;815881;1592;16811
49;2020-11-11-2020-11-17;815881;1357;15528
49;2020-11-12-2020-11-18;815881;1503;17488
49;2020-11-13-2020-11-19;815881;1161;15976
49;2020-11-14-2020-11-20;815881;1010;15133
49;2020-11-15-2020-11-21;815881;952;14982
49;2020-11-16-2020-11-22;815881;949;14968
49;2020-11-17-2020-11-23;815881;789;14276
49;2020-11-18-2020-11-24;815881;749;14040
49;2020-11-19-2020-11-25;815881;680;13446
49;2020-11-20-2020-11-26;815881;665;12740
49;2020-11-21-2020-11-27;815881;650;12348
49;2020-11-22-2020-11-28;815881;643;12140
49;2020-11-23-2020-11-29;815881;640;12145
49;2020-11-24-2020-11-30;815881;639;11667
49;2020-11-25-2020-12-01;815881;646;11523
49;2020-11-26-2020-12-02;815881;680;11469
49;2020-11-27-2020-12-03;815881;702;11420
49;2020-11-28-2020-12-04;815881;715;11482
49;2020-11-29-2020-12-05;815881;708;11596
49;2020-11-30-2020-12-06;815881;714;11619
49;2020-12-01-2020-12-07;815881;746;11521
49;2020-12-02-2020-12-08;815881;736;11697
49;2020-12-03-2020-12-09;815881;758;12064
49;2020-12-04-2020-12-10;815881;799;12602
49;2020-12-05-2020-12-11;815881;815;13320
49;2020-12-06-2020-12-12;815881;824;13610
49;2020-12-07-2020-12-13;815881;833;13634
49;2020-12-08-2020-12-14;815881;838;14015
49;2020-12-09-2020-12-15;815881;823;14449
49;2020-12-10-2020-12-16;815881;808;15298
49;2020-12-11-2020-12-17;815881;797;15979
49;2020-12-12-2020-12-18;815881;793;17122
49;2020-12-13-2020-12-19;815881;819;18124
49;2020-12-14-2020-12-20;815881;810;18235
49;2020-12-15-2020-12-21;815881;846;21417
49;2020-12-16-2020-12-22;815881;891;25494
49;2020-12-17-2020-12-23;815881;919;29130
49;2020-12-18-2020-12-24;815881;886;30235
49;2020-12-19-2020-12-25;815881;762;27040
49;2020-12-20-2020-12-26;815881;793;26941
49;2020-12-21-2020-12-27;815881;791;26889
49;2020-12-22-2020-12-28;815881;784;23939
49;2020-12-23-2020-12-29;815881;851;20997
49;2020-12-24-2020-12-30;815881;889;18834
49;2020-12-25-2020-12-31;815881;881;18218
49;2020-12-26-2021-01-01;815881;884;18138
49;2020-12-27-2021-01-02;815881;910;18581
49;2020-12-28-2021-01-03;815881;916;18639
49;2020-12-29-2021-01-04;815881;977;18987
49;2020-12-30-2021-01-05;815881;936;18599
49;2020-12-31-2021-01-06;815881;863;17513
49;2021-01-01-2021-01-07;815881;882;18193
49;2021-01-02-2021-01-08;815881;1042;21347
49;2021-01-03-2021-01-09;815881;976;20587
49;2021-01-04-2021-01-10;815881;973;20510
49;2021-01-05-2021-01-11;815881;887;20301
49;2021-01-06-2021-01-12;815881;936;20064
49;2021-01-07-2021-01-13;815881;989;20100
49;2021-01-08-2021-01-14;815881;1042;19896
49;2021-01-09-2021-01-15;815881;1065;19974
49;2021-01-10-2021-01-16;815881;1092;20089
49;2021-01-11-2021-01-17;815881;1093;20090
49;2021-01-12-2021-01-18;815881;1179;20182
49;2021-01-13-2021-01-19;815881;1183;19949
49;2021-01-14-2021-01-20;815881;1226;20405
49;2021-01-15-2021-01-21;815881;1255;20710
49;2021-01-16-2021-01-22;815881;1282;20866
49;2021-01-17-2021-01-23;815881;1311;21007
49;2021-01-18-2021-01-24;815881;1319;21009
49;2021-01-19-2021-01-25;815881;1365;21269
49;2021-01-20-2021-01-26;815881;1368;21616
49;2021-01-21-2021-01-27;815881;1437;21355
49;2021-01-22-2021-01-28;815881;1463;21847
49;2021-01-23-2021-01-29;815881;1482;22545
49;2021-01-24-2021-01-30;815881;1475;22782
49;2021-01-25-2021-01-31;815881;1470;22738
49;2021-01-26-2021-02-01;815881;1470;22424
49;2021-01-27-2021-02-02;815881;1467;22286
49;2021-01-28-2021-02-03;815881;1372;22321
49;2021-01-29-2021-02-04;815881;1328;22850
49;2021-01-30-2021-02-05;815881;1319;22812
49;2021-01-31-2021-02-06;815881;1349;22833
49;2021-02-01-2021-02-07;815881;1349;22921
49;2021-02-02-2021-02-08;815881;1290;22724
49;2021-02-03-2021-02-09;815881;1252;23184
49;2021-02-04-2021-02-10;815881;1234;23046
49;2021-02-05-2021-02-11;815881;1232;22539
49;2021-02-06-2021-02-12;815881;1232;22343
49;2021-02-07-2021-02-13;815881;1223;22456
49;2021-02-08-2021-02-14;815881;1224;22987
49;2021-02-09-2021-02-15;815881;1227;23155
49;2021-02-10-2021-02-16;815881;1263;22955
49;2021-02-11-2021-02-17;815881;1326;23661
49;2021-02-12-2021-02-18;815881;1366;24258
49;2021-02-13-2021-02-19;815881;1405;24696
49;2021-02-14-2021-02-20;815881;1440;25011
49;2021-02-15-2021-02-21;815881;1439;24462
49;2021-02-16-2021-02-22;815881;1473;23650
49;2021-02-17-2021-02-23;815881;1490;23131
49;2021-02-18-2021-02-24;815881;1477;22847
49;2021-02-19-2021-02-25;815881;1498;22667
49;2021-02-20-2021-02-26;815881;1492;22874
49;2021-02-21-2021-02-27;815881;1464;22595
49;2021-02-22-2021-02-28;815881;1487;23242
49;2021-02-23-2021-03-01;815881;1526;22802
49;2021-02-24-2021-03-02;815881;1502;22560
49;2021-02-25-2021-03-03;815881;1501;22129
49;2021-02-26-2021-03-04;815881;1527;21879
49;2021-02-27-2021-03-05;815881;1541;21283
49;2021-02-28-2021-03-06;815881;1574;21564
49;2021-03-01-2021-03-07;815881;1568;20996
49;2021-03-02-2021-03-08;815881;1585;21139
49;2021-03-03-2021-03-09;815881;1623;21382
49;2021-03-04-2021-03-10;815881;1675;21594
49;2021-03-05-2021-03-11;815881;1676;22471
49;2021-03-06-2021-03-12;815881;1708;23197
49;2021-03-07-2021-03-13;815881;1714;23634
49;2021-03-08-2021-03-14;815881;1709;23710
49;2021-03-09-2021-03-15;815881;1743;24459
49;2021-03-10-2021-03-16;815881;1812;24941
49;2021-03-11-2021-03-17;815881;1800;25746
49;2021-03-12-2021-03-18;815881;1846;26140
49;2021-03-13-2021-03-19;815881;1898;27001
49;2021-03-14-2021-03-20;815881;1935;27131
49;2021-03-15-2021-03-21;815881;1934;27053
49;2021-03-16-2021-03-22;815881;1985;27967
49;2021-03-17-2021-03-23;815881;1997;29294
49;2021-03-18-2021-03-24;815881;2126;29879
49;2021-03-19-2021-03-25;815881;2165;30901
49;2021-03-20-2021-03-26;815881;2265;32725
49;2021-03-21-2021-03-27;815881;2348;33581
49;2021-03-22-2021-03-28;815881;2365;33849
49;2021-03-23-2021-03-29;815881;2543;34250
49;2021-03-24-2021-03-30;815881;2663;35588
49;2021-03-25-2021-03-31;815881;2675;36936
49;2021-03-26-2021-04-01;815881;2745;38999
49;2021-03-27-2021-04-02;815881;2712;39536
49;2021-03-28-2021-04-03;815881;2709;40403
49;2021-03-29-2021-04-04;815881;2703;40396
49;2021-03-30-2021-04-05;815881;2185;34770
49;2021-03-31-2021-04-06;815881;2273;34399
49;2021-04-01-2021-04-07;815881;2271;33332
49;2021-04-02-2021-04-08;815881;2248;30312
49;2021-04-03-2021-04-09;815881;2277;28164
49;2021-04-04-2021-04-10;815881;2281;27050
49;2021-04-05-2021-04-11;815881;2279;26978
49;2021-04-06-2021-04-12;815881;2704;30632
49;2021-04-07-2021-04-13;815881;2515;28193
49;2021-04-08-2021-04-14;815881;2440;27375
49;2021-04-09-2021-04-15;815881;2350;26729
49;2021-04-10-2021-04-16;815881;2250;25559
49;2021-04-11-2021-04-17;815881;2157;24623
49;2021-04-12-2021-04-18;815881;2159;24535
49;2021-04-13-2021-04-19;815881;2076;23048
49;2021-04-14-2021-04-20;815881;2044;22732
49;2021-04-15-2021-04-21;815881;2057;22503
49;2021-04-16-2021-04-22;815881;2094;22000
49;2021-04-17-2021-04-23;815881;2054;21804
49;2021-04-18-2021-04-24;815881;2027;21672
49;2021-04-19-2021-04-25;815881;2015;21618
49;2021-04-20-2021-04-26;815881;1953;21324
49;2021-04-21-2021-04-27;815881;1866;20991
49;2021-04-22-2021-04-28;815881;1793;20288
49;2021-04-23-2021-04-29;815881;1658;20186
49;2021-04-24-2021-04-30;815881;1564;20200
49;2021-04-25-2021-05-01;815881;1431;18900
49;2021-04-26-2021-05-02;815881;1454;19029
49;2021-04-27-2021-05-03;815881;1341;18974
49;2021-04-28-2021-05-04;815881;1282;19279
49;2021-04-29-2021-05-05;815881;1188;19438
49;2021-04-30-2021-05-06;815881;1136;20071
49;2021-05-01-2021-05-07;815881;1114;20572
49;2021-05-02-2021-05-08;815881;1134;20855
49;2021-05-03-2021-05-09;815881;1131;20846
49;2021-05-04-2021-05-10;815881;1105;21559
49;2021-05-05-2021-05-11;815881;1080;22352
49;2021-05-06-2021-05-12;815881;1052;23031
50;2020-05-13-2020-05-19;490669;8;1275
50;2020-05-14-2020-05-20;490669;3;1351
50;2020-05-15-2020-05-21;490669;2;1178
50;2020-05-16-2020-05-22;490669;4;1153
50;2020-05-17-2020-05-23;490669;3;1141
50;2020-05-18-2020-05-24;490669;3;1147
50;2020-05-19-2020-05-25;490669;3;1124
50;2020-05-20-2020-05-26;490669;3;1174
50;2020-05-21-2020-05-27;490669;3;1180
50;2020-05-22-2020-05-28;490669;3;1351
50;2020-05-23-2020-05-29;490669;2;1346
50;2020-05-24-2020-05-30;490669;2;1363
50;2020-05-25-2020-05-31;490669;2;1368
50;2020-05-26-2020-06-01;490669;2;1177
50;2020-05-27-2020-06-02;490669;1;1074
50;2020-05-28-2020-06-03;490669;2;1042
50;2020-05-29-2020-06-04;490669;3;1017
50;2020-05-30-2020-06-05;490669;2;998
50;2020-05-31-2020-06-06;490669;2;998
50;2020-06-01-2020-06-07;490669;2;1006
50;2020-06-02-2020-06-08;490669;3;1206
50;2020-06-03-2020-06-09;490669;3;1224
50;2020-06-04-2020-06-10;490669;2;1197
50;2020-06-05-2020-06-11;490669;3;1173
50;2020-06-06-2020-06-12;490669;4;1191
50;2020-06-07-2020-06-13;490669;4;1201
50;2020-06-08-2020-06-14;490669;4;1177
50;2020-06-09-2020-06-15;490669;6;1145
50;2020-06-10-2020-06-16;490669;6;1138
50;2020-06-11-2020-06-17;490669;6;1151
50;2020-06-12-2020-06-18;490669;4;1202
50;2020-06-13-2020-06-19;490669;3;1289
50;2020-06-14-2020-06-20;490669;3;1335
50;2020-06-15-2020-06-21;490669;3;1337
50;2020-06-16-2020-06-22;490669;1;1354
50;2020-06-17-2020-06-23;490669;4;1386
50;2020-06-18-2020-06-24;490669;4;1405
50;2020-06-19-2020-06-25;490669;4;1478
50;2020-06-20-2020-06-26;490669;4;1485
50;2020-06-21-2020-06-27;490669;4;1479
50;2020-06-22-2020-06-28;490669;4;1493
50;2020-06-23-2020-06-29;490669;5;1547
50;2020-06-24-2020-06-30;490669;5;1561
50;2020-06-25-2020-07-01;490669;5;1736
50;2020-06-26-2020-07-02;490669;5;1782
50;2020-06-27-2020-07-03;490669;5;1811
50;2020-06-28-2020-07-04;490669;5;1855
50;2020-06-29-2020-07-05;490669;5;1854
50;2020-06-30-2020-07-06;490669;3;1888
50;2020-07-01-2020-07-07;490669;0;1977
50;2020-07-02-2020-07-08;490669;0;1875
50;2020-07-03-2020-07-09;490669;0;1840
50;2020-07-04-2020-07-10;490669;1;1847
50;2020-07-05-2020-07-11;490669;1;1872
50;2020-07-06-2020-07-12;490669;1;1877
50;2020-07-07-2020-07-13;490669;1;1952
50;2020-07-08-2020-07-14;490669;1;1660
50;2020-07-09-2020-07-15;490669;1;1760
50;2020-07-10-2020-07-16;490669;3;1854
50;2020-07-11-2020-07-17;490669;2;1943
50;2020-07-12-2020-07-18;490669;3;1944
50;2020-07-13-2020-07-19;490669;3;1962
50;2020-07-14-2020-07-20;490669;4;2076
50;2020-07-15-2020-07-21;490669;5;2497
50;2020-07-16-2020-07-22;490669;6;2551
50;2020-07-17-2020-07-23;490669;5;2794
50;2020-07-18-2020-07-24;490669;8;2958
50;2020-07-19-2020-07-25;490669;7;3153
50;2020-07-20-2020-07-26;490669;8;3140
50;2020-07-21-2020-07-27;490669;8;3278
50;2020-07-22-2020-07-28;490669;9;3404
50;2020-07-23-2020-07-29;490669;9;3363
50;2020-07-24-2020-07-30;490669;8;3261
50;2020-07-25-2020-07-31;490669;8;3206
50;2020-07-26-2020-08-01;490669;9;3039
50;2020-07-27-2020-08-02;490669;8;3044
50;2020-07-28-2020-08-03;490669;9;3199
50;2020-07-29-2020-08-04;490669;15;3316
50;2020-07-30-2020-08-05;490669;14;3393
50;2020-07-31-2020-08-06;490669;15;3328
50;2020-08-01-2020-08-07;490669;14;3348
50;2020-08-02-2020-08-08;490669;13;3313
50;2020-08-03-2020-08-09;490669;14;3336
50;2020-08-04-2020-08-10;490669;16;3057
50;2020-08-05-2020-08-11;490669;11;2868
50;2020-08-06-2020-08-12;490669;15;2766
50;2020-08-07-2020-08-13;490669;16;2785
50;2020-08-08-2020-08-14;490669;23;2792
50;2020-08-09-2020-08-15;490669;24;2722
50;2020-08-10-2020-08-16;490669;24;2738
50;2020-08-11-2020-08-17;490669;28;2757
50;2020-08-12-2020-08-18;490669;33;2812
50;2020-08-13-2020-08-19;490669;38;3143
50;2020-08-14-2020-08-20;490669;42;3198
50;2020-08-15-2020-08-21;490669;37;3338
50;2020-08-16-2020-08-22;490669;40;3540
50;2020-08-17-2020-08-23;490669;39;3513
50;2020-08-18-2020-08-24;490669;41;3687
50;2020-08-19-2020-08-25;490669;45;3801
50;2020-08-20-2020-08-26;490669;46;3767
50;2020-08-21-2020-08-27;490669;57;4017
50;2020-08-22-2020-08-28;490669;65;4322
50;2020-08-23-2020-08-29;490669;70;4497
50;2020-08-24-2020-08-30;490669;71;4526
50;2020-08-25-2020-08-31;490669;66;4576
50;2020-08-26-2020-09-01;490669;64;4630
50;2020-08-27-2020-09-02;490669;65;4910
50;2020-08-28-2020-09-03;490669;64;5197
50;2020-08-29-2020-09-04;490669;63;5226
50;2020-08-30-2020-09-05;490669;60;5152
50;2020-08-31-2020-09-06;490669;59;5143
50;2020-09-01-2020-09-07;490669;85;5346
50;2020-09-02-2020-09-08;490669;103;5618
50;2020-09-03-2020-09-09;490669;107;5606
50;2020-09-04-2020-09-10;490669;117;5527
50;2020-09-05-2020-09-11;490669;131;5643
50;2020-09-06-2020-09-12;490669;132;5780
50;2020-09-07-2020-09-13;490669;137;5792
50;2020-09-08-2020-09-14;490669;138;6083
50;2020-09-09-2020-09-15;490669;137;6414
50;2020-09-10-2020-09-16;490669;146;6466
50;2020-09-11-2020-09-17;490669;147;6401
50;2020-09-12-2020-09-18;490669;158;6384
50;2020-09-13-2020-09-19;490669;162;6290
50;2020-09-14-2020-09-20;490669;159;6318
50;2020-09-15-2020-09-21;490669;157;6089
50;2020-09-16-2020-09-22;490669;165;5719
50;2020-09-17-2020-09-23;490669;171;5687
50;2020-09-18-2020-09-24;490669;161;5561
50;2020-09-19-2020-09-25;490669;146;5230
50;2020-09-20-2020-09-26;490669;148;5179
50;2020-09-21-2020-09-27;490669;149;5131
50;2020-09-22-2020-09-28;490669;141;5054
50;2020-09-23-2020-09-29;490669;123;5003
50;2020-09-24-2020-09-30;490669;127;4820
50;2020-09-25-2020-10-01;490669;130;4724
50;2020-09-26-2020-10-02;490669;135;4700
50;2020-09-27-2020-10-03;490669;146;4684
50;2020-09-28-2020-10-04;490669;146;4644
50;2020-09-29-2020-10-05;490669;183;4576
50;2020-09-30-2020-10-06;490669;219;4619
50;2020-10-01-2020-10-07;490669;240;4762
50;2020-10-02-2020-10-08;490669;281;4926
50;2020-10-03-2020-10-09;490669;310;5331
50;2020-10-04-2020-10-10;490669;309;5416
50;2020-10-05-2020-10-11;490669;312;5454
50;2020-10-06-2020-10-12;490669;339;5693
50;2020-10-07-2020-10-13;490669;345;5921
50;2020-10-08-2020-10-14;490669;366;6189
50;2020-10-09-2020-10-15;490669;414;6586
50;2020-10-10-2020-10-16;490669;464;7322
50;2020-10-11-2020-10-17;490669;485;7591
