dep;semaine_glissante;pop;P;T
08;2020-09-19-2020-09-25;265531;103;4373
08;2020-09-20-2020-09-26;265531;95;4289
08;2020-09-21-2020-09-27;265531;91;4262
08;2020-09-22-2020-09-28;265531;81;4139
08;2020-09-23-2020-09-29;265531;80;3953
08;2020-09-24-2020-09-30;265531;83;3793
08;2020-09-25-2020-10-01;265531;82;3874
08;2020-09-26-2020-10-02;265531;106;3832
08;2020-09-27-2020-10-03;265531;121;3875
08;2020-09-28-2020-10-04;265531;122;3887
08;2020-09-29-2020-10-05;265531;156;3875
08;2020-09-30-2020-10-06;265531;178;3890
08;2020-10-01-2020-10-07;265531;208;3996
08;2020-10-02-2020-10-08;265531;245;4365
08;2020-10-03-2020-10-09;265531;282;4616
08;2020-10-04-2020-10-10;265531;286;4623
08;2020-10-05-2020-10-11;265531;293;4660
08;2020-10-06-2020-10-12;265531;336;5233
08;2020-10-07-2020-10-13;265531;365;5468
08;2020-10-08-2020-10-14;265531;397;5829
08;2020-10-09-2020-10-15;265531;453;5966
08;2020-10-10-2020-10-16;265531;494;6422
08;2020-10-11-2020-10-17;265531;510;6555
08;2020-10-12-2020-10-18;265531;513;6557
08;2020-10-13-2020-10-19;265531;573;6685
08;2020-10-14-2020-10-20;265531;654;7046
08;2020-10-15-2020-10-21;265531;734;7210
08;2020-10-16-2020-10-22;265531;783;7777
08;2020-10-17-2020-10-23;265531;891;8633
08;2020-10-18-2020-10-24;265531;948;8895
08;2020-10-19-2020-10-25;265531;974;8939
08;2020-10-20-2020-10-26;265531;1057;9294
08;2020-10-21-2020-10-27;265531;1134;9391
08;2020-10-22-2020-10-28;265531;1215;9597
08;2020-10-23-2020-10-29;265531;1288;9725
08;2020-10-24-2020-10-30;265531;1342;9493
08;2020-10-25-2020-10-31;265531;1340;9546
08;2020-10-26-2020-11-01;265531;1332;9523
08;2020-10-27-2020-11-02;265531;1435;9873
08;2020-10-28-2020-11-03;265531;1464;10181
08;2020-10-29-2020-11-04;265531;1461;10453
08;2020-10-30-2020-11-05;265531;1400;10415
08;2020-10-31-2020-11-06;265531;1352;10214
08;2020-11-01-2020-11-07;265531;1327;10109
08;2020-11-02-2020-11-08;265531;1320;10078
08;2020-11-03-2020-11-09;265531;1220;9674
08;2020-11-04-2020-11-10;265531;1181;9560
08;2020-11-05-2020-11-11;265531;976;8139
08;2020-11-06-2020-11-12;265531;1058;8373
08;2020-11-07-2020-11-13;265531;994;8111
08;2020-11-08-2020-11-14;265531;982;7927
08;2020-11-09-2020-11-15;265531;983;7840
08;2020-11-10-2020-11-16;265531;919;7404
08;2020-11-11-2020-11-17;265531;840;6997
08;2020-11-12-2020-11-18;265531;927;7718
08;2020-11-13-2020-11-19;265531;803;7076
08;2020-11-14-2020-11-20;265531;771;6966
08;2020-11-15-2020-11-21;265531;751;6959
08;2020-11-16-2020-11-22;265531;749;7024
08;2020-11-17-2020-11-23;265531;709;7093
08;2020-11-18-2020-11-24;265531;676;6938
08;2020-11-19-2020-11-25;265531;626;6977
08;2020-11-20-2020-11-26;265531;608;6777
08;2020-11-21-2020-11-27;265531;604;6850
08;2020-11-22-2020-11-28;265531;612;7003
08;2020-11-23-2020-11-29;265531;600;6979
08;2020-11-24-2020-11-30;265531;582;6661
08;2020-11-25-2020-12-01;265531;576;6466
08;2020-11-26-2020-12-02;265531;587;6332
08;2020-11-27-2020-12-03;265531;573;6148
08;2020-11-28-2020-12-04;265531;565;6038
08;2020-11-29-2020-12-05;265531;601;6024
08;2020-11-30-2020-12-06;265531;609;6067
08;2020-12-01-2020-12-07;265531;665;6441
08;2020-12-02-2020-12-08;265531;714;6912
08;2020-12-03-2020-12-09;265531;796;7214
08;2020-12-04-2020-12-10;265531;831;7592
08;2020-12-05-2020-12-11;265531;891;7957
08;2020-12-06-2020-12-12;265531;879;8118
08;2020-12-07-2020-12-13;265531;879;8138
08;2020-12-08-2020-12-14;265531;880;8723
08;2020-12-09-2020-12-15;265531;871;9793
08;2020-12-10-2020-12-16;265531;868;10998
08;2020-12-11-2020-12-17;265531;884;12393
08;2020-12-12-2020-12-18;265531;854;13841
08;2020-12-13-2020-12-19;265531;880;15323
08;2020-12-14-2020-12-20;265531;882;15415
08;2020-12-15-2020-12-21;265531;887;17286
08;2020-12-16-2020-12-22;265531;938;20449
08;2020-12-17-2020-12-23;265531;967;24017
08;2020-12-18-2020-12-24;265531;913;23827
08;2020-12-19-2020-12-25;265531;773;21020
08;2020-12-20-2020-12-26;265531;758;19857
08;2020-12-21-2020-12-27;265531;753;19768
08;2020-12-22-2020-12-28;265531;801;17727
08;2020-12-23-2020-12-29;265531;753;14315
08;2020-12-24-2020-12-30;265531;751;11072
08;2020-12-25-2020-12-31;265531;758;10379
08;2020-12-26-2021-01-01;265531;759;10380
08;2020-12-27-2021-01-02;265531;764;10535
08;2020-12-28-2021-01-03;265531;760;10547
08;2020-12-29-2021-01-04;265531;748;10643
08;2020-12-30-2021-01-05;265531;736;9887
08;2020-12-31-2021-01-06;265531;654;8838
08;2021-01-01-2021-01-07;265531;656;9194
08;2021-01-02-2021-01-08;265531;764;10724
08;2021-01-03-2021-01-09;265531;748;10494
08;2021-01-04-2021-01-10;265531;771;10489
08;2021-01-05-2021-01-11;265531;697;9942
08;2021-01-06-2021-01-12;265531;664;9656
08;2021-01-07-2021-01-13;265531;678;9451
08;2021-01-08-2021-01-14;265531;662;8783
08;2021-01-09-2021-01-15;265531;634;8419
08;2021-01-10-2021-01-16;265531;625;8278
08;2021-01-11-2021-01-17;265531;606;8241
08;2021-01-12-2021-01-18;265531;603;7841
08;2021-01-13-2021-01-19;265531;604;7701
08;2021-01-14-2021-01-20;265531;571;7564
08;2021-01-15-2021-01-21;265531;586;7718
08;2021-01-16-2021-01-22;265531;606;7793
08;2021-01-17-2021-01-23;265531;605;7808
08;2021-01-18-2021-01-24;265531;595;7786
08;2021-01-19-2021-01-25;265531;586;7704
08;2021-01-20-2021-01-26;265531;558;7733
08;2021-01-21-2021-01-27;265531;553;7597
08;2021-01-22-2021-01-28;265531;518;7492
08;2021-01-23-2021-01-29;265531;477;7471
08;2021-01-24-2021-01-30;265531;455;7515
08;2021-01-25-2021-01-31;265531;464;7520
08;2021-01-26-2021-02-01;265531;444;7507
08;2021-01-27-2021-02-02;265531;468;7982
08;2021-01-28-2021-02-03;265531;462;8158
08;2021-01-29-2021-02-04;265531;454;8210
08;2021-01-30-2021-02-05;265531;481;8306
08;2021-01-31-2021-02-06;265531;494;8316
08;2021-02-01-2021-02-07;265531;482;8306
08;2021-02-02-2021-02-08;265531;466;8453
08;2021-02-03-2021-02-09;265531;435;8646
08;2021-02-04-2021-02-10;265531;392;8314
08;2021-02-05-2021-02-11;265531;368;8226
08;2021-02-06-2021-02-12;265531;319;8026
08;2021-02-07-2021-02-13;265531;300;7964
08;2021-02-08-2021-02-14;265531;302;7967
08;2021-02-09-2021-02-15;265531;272;7731
08;2021-02-10-2021-02-16;265531;251;7225
08;2021-02-11-2021-02-17;265531;271;7319
08;2021-02-12-2021-02-18;265531;284;7752
08;2021-02-13-2021-02-19;265531;308;8066
08;2021-02-14-2021-02-20;265531;314;8263
08;2021-02-15-2021-02-21;265531;314;8252
08;2021-02-16-2021-02-22;265531;323;8122
08;2021-02-17-2021-02-23;265531;334;7880
08;2021-02-18-2021-02-24;265531;340;7886
08;2021-02-19-2021-02-25;265531;351;7383
08;2021-02-20-2021-02-26;265531;350;7064
08;2021-02-21-2021-02-27;265531;347;6905
08;2021-02-22-2021-02-28;265531;347;6896
08;2021-02-23-2021-03-01;265531;330;6616
08;2021-02-24-2021-03-02;265531;337;6404
08;2021-02-25-2021-03-03;265531;332;6127
08;2021-02-26-2021-03-04;265531;336;6101
08;2021-02-27-2021-03-05;265531;347;6345
08;2021-02-28-2021-03-06;265531;384;6410
08;2021-03-01-2021-03-07;265531;388;6412
08;2021-03-02-2021-03-08;265531;428;6606
08;2021-03-03-2021-03-09;265531;464;7131
08;2021-03-04-2021-03-10;265531;500;7378
08;2021-03-05-2021-03-11;265531;524;9670
08;2021-03-06-2021-03-12;265531;545;11587
08;2021-03-07-2021-03-13;265531;562;11767
08;2021-03-08-2021-03-14;265531;558;11753
08;2021-03-09-2021-03-15;265531;614;14571
08;2021-03-10-2021-03-16;265531;625;16582
08;2021-03-11-2021-03-17;265531;655;16825
08;2021-03-12-2021-03-18;265531;692;17394
08;2021-03-13-2021-03-19;265531;749;18105
08;2021-03-14-2021-03-20;265531;744;18216
08;2021-03-15-2021-03-21;265531;753;18229
08;2021-03-16-2021-03-22;265531;772;18490
08;2021-03-17-2021-03-23;265531;819;19406
08;2021-03-18-2021-03-24;265531;810;19727
08;2021-03-19-2021-03-25;265531;808;20118
08;2021-03-20-2021-03-26;265531;794;18422
08;2021-03-21-2021-03-27;265531;802;18552
08;2021-03-22-2021-03-28;265531;809;18590
08;2021-03-23-2021-03-29;265531;824;16608
08;2021-03-24-2021-03-30;265531;854;14434
08;2021-03-25-2021-03-31;265531;925;14782
08;2021-03-26-2021-04-01;265531;951;12785
08;2021-03-27-2021-04-02;265531;956;12740
08;2021-03-28-2021-04-03;265531;957;13128
08;2021-03-29-2021-04-04;265531;953;13171
08;2021-03-30-2021-04-05;265531;783;11016
08;2021-03-31-2021-04-06;265531;797;10876
08;2021-04-01-2021-04-07;265531;761;10635
08;2021-04-02-2021-04-08;265531;759;10250
08;2021-04-03-2021-04-09;265531;779;10019
08;2021-04-04-2021-04-10;265531;789;9543
08;2021-04-05-2021-04-11;265531;782;9484
08;2021-04-06-2021-04-12;265531;943;10833
08;2021-04-07-2021-04-13;265531;894;10059
08;2021-04-08-2021-04-14;265531;914;9720
08;2021-04-09-2021-04-15;265531;875;9767
08;2021-04-10-2021-04-16;265531;845;9158
08;2021-04-11-2021-04-17;265531;850;8990
08;2021-04-12-2021-04-18;265531;861;9015
08;2021-04-13-2021-04-19;265531;872;8626
08;2021-04-14-2021-04-20;265531;887;8430
08;2021-04-15-2021-04-21;265531;848;8427
08;2021-04-16-2021-04-22;265531;849;7905
08;2021-04-17-2021-04-23;265531;853;7902
08;2021-04-18-2021-04-24;265531;820;7887
08;2021-04-19-2021-04-25;265531;818;7889
08;2021-04-20-2021-04-26;265531;809;7850
08;2021-04-21-2021-04-27;265531;797;7885
08;2021-04-22-2021-04-28;265531;776;8019
08;2021-04-23-2021-04-29;265531;757;9787
08;2021-04-24-2021-04-30;265531;749;11541
08;2021-04-25-2021-05-01;265531;687;10997
08;2021-04-26-2021-05-02;265531;677;10974
08;2021-04-27-2021-05-03;265531;634;12553
08;2021-04-28-2021-05-04;265531;578;14103
08;2021-04-29-2021-05-05;265531;550;14037
08;2021-04-30-2021-05-06;265531;515;14249
08;2021-05-01-2021-05-07;265531;472;14403
08;2021-05-02-2021-05-08;265531;471;14399
08;2021-05-03-2021-05-09;265531;471;14417
08;2021-05-04-2021-05-10;265531;427;14653
08;2021-05-05-2021-05-11;265531;401;14418
08;2021-05-06-2021-05-12;265531;415;14441
09;2020-05-13-2020-05-19;152398;1;333
09;2020-05-14-2020-05-20;152398;0;323
09;2020-05-15-2020-05-21;152398;0;267
09;2020-05-16-2020-05-22;152398;0;271
09;2020-05-17-2020-05-23;152398;0;251
09;2020-05-18-2020-05-24;152398;0;247
09;2020-05-19-2020-05-25;152398;0;373
09;2020-05-20-2020-05-26;152398;0;385
09;2020-05-21-2020-05-27;152398;0;389
09;2020-05-22-2020-05-28;152398;0;443
09;2020-05-23-2020-05-29;152398;0;436
09;2020-05-24-2020-05-30;152398;0;442
09;2020-05-25-2020-05-31;152398;0;444
09;2020-05-26-2020-06-01;152398;0;258
09;2020-05-27-2020-06-02;152398;0;239
09;2020-05-28-2020-06-03;152398;0;253
09;2020-05-29-2020-06-04;152398;0;245
09;2020-05-30-2020-06-05;152398;0;252
09;2020-05-31-2020-06-06;152398;0;267
09;2020-06-01-2020-06-07;152398;0;273
09;2020-06-02-2020-06-08;152398;0;314
09;2020-06-03-2020-06-09;152398;0;321
09;2020-06-04-2020-06-10;152398;0;301
09;2020-06-05-2020-06-11;152398;0;298
09;2020-06-06-2020-06-12;152398;0;290
09;2020-06-07-2020-06-13;152398;0;276
09;2020-06-08-2020-06-14;152398;0;274
09;2020-06-09-2020-06-15;152398;0;261
09;2020-06-10-2020-06-16;152398;0;247
09;2020-06-11-2020-06-17;152398;0;246
09;2020-06-12-2020-06-18;152398;0;239
09;2020-06-13-2020-06-19;152398;0;252
09;2020-06-14-2020-06-20;152398;0;253
09;2020-06-15-2020-06-21;152398;0;249
09;2020-06-16-2020-06-22;152398;0;270
09;2020-06-17-2020-06-23;152398;0;265
09;2020-06-18-2020-06-24;152398;1;270
09;2020-06-19-2020-06-25;152398;1;301
09;2020-06-20-2020-06-26;152398;2;318
09;2020-06-21-2020-06-27;152398;2;321
09;2020-06-22-2020-06-28;152398;2;326
09;2020-06-23-2020-06-29;152398;2;330
09;2020-06-24-2020-06-30;152398;2;327
09;2020-06-25-2020-07-01;152398;1;334
09;2020-06-26-2020-07-02;152398;1;317
09;2020-06-27-2020-07-03;152398;0;305
09;2020-06-28-2020-07-04;152398;0;308
09;2020-06-29-2020-07-05;152398;0;305
09;2020-06-30-2020-07-06;152398;0;324
09;2020-07-01-2020-07-07;152398;1;331
09;2020-07-02-2020-07-08;152398;1;326
09;2020-07-03-2020-07-09;152398;1;334
09;2020-07-04-2020-07-10;152398;1;370
09;2020-07-05-2020-07-11;152398;2;384
09;2020-07-06-2020-07-12;152398;2;392
09;2020-07-07-2020-07-13;152398;2;423
09;2020-07-08-2020-07-14;152398;1;385
09;2020-07-09-2020-07-15;152398;1;432
09;2020-07-10-2020-07-16;152398;1;471
09;2020-07-11-2020-07-17;152398;1;518
09;2020-07-12-2020-07-18;152398;0;534
09;2020-07-13-2020-07-19;152398;0;537
09;2020-07-14-2020-07-20;152398;0;521
09;2020-07-15-2020-07-21;152398;1;639
09;2020-07-16-2020-07-22;152398;1;654
09;2020-07-17-2020-07-23;152398;1;646
09;2020-07-18-2020-07-24;152398;2;604
09;2020-07-19-2020-07-25;152398;2;601
09;2020-07-20-2020-07-26;152398;2;595
09;2020-07-21-2020-07-27;152398;2;631
09;2020-07-22-2020-07-28;152398;1;631
09;2020-07-23-2020-07-29;152398;3;649
09;2020-07-24-2020-07-30;152398;4;650
09;2020-07-25-2020-07-31;152398;4;687
09;2020-07-26-2020-08-01;152398;6;709
09;2020-07-27-2020-08-02;152398;7;745
09;2020-07-28-2020-08-03;152398;9;808
09;2020-07-29-2020-08-04;152398;9;872
09;2020-07-30-2020-08-05;152398;9;890
09;2020-07-31-2020-08-06;152398;9;955
09;2020-08-01-2020-08-07;152398;8;955
09;2020-08-02-2020-08-08;152398;6;950
09;2020-08-03-2020-08-09;152398;5;923
09;2020-08-04-2020-08-10;152398;3;976
09;2020-08-05-2020-08-11;152398;6;919
09;2020-08-06-2020-08-12;152398;7;910
09;2020-08-07-2020-08-13;152398;7;929
09;2020-08-08-2020-08-14;152398;7;930
09;2020-08-09-2020-08-15;152398;7;897
09;2020-08-10-2020-08-16;152398;7;903
09;2020-08-11-2020-08-17;152398;13;859
09;2020-08-12-2020-08-18;152398;15;941
09;2020-08-13-2020-08-19;152398;18;1066
09;2020-08-14-2020-08-20;152398;23;1178
09;2020-08-15-2020-08-21;152398;29;1341
09;2020-08-16-2020-08-22;152398;29;1374
09;2020-08-17-2020-08-23;152398;31;1367
09;2020-08-18-2020-08-24;152398;35;1542
09;2020-08-19-2020-08-25;152398;36;1609
09;2020-08-20-2020-08-26;152398;38;1733
09;2020-08-21-2020-08-27;152398;39;1843
09;2020-08-22-2020-08-28;152398;41;2005
09;2020-08-23-2020-08-29;152398;41;2019
09;2020-08-24-2020-08-30;152398;39;2010
09;2020-08-25-2020-08-31;152398;38;2036
09;2020-08-26-2020-09-01;152398;44;2117
09;2020-08-27-2020-09-02;152398;47;2125
09;2020-08-28-2020-09-03;152398;58;2082
09;2020-08-29-2020-09-04;152398;56;2054
09;2020-08-30-2020-09-05;152398;62;2083
09;2020-08-31-2020-09-06;152398;62;2092
09;2020-09-01-2020-09-07;152398;64;2182
09;2020-09-02-2020-09-08;152398;72;2319
09;2020-09-03-2020-09-09;152398;71;2409
09;2020-09-04-2020-09-10;152398;60;2574
09;2020-09-05-2020-09-11;152398;63;2719
09;2020-09-06-2020-09-12;152398;58;2734
09;2020-09-07-2020-09-13;152398;58;2731
09;2020-09-08-2020-09-14;152398;71;2921
09;2020-09-09-2020-09-15;152398;75;3208
09;2020-09-10-2020-09-16;152398;91;3295
09;2020-09-11-2020-09-17;152398;118;3502
09;2020-09-12-2020-09-18;152398;134;3597
09;2020-09-13-2020-09-19;152398;143;3609
09;2020-09-14-2020-09-20;152398;144;3614
09;2020-09-15-2020-09-21;152398;160;3519
09;2020-09-16-2020-09-22;152398;168;3359
09;2020-09-17-2020-09-23;152398;163;3321
09;2020-09-18-2020-09-24;152398;166;3269
09;2020-09-19-2020-09-25;152398;162;3022
09;2020-09-20-2020-09-26;152398;161;2999
09;2020-09-21-2020-09-27;152398;160;2999
09;2020-09-22-2020-09-28;152398;152;2784
09;2020-09-23-2020-09-29;152398;141;2549
09;2020-09-24-2020-09-30;152398;143;2454
09;2020-09-25-2020-10-01;152398;142;2262
09;2020-09-26-2020-10-02;152398;154;2390
09;2020-09-27-2020-10-03;152398;148;2371
09;2020-09-28-2020-10-04;152398;148;2377
09;2020-09-29-2020-10-05;152398;190;2582
09;2020-09-30-2020-10-06;152398;204;2744
09;2020-10-01-2020-10-07;152398;215;2639
09;2020-10-02-2020-10-08;152398;241;2740
09;2020-10-03-2020-10-09;152398;263;2716
09;2020-10-04-2020-10-10;152398;274;2759
09;2020-10-05-2020-10-11;152398;288;2774
09;2020-10-06-2020-10-12;152398;333;2804
09;2020-10-07-2020-10-13;152398;388;2833
09;2020-10-08-2020-10-14;152398;419;3310
09;2020-10-09-2020-10-15;152398;427;3788
09;2020-10-10-2020-10-16;152398;457;4365
09;2020-10-11-2020-10-17;152398;464;4386
09;2020-10-12-2020-10-18;152398;455;4376
09;2020-10-13-2020-10-19;152398;492;4689
09;2020-10-14-2020-10-20;152398;496;5026
09;2020-10-15-2020-10-21;152398;534;5096
09;2020-10-16-2020-10-22;152398;540;4900
09;2020-10-17-2020-10-23;152398;532;4816
09;2020-10-18-2020-10-24;152398;526;4842
09;2020-10-19-2020-10-25;152398;522;4834
09;2020-10-20-2020-10-26;152398;562;5096
09;2020-10-21-2020-10-27;152398;534;4929
09;2020-10-22-2020-10-28;152398;509;5037
09;2020-10-23-2020-10-29;152398;519;4940
09;2020-10-24-2020-10-30;152398;512;4904
09;2020-10-25-2020-10-31;152398;516;4909
09;2020-10-26-2020-11-01;152398;520;4915
09;2020-10-27-2020-11-02;152398;438;4530
09;2020-10-28-2020-11-03;152398;439;4450
09;2020-10-29-2020-11-04;152398;442;4527
09;2020-10-30-2020-11-05;152398;419;4752
09;2020-10-31-2020-11-06;152398;410;4747
09;2020-11-01-2020-11-07;152398;399;4715
09;2020-11-02-2020-11-08;152398;395;4713
09;2020-11-03-2020-11-09;152398;333;4547
09;2020-11-04-2020-11-10;152398;309;4330
09;2020-11-05-2020-11-11;152398;230;3356
09;2020-11-06-2020-11-12;152398;216;3457
09;2020-11-07-2020-11-13;152398;173;3157
09;2020-11-08-2020-11-14;152398;169;3152
09;2020-11-09-2020-11-15;152398;168;3154
09;2020-11-10-2020-11-16;152398;147;2972
09;2020-11-11-2020-11-17;152398;116;2786
09;2020-11-12-2020-11-18;152398;137;3236
09;2020-11-13-2020-11-19;152398;105;2946
09;2020-11-14-2020-11-20;152398;105;2845
09;2020-11-15-2020-11-21;152398;105;2866
09;2020-11-16-2020-11-22;152398;105;2865
09;2020-11-17-2020-11-23;152398;91;2637
09;2020-11-18-2020-11-24;152398;99;2618
09;2020-11-19-2020-11-25;152398;94;2392
09;2020-11-20-2020-11-26;152398;93;2144
09;2020-11-21-2020-11-27;152398;95;2251
09;2020-11-22-2020-11-28;152398;97;2251
09;2020-11-23-2020-11-29;152398;98;2281
09;2020-11-24-2020-11-30;152398;104;2385
09;2020-11-25-2020-12-01;152398;95;2359
09;2020-11-26-2020-12-02;152398;102;2286
09;2020-11-27-2020-12-03;152398;129;2261
09;2020-11-28-2020-12-04;152398;128;2324
09;2020-11-29-2020-12-05;152398;126;2327
09;2020-11-30-2020-12-06;152398;127;2299
09;2020-12-01-2020-12-07;152398;126;2227
09;2020-12-02-2020-12-08;152398;137;2397
09;2020-12-03-2020-12-09;152398;128;2529
09;2020-12-04-2020-12-10;152398;105;2533
09;2020-12-05-2020-12-11;152398;112;2657
09;2020-12-06-2020-12-12;152398;117;2685
09;2020-12-07-2020-12-13;152398;118;2703
09;2020-12-08-2020-12-14;152398;127;2715
09;2020-12-09-2020-12-15;152398;121;2683
09;2020-12-10-2020-12-16;152398;113;2800
09;2020-12-11-2020-12-17;152398;113;3030
09;2020-12-12-2020-12-18;152398;108;3298
09;2020-12-13-2020-12-19;152398;101;3443
09;2020-12-14-2020-12-20;152398;98;3439
09;2020-12-15-2020-12-21;152398;94;3958
09;2020-12-16-2020-12-22;152398;101;4632
09;2020-12-17-2020-12-23;152398;110;5255
09;2020-12-18-2020-12-24;152398;112;5436
09;2020-12-19-2020-12-25;152398;91;4755
09;2020-12-20-2020-12-26;152398;100;4803
09;2020-12-21-2020-12-27;152398;104;4809
09;2020-12-22-2020-12-28;152398;114;4383
09;2020-12-23-2020-12-29;152398;160;3986
09;2020-12-24-2020-12-30;152398;196;3467
09;2020-12-25-2020-12-31;152398;203;3312
09;2020-12-26-2021-01-01;152398;206;3299
09;2020-12-27-2021-01-02;152398;207;3383
09;2020-12-28-2021-01-03;152398;207;3372
09;2020-12-29-2021-01-04;152398;274;3735
09;2020-12-30-2021-01-05;152398;249;3961
09;2020-12-31-2021-01-06;152398;265;3995
09;2021-01-01-2021-01-07;152398;281;4168
09;2021-01-02-2021-01-08;152398;328;5034
09;2021-01-03-2021-01-09;152398;333;4881
09;2021-01-04-2021-01-10;152398;334;4895
09;2021-01-05-2021-01-11;152398;294;4739
09;2021-01-06-2021-01-12;152398;297;4698
09;2021-01-07-2021-01-13;152398;288;4683
09;2021-01-08-2021-01-14;152398;268;4608
09;2021-01-09-2021-01-15;152398;264;4469
09;2021-01-10-2021-01-16;152398;261;4484
09;2021-01-11-2021-01-17;152398;261;4477
09;2021-01-12-2021-01-18;152398;270;4208
09;2021-01-13-2021-01-19;152398;275;4256
09;2021-01-14-2021-01-20;152398;259;4272
09;2021-01-15-2021-01-21;152398;281;4551
09;2021-01-16-2021-01-22;152398;289;4783
09;2021-01-17-2021-01-23;152398;309;4820
09;2021-01-18-2021-01-24;152398;312;4848
09;2021-01-19-2021-01-25;152398;334;5028
09;2021-01-20-2021-01-26;152398;335;5026
09;2021-01-21-2021-01-27;152398;333;5139
09;2021-01-22-2021-01-28;152398;325;5284
09;2021-01-23-2021-01-29;152398;318;5367
09;2021-01-24-2021-01-30;152398;302;5379
09;2021-01-25-2021-01-31;152398;300;5359
09;2021-01-26-2021-02-01;152398;254;5651
09;2021-01-27-2021-02-02;152398;249;5792
09;2021-01-28-2021-02-03;152398;241;5892
09;2021-01-29-2021-02-04;152398;254;5859
09;2021-01-30-2021-02-05;152398;249;5527
09;2021-01-31-2021-02-06;152398;248;5463
09;2021-02-01-2021-02-07;152398;246;5442
09;2021-02-02-2021-02-08;152398;253;5054
09;2021-02-03-2021-02-09;152398;238;4810
09;2021-02-04-2021-02-10;152398;246;4715
09;2021-02-05-2021-02-11;152398;239;4757
09;2021-02-06-2021-02-12;152398;241;5030
09;2021-02-07-2021-02-13;152398;235;5121
09;2021-02-08-2021-02-14;152398;233;5139
09;2021-02-09-2021-02-15;152398;227;5271
09;2021-02-10-2021-02-16;152398;237;5397
09;2021-02-11-2021-02-17;152398;219;5444
09;2021-02-12-2021-02-18;152398;199;5411
09;2021-02-13-2021-02-19;152398;184;5402
09;2021-02-14-2021-02-20;152398;181;5317
09;2021-02-15-2021-02-21;152398;181;5302
09;2021-02-16-2021-02-22;152398;176;5003
09;2021-02-17-2021-02-23;152398;155;4944
09;2021-02-18-2021-02-24;152398;156;4852
09;2021-02-19-2021-02-25;152398;165;4823
09;2021-02-20-2021-02-26;152398;166;4811
09;2021-02-21-2021-02-27;152398;162;4877
09;2021-02-22-2021-02-28;152398;163;4907
09;2021-02-23-2021-03-01;152398;143;4673
09;2021-02-24-2021-03-02;152398;160;4537
09;2021-02-25-2021-03-03;152398;164;4367
09;2021-02-26-2021-03-04;152398;168;4538
09;2021-02-27-2021-03-05;152398;153;4594
09;2021-02-28-2021-03-06;152398;165;4632
09;2021-03-01-2021-03-07;152398;163;4601
09;2021-03-02-2021-03-08;152398;181;4692
09;2021-03-03-2021-03-09;152398;173;4759
09;2021-03-04-2021-03-10;152398;186;4810
09;2021-03-05-2021-03-11;152398;183;4994
09;2021-03-06-2021-03-12;152398;203;4994
09;2021-03-07-2021-03-13;152398;200;4975
09;2021-03-08-2021-03-14;152398;212;4992
09;2021-03-09-2021-03-15;152398;222;4734
09;2021-03-10-2021-03-16;152398;235;4908
09;2021-03-11-2021-03-17;152398;245;4956
09;2021-03-12-2021-03-18;152398;239;4992
09;2021-03-13-2021-03-19;152398;251;5109
09;2021-03-14-2021-03-20;152398;261;5161
09;2021-03-15-2021-03-21;152398;250;5151
09;2021-03-16-2021-03-22;152398;263;5369
09;2021-03-17-2021-03-23;152398;270;5466
09;2021-03-18-2021-03-24;152398;256;5507
09;2021-03-19-2021-03-25;152398;299;5609
09;2021-03-20-2021-03-26;152398;324;6022
09;2021-03-21-2021-03-27;152398;340;6171
09;2021-03-22-2021-03-28;152398;345;6166
09;2021-03-23-2021-03-29;152398;341;6159
09;2021-03-24-2021-03-30;152398;352;6475
09;2021-03-25-2021-03-31;152398;379;6656
09;2021-03-26-2021-04-01;152398;355;6752
09;2021-03-27-2021-04-02;152398;346;6775
09;2021-03-28-2021-04-03;152398;351;6839
09;2021-03-29-2021-04-04;152398;346;6836
09;2021-03-30-2021-04-05;152398;289;5697
09;2021-03-31-2021-04-06;152398;306;5619
09;2021-04-01-2021-04-07;152398;315;5438
09;2021-04-02-2021-04-08;152398;320;5032
09;2021-04-03-2021-04-09;152398;336;4850
09;2021-04-04-2021-04-10;152398;315;4697
09;2021-04-05-2021-04-11;152398;319;4674
09;2021-04-06-2021-04-12;152398;380;5510
09;2021-04-07-2021-04-13;152398;351;4900
09;2021-04-08-2021-04-14;152398;325;4750
09;2021-04-09-2021-04-15;152398;319;4626
09;2021-04-10-2021-04-16;152398;296;4642
09;2021-04-11-2021-04-17;152398;304;4556
09;2021-04-12-2021-04-18;152398;307;4547
09;2021-04-13-2021-04-19;152398;310;4335
09;2021-04-14-2021-04-20;152398;336;4304
09;2021-04-15-2021-04-21;152398;354;4352
09;2021-04-16-2021-04-22;152398;362;4477
09;2021-04-17-2021-04-23;152398;364;4442
09;2021-04-18-2021-04-24;152398;361;4458
09;2021-04-19-2021-04-25;152398;359;4472
09;2021-04-20-2021-04-26;152398;358;4489
09;2021-04-21-2021-04-27;152398;316;4527
09;2021-04-22-2021-04-28;152398;288;4465
09;2021-04-23-2021-04-29;152398;272;4606
09;2021-04-24-2021-04-30;152398;270;4671
09;2021-04-25-2021-05-01;152398;245;4395
09;2021-04-26-2021-05-02;152398;247;4387
09;2021-04-27-2021-05-03;152398;246;4481
09;2021-04-28-2021-05-04;152398;237;4787
09;2021-04-29-2021-05-05;152398;223;4851
09;2021-04-30-2021-05-06;152398;225;4959
09;2021-05-01-2021-05-07;152398;213;5052
09;2021-05-02-2021-05-08;152398;214;5074
