fra;clage_vacsi;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
FR;04;2020-12-27;2;0;0;2;0;0;0.0;0.0;0.0
FR;04;2020-12-28;2;1;0;4;1;0;0.0;0.0;0.0
FR;04;2020-12-29;1;0;0;5;1;0;0.0;0.0;0.0
FR;04;2020-12-30;1;1;0;6;2;0;0.0;0.0;0.0
FR;04;2020-12-31;1;0;0;7;2;0;0.0;0.0;0.0
FR;04;2021-01-01;1;0;0;8;2;0;0.0;0.0;0.0
FR;04;2021-01-02;0;0;0;8;2;0;0.0;0.0;0.0
FR;04;2021-01-03;0;0;0;8;2;0;0.0;0.0;0.0
FR;04;2021-01-04;3;1;0;11;3;0;0.0;0.0;0.0
FR;04;2021-01-05;2;0;0;13;3;0;0.0;0.0;0.0
FR;04;2021-01-06;0;0;0;13;3;0;0.0;0.0;0.0
FR;04;2021-01-07;2;0;0;15;3;0;0.0;0.0;0.0
FR;04;2021-01-08;0;0;0;15;3;0;0.0;0.0;0.0
FR;04;2021-01-09;0;0;0;15;3;0;0.0;0.0;0.0
FR;04;2021-01-10;0;0;0;15;3;0;0.0;0.0;0.0
FR;04;2021-01-11;3;0;0;18;3;0;0.0;0.0;0.0
FR;04;2021-01-12;2;0;0;20;3;0;0.0;0.0;0.0
FR;04;2021-01-13;1;0;0;21;3;0;0.0;0.0;0.0
FR;04;2021-01-14;11;3;0;32;6;0;0.0;0.0;0.0
FR;04;2021-01-15;5;0;0;37;6;0;0.0;0.0;0.0
FR;04;2021-01-16;7;0;0;44;6;0;0.0;0.0;0.0
FR;04;2021-01-17;1;0;0;45;6;0;0.0;0.0;0.0
FR;04;2021-01-18;4;0;0;49;6;0;0.0;0.0;0.0
FR;04;2021-01-19;4;0;0;53;6;0;0.0;0.0;0.0
FR;04;2021-01-20;6;0;0;59;6;0;0.0;0.0;0.0
FR;04;2021-01-21;3;0;0;62;6;0;0.0;0.0;0.0
FR;04;2021-01-22;6;0;0;68;6;0;0.0;0.0;0.0
FR;04;2021-01-23;4;0;0;72;6;0;0.0;0.0;0.0
FR;04;2021-01-24;0;0;0;72;6;0;0.0;0.0;0.0
FR;04;2021-01-25;4;0;0;76;6;0;0.0;0.0;0.0
FR;04;2021-01-26;8;0;0;84;6;0;0.0;0.0;0.0
FR;04;2021-01-27;9;1;0;93;7;0;0.0;0.0;0.0
FR;04;2021-01-28;2;0;0;95;7;0;0.0;0.0;0.0
FR;04;2021-01-29;7;0;0;102;7;0;0.0;0.0;0.0
FR;04;2021-01-30;2;2;0;104;9;0;0.0;0.0;0.0
FR;04;2021-01-31;1;0;0;105;9;0;0.0;0.0;0.0
FR;04;2021-02-01;2;0;0;107;9;0;0.0;0.0;0.0
FR;04;2021-02-02;7;0;0;114;9;0;0.0;0.0;0.0
FR;04;2021-02-03;2;0;0;116;9;0;0.0;0.0;0.0
FR;04;2021-02-04;4;1;0;120;10;0;0.0;0.0;0.0
FR;04;2021-02-05;5;0;0;125;10;0;0.0;0.0;0.0
FR;04;2021-02-06;8;0;0;133;10;0;0.0;0.0;0.0
FR;04;2021-02-07;0;0;0;133;10;0;0.0;0.0;0.0
FR;04;2021-02-08;2;1;0;135;11;0;0.0;0.0;0.0
FR;04;2021-02-09;3;0;0;138;11;0;0.0;0.0;0.0
FR;04;2021-02-10;3;0;0;141;11;0;0.0;0.0;0.0
FR;04;2021-02-11;6;0;0;147;11;0;0.0;0.0;0.0
FR;04;2021-02-12;1;1;0;148;12;0;0.0;0.0;0.0
FR;04;2021-02-13;1;0;0;149;12;0;0.0;0.0;0.0
FR;04;2021-02-14;0;0;0;149;12;0;0.0;0.0;0.0
FR;04;2021-02-15;4;1;0;153;13;0;0.0;0.0;0.0
FR;04;2021-02-16;6;0;0;159;13;0;0.0;0.0;0.0
FR;04;2021-02-17;2;0;0;161;13;0;0.0;0.0;0.0
FR;04;2021-02-18;13;1;0;174;14;0;0.0;0.0;0.0
FR;04;2021-02-19;2;1;0;176;15;0;0.0;0.0;0.0
FR;04;2021-02-20;3;0;0;179;15;0;0.0;0.0;0.0
FR;04;2021-02-21;2;0;0;181;15;0;0.0;0.0;0.0
FR;04;2021-02-22;3;0;0;184;15;0;0.0;0.0;0.0
FR;04;2021-02-23;9;0;0;193;15;0;0.0;0.0;0.0
FR;04;2021-02-24;7;0;0;200;15;0;0.0;0.0;0.0
FR;04;2021-02-25;9;2;0;209;17;0;0.0;0.0;0.0
FR;04;2021-02-26;10;0;0;219;17;0;0.0;0.0;0.0
FR;04;2021-02-27;5;0;0;224;17;0;0.0;0.0;0.0
FR;04;2021-02-28;3;1;0;227;18;0;0.0;0.0;0.0
FR;04;2021-03-01;10;2;0;237;20;0;0.0;0.0;0.0
FR;04;2021-03-02;6;1;0;243;21;0;0.0;0.0;0.0
FR;04;2021-03-03;8;1;0;251;22;0;0.0;0.0;0.0
FR;04;2021-03-04;5;0;0;256;22;0;0.0;0.0;0.0
FR;04;2021-03-05;12;3;0;268;25;0;0.0;0.0;0.0
FR;04;2021-03-06;20;3;0;288;28;0;0.0;0.0;0.0
FR;04;2021-03-07;10;0;0;298;28;0;0.0;0.0;0.0
FR;04;2021-03-08;8;3;0;306;31;0;0.0;0.0;0.0
FR;04;2021-03-09;12;1;0;318;32;0;0.0;0.0;0.0
FR;04;2021-03-10;13;1;0;331;33;0;0.0;0.0;0.0
FR;04;2021-03-11;12;1;0;343;34;0;0.0;0.0;0.0
FR;04;2021-03-12;15;1;0;358;35;0;0.0;0.0;0.0
FR;04;2021-03-13;9;0;0;367;35;0;0.0;0.0;0.0
FR;04;2021-03-14;5;0;0;372;35;0;0.0;0.0;0.0
FR;04;2021-03-15;12;1;0;384;36;0;0.0;0.0;0.0
FR;04;2021-03-16;7;0;0;391;36;0;0.0;0.0;0.0
FR;04;2021-03-17;5;0;0;396;36;0;0.0;0.0;0.0
FR;04;2021-03-18;18;5;0;414;41;0;0.0;0.0;0.0
FR;04;2021-03-19;9;1;0;423;42;0;0.0;0.0;0.0
FR;04;2021-03-20;12;0;0;435;42;0;0.0;0.0;0.0
FR;04;2021-03-21;8;0;0;443;42;0;0.0;0.0;0.0
FR;04;2021-03-22;13;1;0;456;43;0;0.0;0.0;0.0
FR;04;2021-03-23;11;0;0;467;43;0;0.0;0.0;0.0
FR;04;2021-03-24;10;3;0;477;46;0;0.0;0.0;0.0
FR;04;2021-03-25;24;1;0;501;47;0;0.0;0.0;0.0
FR;04;2021-03-26;7;2;0;508;49;0;0.0;0.0;0.0
FR;04;2021-03-27;9;0;0;517;49;0;0.0;0.0;0.0
FR;04;2021-03-28;6;2;0;523;51;0;0.0;0.0;0.0
FR;04;2021-03-29;13;1;0;536;52;0;0.0;0.0;0.0
FR;04;2021-03-30;20;1;0;556;53;0;0.0;0.0;0.0
FR;04;2021-03-31;11;2;0;567;55;0;0.0;0.0;0.0
FR;04;2021-04-01;25;0;0;592;55;0;0.0;0.0;0.0
FR;04;2021-04-02;14;3;0;606;58;0;0.0;0.0;0.0
FR;04;2021-04-03;12;2;0;618;60;0;0.0;0.0;0.0
FR;04;2021-04-04;7;1;0;625;61;0;0.0;0.0;0.0
FR;04;2021-04-05;6;0;0;631;61;0;0.0;0.0;0.0
FR;04;2021-04-06;15;1;0;646;62;0;0.0;0.0;0.0
FR;04;2021-04-07;18;4;0;664;66;0;0.0;0.0;0.0
FR;04;2021-04-08;21;1;0;685;67;0;0.0;0.0;0.0
FR;04;2021-04-09;23;2;0;708;69;0;0.0;0.0;0.0
FR;04;2021-04-10;8;1;0;716;70;0;0.0;0.0;0.0
FR;04;2021-04-11;10;0;0;726;70;0;0.0;0.0;0.0
FR;04;2021-04-12;17;0;0;743;70;0;0.0;0.0;0.0
FR;04;2021-04-13;22;2;0;765;72;0;0.0;0.0;0.0
FR;04;2021-04-14;16;5;0;781;77;0;0.0;0.0;0.0
FR;04;2021-04-15;21;0;0;802;77;0;0.0;0.0;0.0
FR;04;2021-04-16;15;3;0;817;80;0;0.0;0.0;0.0
FR;04;2021-04-17;15;3;0;832;83;0;0.0;0.0;0.0
FR;04;2021-04-18;4;0;0;836;83;0;0.0;0.0;0.0
FR;04;2021-04-19;18;2;0;854;85;0;0.0;0.0;0.0
FR;04;2021-04-20;21;4;0;875;89;0;0.0;0.0;0.0
FR;04;2021-04-21;18;2;0;893;91;0;0.0;0.0;0.0
FR;04;2021-04-22;25;4;0;918;95;0;0.0;0.0;0.0
FR;04;2021-04-23;46;20;0;964;115;0;0.0;0.0;0.0
FR;04;2021-04-24;14;0;0;978;115;0;0.0;0.0;0.0
FR;04;2021-04-25;4;0;0;982;115;0;0.0;0.0;0.0
FR;04;2021-04-26;19;5;0;1001;120;0;0.0;0.0;0.0
FR;04;2021-04-27;21;3;0;1022;123;0;0.0;0.0;0.0
FR;04;2021-04-28;20;5;0;1042;128;0;0.0;0.0;0.0
FR;04;2021-04-29;23;2;0;1065;130;0;0.0;0.0;0.0
FR;04;2021-04-30;16;2;0;1081;132;0;0.0;0.0;0.0
FR;04;2021-05-01;26;1;0;1107;133;0;0.0;0.0;0.0
FR;04;2021-05-02;5;0;0;1112;133;0;0.0;0.0;0.0
FR;04;2021-05-03;19;1;0;1131;134;0;0.0;0.0;0.0
FR;04;2021-05-04;28;12;0;1159;146;0;0.0;0.0;0.0
FR;04;2021-05-05;36;7;0;1195;153;0;0.0;0.0;0.0
FR;04;2021-05-06;29;12;0;1224;165;0;0.0;0.0;0.0
FR;04;2021-05-07;26;5;0;1250;170;0;0.0;0.0;0.0
FR;04;2021-05-08;44;1;0;1294;171;0;0.0;0.0;0.0
FR;04;2021-05-09;6;1;0;1300;172;0;0.0;0.0;0.0
FR;04;2021-05-10;31;3;0;1331;175;0;0.0;0.0;0.0
FR;04;2021-05-11;31;6;0;1362;181;0;0.0;0.0;0.0
FR;04;2021-05-12;42;6;0;1404;187;0;0.0;0.0;0.0
FR;04;2021-05-13;46;2;0;1450;189;0;0.0;0.0;0.0
FR;04;2021-05-14;58;10;0;1508;199;0;0.0;0.0;0.0
FR;04;2021-05-15;39;0;0;1547;199;0;0.0;0.0;0.0
FR;04;2021-05-16;20;1;0;1567;200;0;0.0;0.0;0.0
FR;04;2021-05-17;27;4;0;1594;204;0;0.0;0.0;0.0
FR;04;2021-05-18;61;11;0;1655;215;0;0.0;0.0;0.0
FR;04;2021-05-19;48;5;0;1703;220;0;0.0;0.0;0.0
FR;04;2021-05-20;56;6;0;1759;226;0;0.0;0.0;0.0
FR;04;2021-05-21;55;11;0;1814;237;0;0.0;0.0;0.0
FR;04;2021-05-22;28;2;0;1842;239;0;0.1;0.0;0.0
FR;04;2021-05-23;20;3;0;1862;242;0;0.1;0.0;0.0
FR;04;2021-05-24;36;5;0;1898;247;0;0.1;0.0;0.0
FR;04;2021-05-25;49;7;0;1947;254;0;0.1;0.0;0.0
FR;04;2021-05-26;38;3;0;1985;257;0;0.1;0.0;0.0
FR;04;2021-05-27;52;10;0;2037;267;0;0.1;0.0;0.0
FR;04;2021-05-28;49;10;0;2086;277;0;0.1;0.0;0.0
FR;04;2021-05-29;28;5;0;2114;282;0;0.1;0.0;0.0
FR;04;2021-05-30;12;3;0;2126;285;0;0.1;0.0;0.0
FR;04;2021-05-31;50;11;1;2176;296;1;0.1;0.0;0.0
FR;04;2021-06-01;47;8;0;2223;304;1;0.1;0.0;0.0
FR;04;2021-06-02;31;6;0;2254;310;1;0.1;0.0;0.0
FR;04;2021-06-03;45;11;0;2299;321;1;0.1;0.0;0.0
FR;04;2021-06-04;42;7;0;2341;328;1;0.1;0.0;0.0
FR;04;2021-06-05;34;7;0;2375;335;1;0.1;0.0;0.0
FR;04;2021-06-06;16;4;0;2391;339;1;0.1;0.0;0.0
FR;04;2021-06-07;51;8;0;2442;347;1;0.1;0.0;0.0
FR;04;2021-06-08;48;8;0;2490;355;1;0.1;0.0;0.0
FR;04;2021-06-09;36;11;0;2526;366;1;0.1;0.0;0.0
FR;04;2021-06-10;55;8;0;2581;374;1;0.1;0.0;0.0
FR;04;2021-06-11;28;12;0;2609;386;1;0.1;0.0;0.0
FR;04;2021-06-12;16;7;0;2625;393;1;0.1;0.0;0.0
FR;04;2021-06-13;16;1;0;2641;394;1;0.1;0.0;0.0
FR;04;2021-06-14;34;9;0;2675;403;1;0.1;0.0;0.0
FR;04;2021-06-15;31;16;0;2706;419;1;0.1;0.0;0.0
FR;04;2021-06-16;37;14;0;2743;433;1;0.1;0.0;0.0
FR;04;2021-06-17;40;15;0;2783;448;1;0.1;0.0;0.0
FR;04;2021-06-18;30;20;0;2813;468;1;0.1;0.0;0.0
FR;04;2021-06-19;19;7;0;2832;475;1;0.1;0.0;0.0
FR;04;2021-06-20;13;1;0;2845;476;1;0.1;0.0;0.0
FR;04;2021-06-21;33;12;0;2878;488;1;0.1;0.0;0.0
FR;04;2021-06-22;41;16;0;2919;504;1;0.1;0.0;0.0
FR;04;2021-06-23;36;26;0;2955;530;1;0.1;0.0;0.0
FR;04;2021-06-24;33;18;0;2988;548;1;0.1;0.0;0.0
FR;04;2021-06-25;36;27;0;3024;575;1;0.1;0.0;0.0
FR;04;2021-06-26;28;11;0;3052;586;1;0.1;0.0;0.0
FR;04;2021-06-27;12;9;0;3064;595;1;0.1;0.0;0.0
FR;04;2021-06-28;25;25;0;3089;620;1;0.1;0.0;0.0
FR;04;2021-06-29;36;27;0;3125;647;1;0.1;0.0;0.0
FR;04;2021-06-30;34;11;0;3159;658;1;0.1;0.0;0.0
FR;04;2021-07-01;44;31;0;3203;689;1;0.1;0.0;0.0
FR;04;2021-07-02;31;20;0;3234;709;1;0.1;0.0;0.0
FR;04;2021-07-03;17;13;0;3251;722;1;0.1;0.0;0.0
FR;04;2021-07-04;6;5;0;3257;727;1;0.1;0.0;0.0
FR;04;2021-07-05;21;18;0;3278;745;1;0.1;0.0;0.0
FR;04;2021-07-06;23;21;0;3301;766;1;0.1;0.0;0.0
FR;04;2021-07-07;31;20;0;3332;786;1;0.1;0.0;0.0
FR;04;2021-07-08;37;28;0;3369;814;1;0.1;0.0;0.0
FR;04;2021-07-09;29;15;0;3398;829;1;0.1;0.0;0.0
FR;04;2021-07-10;13;10;0;3411;839;1;0.1;0.0;0.0
FR;04;2021-07-11;10;7;0;3421;846;1;0.1;0.0;0.0
FR;04;2021-07-12;26;18;0;3447;864;1;0.1;0.0;0.0
FR;04;2021-07-13;38;21;0;3485;885;1;0.1;0.0;0.0
FR;04;2021-07-14;19;11;0;3504;896;1;0.1;0.0;0.0
FR;04;2021-07-15;34;21;0;3538;917;1;0.1;0.0;0.0
FR;04;2021-07-16;45;27;0;3583;944;1;0.1;0.0;0.0
FR;04;2021-07-17;39;26;0;3622;970;1;0.1;0.0;0.0
FR;04;2021-07-18;10;11;0;3632;981;1;0.1;0.0;0.0
FR;04;2021-07-19;38;21;0;3670;1002;1;0.1;0.0;0.0
FR;04;2021-07-20;44;43;0;3714;1045;1;0.1;0.0;0.0
FR;04;2021-07-21;23;30;0;3737;1075;1;0.1;0.0;0.0
FR;04;2021-07-22;44;36;0;3781;1111;1;0.1;0.0;0.0
FR;04;2021-07-23;41;22;0;3822;1133;1;0.1;0.0;0.0
FR;04;2021-07-24;25;27;0;3847;1160;1;0.1;0.0;0.0
FR;04;2021-07-25;7;8;0;3854;1168;1;0.1;0.0;0.0
FR;04;2021-07-26;30;29;0;3884;1197;1;0.1;0.0;0.0
FR;04;2021-07-27;30;35;0;3914;1232;1;0.1;0.0;0.0
FR;04;2021-07-28;28;36;0;3942;1268;1;0.1;0.0;0.0
FR;04;2021-07-29;41;23;0;3983;1291;1;0.1;0.0;0.0
FR;04;2021-07-30;26;21;0;4009;1312;1;0.1;0.0;0.0
FR;04;2021-07-31;26;16;0;4035;1328;1;0.1;0.0;0.0
FR;04;2021-08-01;9;1;0;4044;1329;1;0.1;0.0;0.0
FR;04;2021-08-02;30;27;0;4074;1356;1;0.1;0.0;0.0
FR;04;2021-08-03;36;23;0;4110;1379;1;0.1;0.0;0.0
FR;04;2021-08-04;35;23;0;4145;1402;1;0.1;0.0;0.0
FR;04;2021-08-05;29;23;0;4174;1425;1;0.1;0.0;0.0
FR;04;2021-08-06;29;16;0;4203;1441;1;0.1;0.0;0.0
FR;04;2021-08-07;10;11;0;4213;1452;1;0.1;0.0;0.0
FR;04;2021-08-08;12;10;0;4225;1462;1;0.1;0.0;0.0
FR;04;2021-08-09;19;29;0;4244;1491;1;0.1;0.0;0.0
FR;04;2021-08-10;37;22;0;4281;1513;1;0.1;0.0;0.0
FR;04;2021-08-11;31;21;0;4312;1534;1;0.1;0.0;0.0
FR;04;2021-08-12;28;32;0;4340;1566;1;0.1;0.0;0.0
FR;04;2021-08-13;32;12;0;4372;1578;1;0.1;0.0;0.0
FR;04;2021-08-14;23;17;0;4395;1595;1;0.1;0.0;0.0
FR;04;2021-08-15;3;5;0;4398;1600;1;0.1;0.0;0.0
FR;04;2021-08-16;23;29;0;4421;1629;1;0.1;0.0;0.0
FR;04;2021-08-17;22;23;0;4443;1652;1;0.1;0.0;0.0
FR;04;2021-08-18;35;17;0;4478;1669;1;0.1;0.0;0.0
FR;04;2021-08-19;19;17;0;4497;1686;1;0.1;0.0;0.0
FR;04;2021-08-20;26;25;0;4523;1711;1;0.1;0.0;0.0
FR;04;2021-08-21;14;11;0;4537;1722;1;0.1;0.0;0.0
FR;04;2021-08-22;1;5;0;4538;1727;1;0.1;0.0;0.0
FR;04;2021-08-23;14;16;0;4552;1743;1;0.1;0.0;0.0
FR;04;2021-08-24;17;20;0;4569;1763;1;0.1;0.0;0.0
FR;04;2021-08-25;14;15;0;4583;1778;1;0.1;0.0;0.0
FR;04;2021-08-26;19;22;0;4602;1800;1;0.1;0.0;0.0
FR;04;2021-08-27;15;23;0;4617;1823;1;0.1;0.0;0.0
FR;04;2021-08-28;5;12;0;4622;1835;1;0.1;0.0;0.0
FR;04;2021-08-29;5;1;0;4627;1836;1;0.1;0.0;0.0
FR;04;2021-08-30;6;9;1;4633;1845;2;0.1;0.1;0.0
FR;04;2021-08-31;16;17;2;4649;1862;4;0.1;0.1;0.0
FR;04;2021-09-01;35;16;2;4684;1878;6;0.1;0.1;0.0
FR;04;2021-09-02;13;9;1;4697;1887;7;0.1;0.1;0.0
FR;04;2021-09-03;23;20;1;4720;1907;8;0.1;0.1;0.0
FR;04;2021-09-04;13;12;4;4733;1919;12;0.1;0.1;0.0
FR;04;2021-09-05;10;2;0;4743;1921;12;0.1;0.1;0.0
FR;04;2021-09-06;9;15;7;4752;1936;19;0.1;0.1;0.0
FR;04;2021-09-07;6;11;1;4758;1947;20;0.1;0.1;0.0
FR;04;2021-09-08;26;15;3;4784;1962;23;0.1;0.1;0.0
FR;04;2021-09-09;11;16;3;4795;1978;26;0.1;0.1;0.0
FR;04;2021-09-10;19;19;1;4814;1997;27;0.1;0.1;0.0
FR;04;2021-09-11;11;9;2;4825;2006;29;0.1;0.1;0.0
FR;04;2021-09-12;1;2;0;4826;2008;29;0.1;0.1;0.0
FR;04;2021-09-13;10;10;1;4836;2018;30;0.1;0.1;0.0
FR;04;2021-09-14;10;11;0;4846;2029;30;0.1;0.1;0.0
FR;04;2021-09-15;14;13;0;4860;2042;30;0.1;0.1;0.0
FR;04;2021-09-16;8;16;1;4868;2058;31;0.1;0.1;0.0
FR;04;2021-09-17;16;14;1;4884;2072;32;0.1;0.1;0.0
FR;04;2021-09-18;6;11;0;4890;2083;32;0.1;0.1;0.0
FR;04;2021-09-19;0;1;0;4890;2084;32;0.1;0.1;0.0
FR;04;2021-09-20;11;10;0;4901;2094;32;0.1;0.1;0.0
FR;04;2021-09-21;4;14;3;4905;2108;35;0.1;0.1;0.0
FR;04;2021-09-22;7;9;0;4912;2117;35;0.1;0.1;0.0
FR;04;2021-09-23;14;8;1;4926;2125;36;0.1;0.1;0.0
FR;04;2021-09-24;13;13;0;4939;2138;36;0.1;0.1;0.0
FR;04;2021-09-25;5;8;0;4944;2146;36;0.1;0.1;0.0
FR;04;2021-09-26;3;5;0;4947;2151;36;0.1;0.1;0.0
FR;04;2021-09-27;10;5;1;4957;2156;37;0.1;0.1;0.0
FR;04;2021-09-28;8;10;1;4965;2166;38;0.1;0.1;0.0
FR;04;2021-09-29;7;7;0;4972;2173;38;0.1;0.1;0.0
FR;04;2021-09-30;7;4;0;4979;2177;38;0.1;0.1;0.0
FR;04;2021-10-01;14;11;0;4993;2188;38;0.1;0.1;0.0
FR;04;2021-10-02;4;10;0;4997;2198;38;0.1;0.1;0.0
FR;04;2021-10-03;1;1;0;4998;2199;38;0.1;0.1;0.0
FR;04;2021-10-04;9;7;1;5007;2206;39;0.1;0.1;0.0
FR;04;2021-10-05;7;5;0;5014;2211;39;0.1;0.1;0.0
FR;04;2021-10-06;5;9;0;5019;2220;39;0.1;0.1;0.0
FR;04;2021-10-07;8;8;1;5027;2228;40;0.1;0.1;0.0
FR;04;2021-10-08;9;7;0;5036;2235;40;0.1;0.1;0.0
FR;04;2021-10-09;4;2;0;5040;2237;40;0.1;0.1;0.0
FR;04;2021-10-10;2;1;0;5042;2238;40;0.1;0.1;0.0
FR;04;2021-10-11;13;9;1;5055;2247;41;0.1;0.1;0.0
FR;04;2021-10-12;3;12;1;5058;2259;42;0.1;0.1;0.0
FR;04;2021-10-13;6;4;0;5064;2263;42;0.1;0.1;0.0
FR;04;2021-10-14;10;9;1;5074;2272;43;0.1;0.1;0.0
FR;04;2021-10-15;11;20;2;5085;2292;45;0.1;0.1;0.0
FR;04;2021-10-16;4;6;1;5089;2298;46;0.1;0.1;0.0
FR;04;2021-10-17;2;1;0;5091;2299;46;0.1;0.1;0.0
FR;04;2021-10-18;8;14;0;5099;2313;46;0.1;0.1;0.0
FR;04;2021-10-19;5;6;4;5104;2319;50;0.1;0.1;0.0
FR;04;2021-10-20;6;7;1;5110;2326;51;0.1;0.1;0.0
FR;04;2021-10-21;4;9;1;5114;2335;52;0.1;0.1;0.0
FR;04;2021-10-22;7;10;1;5121;2345;53;0.1;0.1;0.0
FR;04;2021-10-23;2;3;0;5123;2348;53;0.1;0.1;0.0
FR;04;2021-10-24;1;0;0;5124;2348;53;0.1;0.1;0.0
FR;04;2021-10-25;6;5;3;5130;2353;56;0.1;0.1;0.0
FR;04;2021-10-26;7;5;2;5137;2358;58;0.1;0.1;0.0
FR;04;2021-10-27;9;9;0;5146;2367;58;0.1;0.1;0.0
FR;04;2021-10-28;4;8;0;5150;2375;58;0.1;0.1;0.0
FR;04;2021-10-29;6;7;1;5156;2382;59;0.1;0.1;0.0
FR;04;2021-10-30;9;7;0;5165;2389;59;0.1;0.1;0.0
FR;04;2021-10-31;0;0;0;5165;2389;59;0.1;0.1;0.0
FR;04;2021-11-01;8;3;1;5173;2392;60;0.1;0.1;0.0
FR;04;2021-11-02;11;6;0;5184;2398;60;0.1;0.1;0.0
FR;04;2021-11-03;7;10;4;5191;2408;64;0.1;0.1;0.0
FR;04;2021-11-04;7;8;1;5198;2416;65;0.1;0.1;0.0
FR;04;2021-11-05;6;7;4;5204;2423;69;0.1;0.1;0.0
FR;04;2021-11-06;2;6;0;5206;2429;69;0.1;0.1;0.0
FR;04;2021-11-07;0;1;0;5206;2430;69;0.1;0.1;0.0
FR;04;2021-11-08;2;8;1;5208;2438;70;0.1;0.1;0.0
FR;04;2021-11-09;2;4;1;5210;2442;71;0.1;0.1;0.0
FR;04;2021-11-10;10;10;1;5220;2452;72;0.1;0.1;0.0
FR;04;2021-11-11;2;3;5;5222;2455;77;0.1;0.1;0.0
FR;04;2021-11-12;8;3;5;5230;2458;82;0.1;0.1;0.0
FR;04;2021-11-13;1;4;1;5231;2462;83;0.1;0.1;0.0
FR;04;2021-11-14;0;1;0;5231;2463;83;0.1;0.1;0.0
FR;04;2021-11-15;12;11;0;5243;2474;83;0.1;0.1;0.0
FR;04;2021-11-16;7;4;2;5250;2478;85;0.1;0.1;0.0
FR;04;2021-11-17;13;7;6;5263;2485;91;0.1;0.1;0.0
FR;04;2021-11-18;2;6;4;5265;2491;95;0.1;0.1;0.0
FR;04;2021-11-19;9;9;4;5274;2500;99;0.1;0.1;0.0
FR;04;2021-11-20;5;8;1;5279;2508;100;0.1;0.1;0.0
FR;04;2021-11-21;1;2;0;5280;2510;100;0.1;0.1;0.0
FR;04;2021-11-22;5;12;6;5285;2522;106;0.1;0.1;0.0
FR;04;2021-11-23;6;7;3;5291;2529;109;0.1;0.1;0.0
FR;04;2021-11-24;1;9;4;5292;2538;113;0.1;0.1;0.0
FR;04;2021-11-25;11;9;3;5303;2547;116;0.1;0.1;0.0
FR;04;2021-11-26;9;14;11;5312;2561;127;0.1;0.1;0.0
FR;04;2021-11-27;5;9;5;5317;2570;132;0.1;0.1;0.0
FR;04;2021-11-28;3;7;0;5320;2577;132;0.1;0.1;0.0
FR;04;2021-11-29;3;9;6;5323;2586;138;0.1;0.1;0.0
FR;04;2021-11-30;7;8;9;5330;2594;147;0.1;0.1;0.0
FR;04;2021-12-01;11;6;8;5341;2600;155;0.1;0.1;0.0
FR;04;2021-12-02;10;15;10;5351;2615;165;0.1;0.1;0.0
FR;04;2021-12-03;7;18;12;5358;2633;177;0.1;0.1;0.0
FR;04;2021-12-04;1;4;7;5359;2637;184;0.1;0.1;0.0
FR;04;2021-12-05;2;1;6;5361;2638;190;0.1;0.1;0.0
FR;04;2021-12-06;7;13;9;5368;2651;199;0.1;0.1;0.0
FR;04;2021-12-07;7;16;10;5375;2667;209;0.1;0.1;0.0
FR;04;2021-12-08;6;17;12;5381;2684;221;0.1;0.1;0.0
FR;04;2021-12-09;10;19;15;5391;2703;236;0.1;0.1;0.0
FR;04;2021-12-10;12;17;7;5403;2720;243;0.1;0.1;0.0
FR;04;2021-12-11;5;14;14;5408;2734;257;0.1;0.1;0.0
FR;04;2021-12-12;2;3;4;5410;2737;261;0.1;0.1;0.0
FR;04;2021-12-13;7;22;19;5417;2759;280;0.1;0.1;0.0
FR;04;2021-12-14;11;28;13;5428;2787;293;0.1;0.1;0.0
FR;04;2021-12-15;21;21;9;5449;2808;302;0.1;0.1;0.0
FR;04;2021-12-16;20;27;14;5469;2835;316;0.1;0.1;0.0
FR;04;2021-12-17;14;26;15;5483;2861;331;0.1;0.1;0.0
FR;04;2021-12-18;9;12;8;5492;2873;339;0.1;0.1;0.0
FR;04;2021-12-19;2;4;8;5494;2877;347;0.1;0.1;0.0
FR;04;2021-12-20;14;30;19;5508;2907;366;0.1;0.1;0.0
FR;04;2021-12-21;7;21;19;5515;2928;385;0.2;0.1;0.0
FR;04;2021-12-22;14;23;17;5529;2951;402;0.2;0.1;0.0
FR;04;2021-12-23;8;17;20;5537;2968;422;0.2;0.1;0.0
FR;04;2021-12-24;8;15;9;5545;2983;431;0.2;0.1;0.0
FR;04;2021-12-25;2;0;2;5547;2983;433;0.2;0.1;0.0
FR;04;2021-12-26;2;7;7;5549;2990;440;0.2;0.1;0.0
FR;04;2021-12-27;10;24;13;5559;3014;453;0.2;0.1;0.0
FR;04;2021-12-28;19;24;17;5578;3038;470;0.2;0.1;0.0
FR;04;2021-12-29;15;20;8;5593;3058;478;0.2;0.1;0.0
FR;04;2021-12-30;10;19;10;5603;3077;488;0.2;0.1;0.0
FR;04;2021-12-31;4;8;2;5607;3085;490;0.2;0.1;0.0
FR;04;2022-01-01;0;1;1;5607;3086;491;0.2;0.1;0.0
FR;04;2022-01-02;2;6;2;5609;3092;493;0.2;0.1;0.0
FR;04;2022-01-03;7;16;17;5616;3108;510;0.2;0.1;0.0
FR;04;2022-01-04;10;12;15;5626;3120;525;0.2;0.1;0.0
