reg;nom_reg;semaine;nb_pos;nb_crib;tx_crib;nb_A0;nb_A1;tx_A1;nb_C0;nb_C1;tx_C1;nb_D0;nb_D1;tx_D1;nb_A0C0;nb_A01C01;tx_A0C0
52;Pays de la Loire;2021-11-04-2021-11-10;5773.00;116.00;2.01;108.00;0.00;0.00;11.00;98.00;89.91;0.00;0.00;0.00;11.00;108.00;10.19
52;Pays de la Loire;2021-11-05-2021-11-11;5377.00;109.00;2.03;102.00;0.00;0.00;12.00;91.00;88.35;0.00;0.00;0.00;12.00;102.00;11.76
52;Pays de la Loire;2021-11-06-2021-11-12;5824.00;116.00;1.99;108.00;0.00;0.00;12.00;97.00;88.99;0.00;0.00;0.00;12.00;108.00;11.11
52;Pays de la Loire;2021-11-07-2021-11-13;6174.00;126.00;2.04;115.00;0.00;0.00;12.00;104.00;89.66;0.00;0.00;0.00;12.00;115.00;10.43
52;Pays de la Loire;2021-11-08-2021-11-14;6247.00;124.00;1.98;113.00;0.00;0.00;12.00;102.00;89.47;0.00;0.00;0.00;12.00;113.00;10.62
52;Pays de la Loire;2021-11-09-2021-11-15;6856.00;124.00;1.81;110.00;0.00;0.00;12.00;98.00;89.09;0.00;0.00;0.00;12.00;110.00;10.91
52;Pays de la Loire;2021-11-10-2021-11-16;7267.00;113.00;1.55;100.00;0.00;0.00;9.00;91.00;91.00;0.00;0.00;0.00;9.00;100.00;9.00
52;Pays de la Loire;2021-11-11-2021-11-17;7717.00;106.00;1.37;93.00;0.00;0.00;8.00;85.00;91.40;0.00;0.00;0.00;8.00;93.00;8.60
52;Pays de la Loire;2021-11-12-2021-11-18;8816.00;113.00;1.28;100.00;0.00;0.00;7.00;93.00;93.00;0.00;0.00;0.00;7.00;100.00;7.00
52;Pays de la Loire;2021-11-13-2021-11-19;9015.00;108.00;1.20;97.00;0.00;0.00;7.00;90.00;92.78;0.00;0.00;0.00;7.00;97.00;7.22
52;Pays de la Loire;2021-11-14-2021-11-20;9216.00;103.00;1.12;97.00;0.00;0.00;7.00;90.00;92.78;0.00;0.00;0.00;7.00;97.00;7.22
52;Pays de la Loire;2021-11-15-2021-11-21;9265.00;113.00;1.22;107.00;0.00;0.00;7.00;100.00;93.46;0.00;0.00;0.00;7.00;107.00;6.54
52;Pays de la Loire;2021-11-16-2021-11-22;9570.00;179.00;1.87;173.00;0.00;0.00;5.00;168.00;97.11;0.00;0.00;0.00;5.00;173.00;2.89
52;Pays de la Loire;2021-11-17-2021-11-23;10039.00;214.00;2.13;207.00;0.00;0.00;6.00;201.00;97.10;0.00;0.00;0.00;6.00;207.00;2.90
52;Pays de la Loire;2021-11-18-2021-11-24;10593.00;348.00;3.29;333.00;0.00;0.00;6.00;327.00;98.20;0.00;0.00;0.00;6.00;333.00;1.80
52;Pays de la Loire;2021-11-19-2021-11-25;11249.00;504.00;4.48;487.00;0.00;0.00;10.00;476.00;97.94;8.00;0.00;0.00;10.00;486.00;2.06
52;Pays de la Loire;2021-11-20-2021-11-26;11974.00;652.00;5.45;629.00;0.00;0.00;11.00;618.00;98.25;15.00;0.00;0.00;11.00;628.00;1.75
52;Pays de la Loire;2021-11-21-2021-11-27;12423.00;743.00;5.98;715.00;0.00;0.00;12.00;704.00;98.32;20.00;0.00;0.00;12.00;714.00;1.68
52;Pays de la Loire;2021-11-22-2021-11-28;12557.00;760.00;6.05;728.00;0.00;0.00;13.00;716.00;98.22;27.00;0.00;0.00;13.00;727.00;1.79
52;Pays de la Loire;2021-11-23-2021-11-29;13680.00;1149.00;8.40;1091.00;0.00;0.00;27.00;1068.00;97.53;41.00;0.00;0.00;27.00;1090.00;2.48
52;Pays de la Loire;2021-11-24-2021-11-30;14725.00;1853.00;12.58;1725.00;0.00;0.00;69.00;1663.00;96.02;106.00;0.00;0.00;69.00;1724.00;4.00
52;Pays de la Loire;2021-11-25-2021-12-01;15418.00;2344.00;15.20;2146.00;0.00;0.00;87.00;2066.00;95.96;145.00;0.00;0.00;87.00;2145.00;4.06
52;Pays de la Loire;2021-11-26-2021-12-02;16265.00;2914.00;17.92;2614.00;0.00;0.00;116.00;2509.00;95.58;152.00;1.00;0.65;116.00;2614.00;4.44
52;Pays de la Loire;2021-11-27-2021-12-03;17022.00;3607.00;21.19;3206.00;0.00;0.00;165.00;3054.00;94.87;158.00;2.00;1.25;165.00;3206.00;5.15
52;Pays de la Loire;2021-11-28-2021-12-04;17465.00;3911.00;22.39;3472.00;2.00;0.06;181.00;3304.00;94.81;168.00;2.00;1.18;181.00;3473.00;5.21
52;Pays de la Loire;2021-11-29-2021-12-05;17500.00;3985.00;22.77;3534.00;2.00;0.06;187.00;3360.00;94.73;167.00;2.00;1.18;187.00;3535.00;5.29
52;Pays de la Loire;2021-11-30-2021-12-06;18227.00;4455.00;24.44;3917.00;3.00;0.08;219.00;3712.00;94.43;162.00;2.00;1.22;219.00;3919.00;5.59
52;Pays de la Loire;2021-12-01-2021-12-07;18506.00;4431.00;23.94;3844.00;3.00;0.08;218.00;3639.00;94.35;121.00;2.00;1.63;218.00;3846.00;5.67
52;Pays de la Loire;2021-12-02-2021-12-08;18948.00;4562.00;24.08;3918.00;3.00;0.08;231.00;3705.00;94.13;99.00;3.00;2.94;231.00;3920.00;5.89
52;Pays de la Loire;2021-12-03-2021-12-09;19119.00;4775.00;24.98;4085.00;4.00;0.10;233.00;3871.00;94.32;97.00;2.00;2.02;232.00;4088.00;5.68
52;Pays de la Loire;2021-12-04-2021-12-10;18934.00;4762.00;25.15;4052.00;4.00;0.10;214.00;3854.00;94.74;88.00;2.00;2.22;213.00;4055.00;5.25
52;Pays de la Loire;2021-12-05-2021-12-11;18781.00;4911.00;26.15;4173.00;2.00;0.05;220.00;3966.00;94.74;76.00;2.00;2.56;219.00;4173.00;5.25
52;Pays de la Loire;2021-12-06-2021-12-12;18849.00;4991.00;26.48;4248.00;2.00;0.05;225.00;4036.00;94.72;79.00;2.00;2.47;224.00;4248.00;5.27
52;Pays de la Loire;2021-12-07-2021-12-13;18734.00;5122.00;27.34;4301.00;1.00;0.02;213.00;4100.00;95.06;86.00;4.00;4.44;212.00;4299.00;4.93
52;Pays de la Loire;2021-12-08-2021-12-14;18694.00;5322.00;28.47;4421.00;1.00;0.02;235.00;4198.00;94.70;85.00;14.00;14.14;234.00;4419.00;5.30
52;Pays de la Loire;2021-12-09-2021-12-15;18435.00;5522.00;29.95;4623.00;1.00;0.02;294.00;4336.00;93.65;81.00;21.00;20.59;293.00;4621.00;6.34
52;Pays de la Loire;2021-12-10-2021-12-16;18041.00;5475.00;30.35;4578.00;0.00;0.00;350.00;4233.00;92.36;101.00;25.00;19.84;350.00;4575.00;7.65
52;Pays de la Loire;2021-12-11-2021-12-17;17815.00;5557.00;31.19;4594.00;0.00;0.00;410.00;4190.00;91.09;170.00;36.00;17.48;410.00;4591.00;8.93
52;Pays de la Loire;2021-12-12-2021-12-18;17785.00;5755.00;32.36;4749.00;0.00;0.00;489.00;4270.00;89.72;197.00;44.00;18.26;489.00;4748.00;10.30
52;Pays de la Loire;2021-12-13-2021-12-19;17964.00;5984.00;33.31;4956.00;0.00;0.00;595.00;4374.00;88.03;199.00;54.00;21.34;595.00;4955.00;12.01
52;Pays de la Loire;2021-12-14-2021-12-20;17803.00;6895.00;38.73;5731.00;0.00;0.00;1012.00;4760.00;82.47;352.00;144.00;29.03;1011.00;5731.00;17.64
52;Pays de la Loire;2021-12-15-2021-12-21;18334.00;7944.00;43.33;6639.00;0.00;0.00;1636.00;5067.00;75.59;429.00;299.00;41.07;1635.00;6639.00;24.63
52;Pays de la Loire;2021-12-16-2021-12-22;19574.00;9068.00;46.33;7494.00;2.00;0.03;2405.00;5173.00;68.26;581.00;568.00;49.43;2400.00;7496.00;32.02
52;Pays de la Loire;2021-12-17-2021-12-23;21293.00;10276.00;48.26;8487.00;2.00;0.02;3292.00;5296.00;61.67;757.00;906.00;54.48;3281.00;8489.00;38.65
52;Pays de la Loire;2021-12-18-2021-12-24;23269.00;11382.00;48.91;9429.00;3.00;0.03;4293.00;5253.00;55.03;922.00;1322.00;58.91;4279.00;9432.00;45.37
52;Pays de la Loire;2021-12-19-2021-12-25;22176.00;11071.00;49.92;9160.00;3.00;0.03;4453.00;4826.00;52.01;903.00;1331.00;59.58;4438.00;9163.00;48.43
52;Pays de la Loire;2021-12-20-2021-12-26;22959.00;11494.00;50.06;9522.00;4.00;0.04;4890.00;4755.00;49.30;937.00;1427.00;60.36;4873.00;9526.00;51.15
52;Pays de la Loire;2021-12-21-2021-12-27;30193.00;14600.00;48.36;12026.00;6.00;0.05;7530.00;4638.00;38.12;1314.00;2319.00;63.83;7491.00;12032.00;62.26
52;Pays de la Loire;2021-12-22-2021-12-28;38232.00;17967.00;46.99;14797.00;9.00;0.06;10497.00;4468.00;29.86;1606.00;3405.00;67.95;10440.00;14804.00;70.52
52;Pays de la Loire;2021-12-23-2021-12-29;46655.00;21717.00;46.55;17985.00;11.00;0.06;13781.00;4383.00;24.13;1811.00;4870.00;72.89;13709.00;17993.00;76.19
52;Pays de la Loire;2021-12-24-2021-12-30;54682.00;25075.00;45.86;20821.00;13.00;0.06;16734.00;4277.00;20.36;1880.00;6072.00;76.36;16652.00;20830.00;79.94
52;Pays de la Loire;2021-12-25-2021-12-31;61569.00;27814.00;45.18;23196.00;13.00;0.06;19192.00;4199.00;17.95;1870.00;6974.00;78.86;19104.00;23204.00;82.33
52;Pays de la Loire;2021-12-26-2022-01-01;62592.00;28424.00;45.41;23734.00;14.00;0.06;19747.00;4179.00;17.47;1875.00;7080.00;79.06;19660.00;23743.00;82.80
52;Pays de la Loire;2021-12-27-2022-01-02;64818.00;29413.00;45.38;24552.00;13.00;0.05;20607.00;4140.00;16.73;1890.00;7313.00;79.46;20516.00;24560.00;83.53
52;Pays de la Loire;2021-12-28-2022-01-03;75952.00;31654.00;41.68;26515.00;12.00;0.05;23120.00;3597.00;13.46;1591.00;8537.00;84.29;23013.00;26522.00;86.77
52;Pays de la Loire;2021-12-29-2022-01-04;83314.00;32650.00;39.19;27707.00;18.00;0.06;24618.00;3290.00;11.79;1340.00;8843.00;86.84;24503.00;27720.00;88.39
52;Pays de la Loire;2021-12-30-2022-01-05;88000.00;31636.00;35.95;27224.00;16.00;0.06;24617.00;2794.00;10.19;1053.00;8190.00;88.61;24514.00;27236.00;90.01
52;Pays de la Loire;2021-12-31-2022-01-06;91537.00;30323.00;33.13;26421.00;14.00;0.05;24279.00;2308.00;8.68;837.00;7514.00;89.98;24186.00;26431.00;91.51
52;Pays de la Loire;2022-01-01-2022-01-07;97311.00;29752.00;30.57;26133.00;13.00;0.05;24321.00;1964.00;7.47;655.00;6994.00;91.44;24231.00;26142.00;92.69
52;Pays de la Loire;2022-01-02-2022-01-08;107659.00;31326.00;29.10;27560.00;13.00;0.05;25744.00;1968.00;7.10;682.00;7741.00;91.90;25653.00;27568.00;93.05
52;Pays de la Loire;2022-01-03-2022-01-09;108410.00;30914.00;28.52;27234.00;18.00;0.07;25516.00;1866.00;6.81;639.00;7819.00;92.45;25425.00;27247.00;93.31
52;Pays de la Loire;2022-01-04-2022-01-10;111207.00;28479.00;25.61;25462.00;34.00;0.13;24143.00;1434.00;5.61;465.00;7542.00;94.19;24069.00;25490.00;94.43
52;Pays de la Loire;2022-01-05-2022-01-11;113033.00;26776.00;23.69;24028.00;28.00;0.12;23054.00;1046.00;4.34;385.00;8082.00;95.45;22999.00;24050.00;95.63
52;Pays de la Loire;2022-01-06-2022-01-12;118113.00;26589.00;22.51;23800.00;26.00;0.11;22990.00;871.00;3.65;356.00;9128.00;96.25;22936.00;23820.00;96.29
52;Pays de la Loire;2022-01-07-2022-01-13;122341.00;26782.00;21.89;23947.00;30.00;0.13;23257.00;750.00;3.12;344.00;10285.00;96.76;23201.00;23970.00;96.79
52;Pays de la Loire;2022-01-08-2022-01-14;126743.00;27660.00;21.82;24801.00;33.00;0.13;24231.00;636.00;2.56;339.00;12032.00;97.26;24165.00;24826.00;97.34
52;Pays de la Loire;2022-01-09-2022-01-15;131112.00;28525.00;21.76;25589.00;38.00;0.15;25072.00;591.00;2.30;330.00;12611.00;97.45;24999.00;25620.00;97.58
52;Pays de la Loire;2022-01-10-2022-01-16;133121.00;28945.00;21.74;25977.00;67.00;0.26;25512.00;568.00;2.18;325.00;13117.00;97.58;25411.00;26035.00;97.60
52;Pays de la Loire;2022-01-11-2022-01-17;143256.00;31269.00;21.83;28183.00;97.00;0.34;27840.00;472.00;1.67;397.00;15805.00;97.55;27709.00;28266.00;98.03
52;Pays de la Loire;2022-01-12-2022-01-18;152771.00;33151.00;21.70;29926.00;133.00;0.44;29674.00;396.00;1.32;382.00;18663.00;97.99;29505.00;30021.00;98.28
52;Pays de la Loire;2022-01-13-2022-01-19;161389.00;35169.00;21.79;31798.00;140.00;0.44;31612.00;338.00;1.06;423.00;22804.00;98.18;31436.00;31900.00;98.55
52;Pays de la Loire;2022-01-14-2022-01-20;170634.00;37473.00;21.96;33936.00;141.00;0.41;33796.00;292.00;0.86;439.00;27061.00;98.40;33620.00;34040.00;98.77
52;Pays de la Loire;2022-01-15-2022-01-21;178842.00;38924.00;21.76;35248.00;147.00;0.42;35159.00;247.00;0.70;469.00;30727.00;98.50;34981.00;35360.00;98.93
52;Pays de la Loire;2022-01-16-2022-01-22;184737.00;39376.00;21.31;35646.00;141.00;0.39;35581.00;217.00;0.61;464.00;33082.00;98.62;35409.00;35752.00;99.04
52;Pays de la Loire;2022-01-17-2022-01-23;187584.00;39870.00;21.25;36094.00;107.00;0.30;36006.00;205.00;0.57;465.00;34403.00;98.67;35868.00;36168.00;99.17
52;Pays de la Loire;2022-01-18-2022-01-24;195768.00;41209.00;21.05;37309.00;65.00;0.17;37227.00;170.00;0.45;368.00;38110.00;99.04;37120.00;37346.00;99.39
52;Pays de la Loire;2022-01-19-2022-01-25;198536.00;41394.00;20.85;37436.00;29.00;0.08;37367.00;147.00;0.39;364.00;39625.00;99.09;37293.00;37463.00;99.55
52;Pays de la Loire;2022-01-20-2022-01-26;199775.00;41031.00;20.54;37036.00;30.00;0.08;37006.00;123.00;0.33;324.00;39447.00;99.19;36908.00;37053.00;99.61
52;Pays de la Loire;2022-01-21-2022-01-27;198332.00;40871.00;20.61;36933.00;39.00;0.11;36939.00;102.00;0.28;305.00;39463.00;99.23;36826.00;36960.00;99.64
52;Pays de la Loire;2022-01-22-2022-01-28;196465.00;40351.00;20.54;36429.00;31.00;0.09;36476.00;93.00;0.25;256.00;39042.00;99.35;36329.00;36448.00;99.67
52;Pays de la Loire;2022-01-23-2022-01-29;194990.00;40609.00;20.83;36682.00;32.00;0.09;36749.00;80.00;0.22;245.00;39303.00;99.38;36595.00;36702.00;99.71
52;Pays de la Loire;2022-01-24-2022-01-30;193532.00;40190.00;20.77;36332.00;32.00;0.09;36406.00;75.00;0.21;237.00;38928.00;99.39;36250.00;36352.00;99.72
52;Pays de la Loire;2022-01-25-2022-01-31;187146.00;38522.00;20.58;34804.00;32.00;0.09;34892.00;124.00;0.35;217.00;37271.00;99.42;34672.00;34824.00;99.56
52;Pays de la Loire;2022-01-26-2022-02-01;179944.00;37462.00;20.82;33849.00;30.00;0.09;34002.00;113.00;0.33;202.00;36175.00;99.44;33720.00;33859.00;99.59
52;Pays de la Loire;2022-01-27-2022-02-02;170947.00;36348.00;21.26;32874.00;25.00;0.08;33021.00;106.00;0.32;190.00;34968.00;99.46;32759.00;32888.00;99.61
52;Pays de la Loire;2022-01-28-2022-02-03;161605.00;34453.00;21.32;31142.00;14.00;0.04;31283.00;99.00;0.32;193.00;33092.00;99.42;31032.00;31143.00;99.64
52;Pays de la Loire;2022-01-29-2022-02-04;151035.00;32503.00;21.52;29428.00;13.00;0.04;29537.00;93.00;0.31;196.00;31181.00;99.38;29324.00;29428.00;99.65
52;Pays de la Loire;2022-01-30-2022-02-05;142123.00;31001.00;21.81;28022.00;14.00;0.05;28128.00;89.00;0.32;204.00;29642.00;99.32;27921.00;28023.00;99.64
52;Pays de la Loire;2022-01-31-2022-02-06;138030.00;30330.00;21.97;27448.00;14.00;0.05;27555.00;87.00;0.31;213.00;28962.00;99.27;27349.00;27449.00;99.64
52;Pays de la Loire;2022-02-01-2022-02-07;119237.00;27551.00;23.11;25091.00;9.00;0.04;25185.00;20.00;0.08;206.00;26310.00;99.22;25059.00;25087.00;99.89
52;Pays de la Loire;2022-02-02-2022-02-08;104648.00;24685.00;23.59;22590.00;8.00;0.04;22623.00;17.00;0.08;201.00;23632.00;99.16;22569.00;22593.00;99.89
52;Pays de la Loire;2022-02-03-2022-02-09;91784.00;21695.00;23.64;19988.00;5.00;0.03;20013.00;14.00;0.07;175.00;20855.00;99.17;19971.00;19990.00;99.90
52;Pays de la Loire;2022-02-04-2022-02-10;81718.00;19233.00;23.54;17720.00;2.00;0.01;17737.00;12.00;0.07;144.00;18493.00;99.23;17707.00;17721.00;99.92
52;Pays de la Loire;2022-02-05-2022-02-11;72719.00;17032.00;23.42;15714.00;2.00;0.01;15719.00;14.00;0.09;132.00;16406.00;99.20;15700.00;15715.00;99.90
52;Pays de la Loire;2022-02-06-2022-02-12;66624.00;15763.00;23.66;14659.00;0.00;0.00;14669.00;14.00;0.10;119.00;15258.00;99.23;14645.00;14658.00;99.91
52;Pays de la Loire;2022-02-07-2022-02-13;65062.00;15331.00;23.56;14254.00;0.00;0.00;14263.00;14.00;0.10;116.00;14839.00;99.22;14240.00;14253.00;99.91
52;Pays de la Loire;2022-02-08-2022-02-14;56906.00;13484.00;23.70;12456.00;0.00;0.00;12464.00;11.00;0.09;111.00;13013.00;99.15;12445.00;12455.00;99.92
52;Pays de la Loire;2022-02-09-2022-02-15;51674.00;12331.00;23.86;11367.00;0.00;0.00;11373.00;12.00;0.11;97.00;11870.00;99.19;11355.00;11366.00;99.90
52;Pays de la Loire;2022-02-10-2022-02-16;47177.00;11566.00;24.52;10587.00;1.00;0.01;10594.00;10.00;0.09;89.00;11078.00;99.20;10576.00;10586.00;99.91
52;Pays de la Loire;2022-02-11-2022-02-17;43717.00;10930.00;25.00;9974.00;1.00;0.01;9983.00;10.00;0.10;109.00;10403.00;98.96;9962.00;9972.00;99.90
52;Pays de la Loire;2022-02-12-2022-02-18;40360.00;10269.00;25.44;9354.00;1.00;0.01;9362.00;10.00;0.11;143.00;9688.00;98.55;9340.00;9351.00;99.88
52;Pays de la Loire;2022-02-13-2022-02-19;38357.00;9861.00;25.71;8963.00;1.00;0.01;8969.00;6.00;0.07;145.00;9251.00;98.46;8953.00;8960.00;99.92
52;Pays de la Loire;2022-02-14-2022-02-20;37643.00;9583.00;25.46;8723.00;1.00;0.01;8730.00;6.00;0.07;155.00;8968.00;98.30;8713.00;8720.00;99.92
52;Pays de la Loire;2022-02-15-2022-02-21;34701.00;8966.00;25.84;8155.00;1.00;0.01;8167.00;7.00;0.09;178.00;8320.00;97.91;8145.00;8153.00;99.90
52;Pays de la Loire;2022-02-16-2022-02-22;32789.00;8469.00;25.83;7716.00;2.00;0.03;7735.00;7.00;0.09;183.00;7857.00;97.72;7706.00;7714.00;99.90
52;Pays de la Loire;2022-02-17-2022-02-23;31365.00;8195.00;26.13;7521.00;3.00;0.04;7539.00;6.00;0.08;194.00;7633.00;97.52;7513.00;7521.00;99.89
52;Pays de la Loire;2022-02-18-2022-02-24;29741.00;7597.00;25.54;6997.00;3.00;0.04;7014.00;8.00;0.11;169.00;7095.00;97.67;6988.00;6998.00;99.86
52;Pays de la Loire;2022-02-19-2022-02-25;28116.00;7260.00;25.82;6722.00;3.00;0.04;6742.00;5.00;0.07;137.00;6821.00;98.03;6717.00;6724.00;99.90
52;Pays de la Loire;2022-02-20-2022-02-26;27050.00;7002.00;25.89;6509.00;9.00;0.14;6532.00;5.00;0.08;148.00;6596.00;97.81;6503.00;6516.00;99.80
52;Pays de la Loire;2022-02-21-2022-02-27;26623.00;6936.00;26.05;6433.00;9.00;0.14;6455.00;5.00;0.08;131.00;6548.00;98.04;6427.00;6440.00;99.80
52;Pays de la Loire;2022-02-22-2022-02-28;25036.00;6483.00;25.89;5990.00;47.00;0.78;6049.00;4.00;0.07;120.00;6145.00;98.08;5985.00;6035.00;99.17
52;Pays de la Loire;2022-02-23-2022-03-01;24412.00;6325.00;25.91;5820.00;66.00;1.12;5893.00;2.00;0.03;134.00;5974.00;97.81;5817.00;5885.00;98.84
52;Pays de la Loire;2022-02-24-2022-03-02;24189.00;6298.00;26.04;5776.00;80.00;1.37;5868.00;2.00;0.03;130.00;5952.00;97.86;5773.00;5855.00;98.60
52;Pays de la Loire;2022-02-25-2022-03-03;24244.00;6447.00;26.59;5939.00;80.00;1.33;6032.00;2.00;0.03;137.00;6092.00;97.80;5936.00;6018.00;98.64
52;Pays de la Loire;2022-02-26-2022-03-04;24227.00;6436.00;26.57;5943.00;80.00;1.33;6031.00;4.00;0.07;130.00;6090.00;97.91;5938.00;6022.00;98.61
52;Pays de la Loire;2022-02-27-2022-03-05;24279.00;6457.00;26.59;5953.00;88.00;1.46;6048.00;6.00;0.10;115.00;6115.00;98.15;5948.00;6041.00;98.46
52;Pays de la Loire;2022-02-28-2022-03-06;24418.00;6491.00;26.58;6005.00;88.00;1.44;6100.00;6.00;0.10;122.00;6142.00;98.05;6000.00;6093.00;98.47
52;Pays de la Loire;2022-03-01-2022-03-07;25036.00;6690.00;26.72;6251.00;51.00;0.81;6308.00;7.00;0.11;114.00;6351.00;98.24;6245.00;6302.00;99.10
52;Pays de la Loire;2022-03-02-2022-03-08;25678.00;6983.00;27.19;6559.00;32.00;0.49;6599.00;7.00;0.11;99.00;6650.00;98.53;6553.00;6591.00;99.42
52;Pays de la Loire;2022-03-03-2022-03-09;26322.00;7225.00;27.45;6802.00;16.00;0.23;6820.00;10.00;0.15;95.00;6876.00;98.64;6793.00;6818.00;99.63
52;Pays de la Loire;2022-03-04-2022-03-10;27144.00;7298.00;26.89;6875.00;16.00;0.23;6892.00;9.00;0.13;92.00;6944.00;98.69;6867.00;6891.00;99.65
52;Pays de la Loire;2022-03-05-2022-03-11;28362.00;7640.00;26.94;7191.00;16.00;0.22;7211.00;8.00;0.11;114.00;7251.00;98.45;7184.00;7207.00;99.68
52;Pays de la Loire;2022-03-06-2022-03-12;29487.00;7970.00;27.03;7538.00;2.00;0.03;7547.00;7.00;0.09;123.00;7574.00;98.40;7531.00;7540.00;99.88
52;Pays de la Loire;2022-03-07-2022-03-13;29798.00;8219.00;27.58;7781.00;2.00;0.03;7789.00;8.00;0.10;139.00;7801.00;98.25;7773.00;7783.00;99.87
52;Pays de la Loire;2022-03-08-2022-03-14;32599.00;9199.00;28.22;8598.00;1.00;0.01;8604.00;9.00;0.10;175.00;8567.00;98.00;8589.00;8599.00;99.88
52;Pays de la Loire;2022-03-09-2022-03-15;34448.00;9761.00;28.34;9049.00;0.00;0.00;9050.00;12.00;0.13;182.00;9003.00;98.02;9037.00;9049.00;99.87
52;Pays de la Loire;2022-03-10-2022-03-16;36236.00;10458.00;28.86;9709.00;0.00;0.00;9707.00;15.00;0.15;188.00;9671.00;98.09;9694.00;9709.00;99.85
52;Pays de la Loire;2022-03-11-2022-03-17;38184.00;11582.00;30.33;10794.00;0.00;0.00;10787.00;19.00;0.18;192.00;10771.00;98.25;10775.00;10794.00;99.82
52;Pays de la Loire;2022-03-12-2022-03-18;40354.00;12835.00;31.81;12016.00;0.00;0.00;12005.00;20.00;0.17;183.00;12014.00;98.50;11995.00;12015.00;99.83
52;Pays de la Loire;2022-03-13-2022-03-19;42021.00;13771.00;32.77;12930.00;0.00;0.00;12920.00;19.00;0.15;187.00;12927.00;98.57;12910.00;12929.00;99.85
52;Pays de la Loire;2022-03-14-2022-03-20;42518.00;14111.00;33.19;13259.00;2.00;0.02;13251.00;19.00;0.14;170.00;13288.00;98.74;13239.00;13260.00;99.84
52;Pays de la Loire;2022-03-15-2022-03-21;46797.00;16204.00;34.63;15449.00;2.00;0.01;15437.00;24.00;0.16;150.00;15516.00;99.04;15424.00;15450.00;99.83
52;Pays de la Loire;2022-03-16-2022-03-22;50868.00;18309.00;35.99;17594.00;4.00;0.02;17586.00;27.00;0.15;191.00;17645.00;98.93;17566.00;17597.00;99.82
52;Pays de la Loire;2022-03-17-2022-03-23;55050.00;20479.00;37.20;19761.00;5.00;0.03;19764.00;28.00;0.14;213.00;19802.00;98.94;19732.00;19765.00;99.83
52;Pays de la Loire;2022-03-18-2022-03-24;58705.00;22243.00;37.89;21505.00;5.00;0.02;21514.00;26.00;0.12;223.00;21553.00;98.98;21478.00;21509.00;99.86
52;Pays de la Loire;2022-03-19-2022-03-25;61952.00;23570.00;38.05;22799.00;5.00;0.02;22813.00;27.00;0.12;247.00;22844.00;98.93;22772.00;22804.00;99.86
52;Pays de la Loire;2022-03-20-2022-03-26;63958.00;24664.00;38.56;23762.00;6.00;0.03;23778.00;33.00;0.14;247.00;23853.00;98.98;23729.00;23768.00;99.84
52;Pays de la Loire;2022-03-21-2022-03-27;64834.00;25280.00;38.99;24306.00;4.00;0.02;24320.00;33.00;0.14;254.00;24417.00;98.97;24273.00;24310.00;99.85
52;Pays de la Loire;2022-03-22-2022-03-28;68435.00;26796.00;39.16;25681.00;22.00;0.09;25723.00;31.00;0.12;278.00;25866.00;98.94;25650.00;25703.00;99.79
52;Pays de la Loire;2022-03-23-2022-03-29;70567.00;27396.00;38.82;26203.00;26.00;0.10;26248.00;28.00;0.11;237.00;26488.00;99.11;26174.00;26228.00;99.79
52;Pays de la Loire;2022-03-24-2022-03-30;71800.00;27434.00;38.21;26150.00;32.00;0.12;26193.00;27.00;0.10;217.00;26509.00;99.19;26122.00;26181.00;99.77
52;Pays de la Loire;2022-03-25-2022-03-31;72513.00;27202.00;37.51;25877.00;35.00;0.14;25919.00;34.00;0.13;199.00;26276.00;99.25;25842.00;25911.00;99.73
52;Pays de la Loire;2022-03-26-2022-04-01;72822.00;27228.00;37.39;25868.00;39.00;0.15;25908.00;36.00;0.14;193.00;26299.00;99.27;25831.00;25906.00;99.71
52;Pays de la Loire;2022-03-27-2022-04-02;72953.00;27044.00;37.07;25740.00;39.00;0.15;25767.00;40.00;0.15;210.00;26177.00;99.20;25699.00;25778.00;99.69
52;Pays de la Loire;2022-03-28-2022-04-03;72793.00;26920.00;36.98;25662.00;40.00;0.16;25685.00;45.00;0.17;213.00;26087.00;99.19;25616.00;25701.00;99.67
52;Pays de la Loire;2022-03-29-2022-04-04;72201.00;26154.00;36.22;24976.00;26.00;0.10;24977.00;45.00;0.18;217.00;25368.00;99.15;24930.00;25001.00;99.72
52;Pays de la Loire;2022-03-30-2022-04-05;71473.00;25587.00;35.80;24461.00;23.00;0.09;24442.00;67.00;0.27;215.00;24844.00;99.14;24394.00;24484.00;99.63
52;Pays de la Loire;2022-03-31-2022-04-06;71234.00;25382.00;35.63;24331.00;17.00;0.07;24291.00;79.00;0.32;204.00;24688.00;99.18;24252.00;24348.00;99.61
52;Pays de la Loire;2022-04-01-2022-04-07;71429.00;25290.00;35.41;24248.00;14.00;0.06;24184.00;94.00;0.39;221.00;24602.00;99.11;24154.00;24262.00;99.55
52;Pays de la Loire;2022-04-02-2022-04-08;71675.00;24955.00;34.82;23886.00;11.00;0.05;23827.00;92.00;0.38;196.00;24290.00;99.20;23794.00;23897.00;99.57
52;Pays de la Loire;2022-04-03-2022-04-09;71821.00;24637.00;34.30;23469.00;14.00;0.06;23421.00;88.00;0.37;160.00;23901.00;99.34;23382.00;23483.00;99.57
52;Pays de la Loire;2022-04-04-2022-04-10;71435.00;24271.00;33.98;23110.00;13.00;0.06;23066.00;83.00;0.36;141.00;23553.00;99.40;23028.00;23123.00;99.59
