reg;nom_reg;semaine;nb_pos;nb_crib;tx_crib;nb_A0;nb_A1;tx_A1;nb_C0;nb_C1;tx_C1;nb_D0;nb_D1;tx_D1;nb_A0C0;nb_A01C01;tx_A0C0
76;Occitanie;2021-12-19-2021-12-25;52354.00;23289.00;44.48;20472.00;22.00;0.11;5535.00;14979.00;73.02;2184.00;2654.00;54.86;5511.00;20482.00;26.91
76;Occitanie;2021-12-20-2021-12-26;53648.00;23911.00;44.57;20991.00;22.00;0.10;5990.00;15049.00;71.53;2245.00;3020.00;57.36;5961.00;21001.00;28.38
76;Occitanie;2021-12-21-2021-12-27;63457.00;27526.00;43.38;24252.00;30.00;0.12;9259.00;15062.00;61.93;4090.00;5932.00;59.19;9220.00;24267.00;37.99
76;Occitanie;2021-12-22-2021-12-28;72849.00;30798.00;42.28;27153.00;42.00;0.15;12369.00;14904.00;54.65;5529.00;8936.00;61.78;12310.00;27188.00;45.28
76;Occitanie;2021-12-23-2021-12-29;82550.00;34339.00;41.60;30460.00;45.00;0.15;16033.00;14557.00;47.59;6694.00;12707.00;65.50;15965.00;30497.00;52.35
76;Occitanie;2021-12-24-2021-12-30;92191.00;37899.00;41.11;33529.00;46.00;0.14;19655.00;14017.00;41.63;7581.00;16587.00;68.63;19576.00;33563.00;58.33
76;Occitanie;2021-12-25-2021-12-31;100516.00;40556.00;40.35;35607.00;41.00;0.12;22370.00;13368.00;37.41;7995.00;19789.00;71.22;22295.00;35634.00;62.57
76;Occitanie;2021-12-26-2022-01-01;101182.00;40788.00;40.31;35540.00;45.00;0.13;22407.00;13285.00;37.22;7981.00;20061.00;71.54;22317.00;35571.00;62.74
76;Occitanie;2021-12-27-2022-01-02;103062.00;41312.00;40.08;35719.00;49.00;0.14;22730.00;13148.00;36.65;8031.00;20750.00;72.10;22634.00;35754.00;63.30
76;Occitanie;2021-12-28-2022-01-03;122295.00;43645.00;35.69;37681.00;69.00;0.18;26262.00;11616.00;30.67;7581.00;24290.00;76.21;26137.00;37739.00;69.26
76;Occitanie;2021-12-29-2022-01-04;135031.00;46093.00;34.14;39848.00;73.00;0.18;29635.00;10422.00;26.02;7022.00;27660.00;79.75;29487.00;39908.00;73.89
76;Occitanie;2021-12-30-2022-01-05;144482.00;47622.00;32.96;41103.00;75.00;0.18;32155.00;9177.00;22.20;6376.00;30293.00;82.61;31998.00;41167.00;77.73
76;Occitanie;2021-12-31-2022-01-06;150921.00;45817.00;30.36;39409.00;79.00;0.20;32145.00;7482.00;18.88;5419.00;30530.00;84.93;31997.00;39481.00;81.04
76;Occitanie;2022-01-01-2022-01-07;160964.00;45520.00;28.28;39129.00;81.00;0.21;32921.00;6430.00;16.34;4774.00;31270.00;86.76;32777.00;39207.00;83.60
76;Occitanie;2022-01-02-2022-01-08;179288.00;48024.00;26.79;41595.00;79.00;0.19;35178.00;6620.00;15.84;4902.00;33275.00;87.16;35049.00;41671.00;84.11
76;Occitanie;2022-01-03-2022-01-09;180510.00;47219.00;26.16;41180.00;77.00;0.19;34961.00;6411.00;15.50;4720.00;32802.00;87.42;34843.00;41254.00;84.46
76;Occitanie;2022-01-04-2022-01-10;188212.00;44946.00;23.88;39128.00;65.00;0.17;34423.00;4855.00;12.36;3715.00;32942.00;89.87;34334.00;39188.00;87.61
76;Occitanie;2022-01-05-2022-01-11;191243.00;41145.00;21.51;35571.00;73.00;0.20;31911.00;3779.00;10.59;3142.00;30912.00;90.77;31841.00;35641.00;89.34
76;Occitanie;2022-01-06-2022-01-12;198058.00;37744.00;19.06;32273.00;66.00;0.20;29467.00;2904.00;8.97;2601.00;28796.00;91.72;29405.00;32337.00;90.93
76;Occitanie;2022-01-07-2022-01-13;202726.00;37182.00;18.34;31860.00;61.00;0.19;29477.00;2491.00;7.79;2291.00;29009.00;92.68;29402.00;31919.00;92.11
76;Occitanie;2022-01-08-2022-01-14;210284.00;37295.00;17.74;32020.00;57.00;0.18;30023.00;2113.00;6.58;2078.00;29622.00;93.44;29934.00;32075.00;93.33
76;Occitanie;2022-01-09-2022-01-15;217010.00;37537.00;17.30;32140.00;55.00;0.17;30320.00;1932.00;5.99;1978.00;29919.00;93.80;30232.00;32193.00;93.91
76;Occitanie;2022-01-10-2022-01-16;220614.00;37896.00;17.18;32478.00;53.00;0.16;30698.00;1894.00;5.81;1953.00;30295.00;93.94;30608.00;32529.00;94.09
76;Occitanie;2022-01-11-2022-01-17;235403.00;40570.00;17.23;34715.00;37.00;0.11;33176.00;1667.00;4.78;1849.00;32858.00;94.67;33069.00;34752.00;95.16
76;Occitanie;2022-01-12-2022-01-18;248397.00;43293.00;17.43;36989.00;13.00;0.04;35586.00;1515.00;4.08;1668.00;35340.00;95.49;35491.00;37001.00;95.92
76;Occitanie;2022-01-13-2022-01-19;261456.00;46812.00;17.90;39892.00;17.00;0.04;38571.00;1445.00;3.61;1634.00;38381.00;95.92;38462.00;39908.00;96.38
76;Occitanie;2022-01-14-2022-01-20;274138.00;49220.00;17.95;41528.00;131.00;0.31;40427.00;1327.00;3.18;1511.00;40241.00;96.38;40216.00;41658.00;96.54
76;Occitanie;2022-01-15-2022-01-21;285449.00;51264.00;17.96;43060.00;135.00;0.31;42056.00;1222.00;2.82;1384.00;41898.00;96.80;41854.00;43194.00;96.90
76;Occitanie;2022-01-16-2022-01-22;293192.00;52219.00;17.81;43917.00;136.00;0.31;42964.00;1183.00;2.68;1329.00;42828.00;96.99;42758.00;44052.00;97.06
76;Occitanie;2022-01-17-2022-01-23;294846.00;52165.00;17.69;43864.00;137.00;0.31;42934.00;1172.00;2.66;1307.00;42811.00;97.04;42723.00;44000.00;97.10
76;Occitanie;2022-01-18-2022-01-24;308856.00;54844.00;17.76;46429.00;135.00;0.29;45628.00;1009.00;2.16;1218.00;45403.00;97.39;45443.00;46561.00;97.60
76;Occitanie;2022-01-19-2022-01-25;312874.00;55691.00;17.80;47068.00;151.00;0.32;46411.00;909.00;1.92;1100.00;46199.00;97.67;46186.00;47217.00;97.82
76;Occitanie;2022-01-20-2022-01-26;313888.00;55635.00;17.72;46982.00;152.00;0.32;46423.00;806.00;1.71;951.00;46266.00;97.99;46204.00;47132.00;98.03
76;Occitanie;2022-01-21-2022-01-27;311458.00;54431.00;17.48;46231.00;62.00;0.13;45692.00;696.00;1.50;865.00;45513.00;98.13;45559.00;46291.00;98.42
76;Occitanie;2022-01-22-2022-01-28;308474.00;54174.00;17.56;46231.00;66.00;0.14;45803.00;591.00;1.27;772.00;45612.00;98.34;45659.00;46295.00;98.63
76;Occitanie;2022-01-23-2022-01-29;305058.00;54119.00;17.74;46116.00;69.00;0.15;45758.00;517.00;1.12;710.00;45560.00;98.47;45610.00;46183.00;98.76
76;Occitanie;2022-01-24-2022-01-30;303897.00;54061.00;17.79;46021.00;68.00;0.15;45671.00;493.00;1.07;696.00;45464.00;98.49;45530.00;46087.00;98.79
76;Occitanie;2022-01-25-2022-01-31;291051.00;52308.00;17.97;44365.00;70.00;0.16;44139.00;378.00;0.85;496.00;44022.00;98.89;43991.00;44435.00;99.00
76;Occitanie;2022-01-26-2022-02-01;279948.00;50209.00;17.94;42714.00;54.00;0.13;42493.00;323.00;0.75;464.00;42358.00;98.92;42392.00;42768.00;99.12
76;Occitanie;2022-01-27-2022-02-02;268912.00;48067.00;17.87;40967.00;76.00;0.19;40796.00;280.00;0.68;414.00;40681.00;98.99;40690.00;41042.00;99.14
76;Occitanie;2022-01-28-2022-02-03;258966.00;47584.00;18.37;40611.00;57.00;0.14;40410.00;289.00;0.71;376.00;40348.00;99.08;40325.00;40667.00;99.16
76;Occitanie;2022-01-29-2022-02-04;246489.00;45808.00;18.58;39037.00;56.00;0.14;38848.00;269.00;0.69;347.00;38801.00;99.11;38772.00;39092.00;99.18
76;Occitanie;2022-01-30-2022-02-05;237635.00;44960.00;18.92;38389.00;52.00;0.14;38182.00;278.00;0.72;360.00;38132.00;99.06;38115.00;38440.00;99.15
76;Occitanie;2022-01-31-2022-02-06;234551.00;44797.00;19.10;38269.00;52.00;0.14;38056.00;285.00;0.74;368.00;38004.00;99.04;37988.00;38320.00;99.13
76;Occitanie;2022-02-01-2022-02-07;214418.00;41744.00;19.47;35627.00;52.00;0.15;35356.00;335.00;0.94;474.00;35242.00;98.67;35296.00;35677.00;98.93
76;Occitanie;2022-02-02-2022-02-08;199741.00;39681.00;19.87;33823.00;52.00;0.15;33594.00;291.00;0.86;438.00;33472.00;98.71;33536.00;33873.00;99.01
76;Occitanie;2022-02-03-2022-02-09;186013.00;37697.00;20.27;32212.00;25.00;0.08;32005.00;245.00;0.76;456.00;31809.00;98.59;31968.00;32236.00;99.17
76;Occitanie;2022-02-04-2022-02-10;173772.00;35081.00;20.19;29950.00;16.00;0.05;29772.00;204.00;0.68;449.00;29545.00;98.50;29747.00;29965.00;99.27
76;Occitanie;2022-02-05-2022-02-11;161825.00;33040.00;20.42;28175.00;9.00;0.03;28010.00;186.00;0.66;457.00;27754.00;98.38;27989.00;28183.00;99.31
76;Occitanie;2022-02-06-2022-02-12;153044.00;31715.00;20.72;26985.00;11.00;0.04;26839.00;168.00;0.62;421.00;26598.00;98.44;26817.00;26995.00;99.34
76;Occitanie;2022-02-07-2022-02-13;150133.00;31457.00;20.95;26731.00;11.00;0.04;26594.00;158.00;0.59;413.00;26351.00;98.46;26573.00;26741.00;99.37
76;Occitanie;2022-02-08-2022-02-14;132922.00;27975.00;21.05;23777.00;11.00;0.05;23745.00;54.00;0.23;245.00;23572.00;98.97;23721.00;23786.00;99.73
76;Occitanie;2022-02-09-2022-02-15;122970.00;26018.00;21.16;22178.00;10.00;0.05;22144.00;52.00;0.23;228.00;21983.00;98.97;22124.00;22186.00;99.72
76;Occitanie;2022-02-10-2022-02-16;112669.00;23797.00;21.12;20292.00;10.00;0.05;20263.00;49.00;0.24;182.00;20144.00;99.10;20242.00;20300.00;99.71
76;Occitanie;2022-02-11-2022-02-17;105232.00;22486.00;21.37;19231.00;9.00;0.05;19208.00;42.00;0.22;173.00;19087.00;99.10;19188.00;19238.00;99.74
76;Occitanie;2022-02-12-2022-02-18;97013.00;20487.00;21.12;17691.00;6.00;0.03;17669.00;35.00;0.20;131.00;17584.00;99.26;17655.00;17695.00;99.77
76;Occitanie;2022-02-13-2022-02-19;91665.00;19879.00;21.69;17242.00;5.00;0.03;17224.00;29.00;0.17;137.00;17125.00;99.21;17212.00;17245.00;99.81
76;Occitanie;2022-02-14-2022-02-20;89941.00;19603.00;21.80;17033.00;5.00;0.03;17015.00;29.00;0.17;133.00;16920.00;99.22;17003.00;17036.00;99.81
76;Occitanie;2022-02-15-2022-02-21;79075.00;17433.00;22.05;15167.00;4.00;0.03;15159.00;21.00;0.14;154.00;15032.00;98.99;15147.00;15171.00;99.84
76;Occitanie;2022-02-16-2022-02-22;73197.00;16183.00;22.11;14094.00;4.00;0.03;14095.00;13.00;0.09;150.00;13962.00;98.94;14082.00;14098.00;99.89
76;Occitanie;2022-02-17-2022-02-23;68058.00;15070.00;22.14;13128.00;2.00;0.02;13133.00;7.00;0.05;124.00;13020.00;99.06;13121.00;13130.00;99.93
76;Occitanie;2022-02-18-2022-02-24;64026.00;13952.00;21.79;12178.00;3.00;0.02;12187.00;5.00;0.04;103.00;12092.00;99.16;12173.00;12181.00;99.93
76;Occitanie;2022-02-19-2022-02-25;60572.00;13135.00;21.68;11429.00;3.00;0.03;11438.00;4.00;0.03;94.00;11355.00;99.18;11425.00;11432.00;99.94
76;Occitanie;2022-02-20-2022-02-26;58047.00;12526.00;21.58;10909.00;2.00;0.02;10918.00;5.00;0.05;84.00;10850.00;99.23;10905.00;10911.00;99.95
76;Occitanie;2022-02-21-2022-02-27;57650.00;12439.00;21.58;10853.00;2.00;0.02;10862.00;5.00;0.05;83.00;10795.00;99.24;10849.00;10855.00;99.94
76;Occitanie;2022-02-22-2022-02-28;53870.00;11484.00;21.32;10026.00;2.00;0.02;10029.00;6.00;0.06;47.00;10003.00;99.53;10020.00;10027.00;99.93
76;Occitanie;2022-02-23-2022-03-01;51468.00;10917.00;21.21;9533.00;3.00;0.03;9536.00;6.00;0.06;39.00;9521.00;99.59;9527.00;9535.00;99.92
76;Occitanie;2022-02-24-2022-03-02;49230.00;10491.00;21.31;9219.00;4.00;0.04;9218.00;8.00;0.09;34.00;9210.00;99.63;9211.00;9222.00;99.88
76;Occitanie;2022-02-25-2022-03-03;47740.00;10235.00;21.44;9026.00;3.00;0.03;9025.00;7.00;0.08;37.00;9010.00;99.59;9019.00;9028.00;99.90
76;Occitanie;2022-02-26-2022-03-04;45965.00;10071.00;21.91;8941.00;3.00;0.03;8939.00;7.00;0.08;40.00;8917.00;99.55;8933.00;8942.00;99.90
76;Occitanie;2022-02-27-2022-03-05;45168.00;10031.00;22.21;8916.00;4.00;0.04;8914.00;7.00;0.08;38.00;8891.00;99.57;8907.00;8918.00;99.88
76;Occitanie;2022-02-28-2022-03-06;44960.00;9993.00;22.23;8883.00;4.00;0.05;8882.00;7.00;0.08;38.00;8859.00;99.57;8874.00;8885.00;99.88
76;Occitanie;2022-03-01-2022-03-07;44174.00;9977.00;22.59;8898.00;3.00;0.03;8900.00;5.00;0.06;44.00;8864.00;99.51;8892.00;8900.00;99.91
76;Occitanie;2022-03-02-2022-03-08;43948.00;9952.00;22.64;8920.00;2.00;0.02;8921.00;5.00;0.06;39.00;8887.00;99.56;8914.00;8921.00;99.92
76;Occitanie;2022-03-03-2022-03-09;43902.00;10014.00;22.81;8966.00;2.00;0.02;8970.00;1.00;0.01;46.00;8925.00;99.49;8964.00;8967.00;99.97
76;Occitanie;2022-03-04-2022-03-10;43943.00;10124.00;23.04;9075.00;2.00;0.02;9080.00;2.00;0.02;55.00;9030.00;99.39;9072.00;9076.00;99.96
76;Occitanie;2022-03-05-2022-03-11;44337.00;10136.00;22.86;9089.00;7.00;0.08;9095.00;10.00;0.11;59.00;9047.00;99.35;9080.00;9096.00;99.82
76;Occitanie;2022-03-06-2022-03-12;44758.00;10177.00;22.74;9123.00;7.00;0.08;9131.00;9.00;0.10;59.00;9082.00;99.35;9115.00;9130.00;99.84
76;Occitanie;2022-03-07-2022-03-13;44851.00;10200.00;22.74;9141.00;7.00;0.08;9147.00;10.00;0.11;60.00;9099.00;99.34;9132.00;9148.00;99.83
76;Occitanie;2022-03-08-2022-03-14;47670.00;10834.00;22.73;9664.00;8.00;0.08;9668.00;12.00;0.12;80.00;9603.00;99.17;9653.00;9672.00;99.80
76;Occitanie;2022-03-09-2022-03-15;49950.00;11374.00;22.77;10122.00;9.00;0.09;10119.00;20.00;0.20;85.00;10057.00;99.16;10104.00;10131.00;99.73
76;Occitanie;2022-03-10-2022-03-16;52926.00;12137.00;22.93;10797.00;8.00;0.07;10795.00;20.00;0.18;101.00;10718.00;99.07;10779.00;10805.00;99.76
76;Occitanie;2022-03-11-2022-03-17;56291.00;13198.00;23.45;11762.00;8.00;0.07;11752.00;26.00;0.22;97.00;11687.00;99.18;11738.00;11770.00;99.73
76;Occitanie;2022-03-12-2022-03-18;59777.00;14571.00;24.38;13037.00;3.00;0.02;13023.00;22.00;0.17;106.00;12947.00;99.19;13016.00;13040.00;99.82
76;Occitanie;2022-03-13-2022-03-19;62380.00;15364.00;24.63;13796.00;2.00;0.01;13779.00;23.00;0.17;112.00;13700.00;99.19;13774.00;13798.00;99.83
76;Occitanie;2022-03-14-2022-03-20;62888.00;15520.00;24.68;13922.00;2.00;0.01;13906.00;22.00;0.16;111.00;13827.00;99.20;13901.00;13924.00;99.83
76;Occitanie;2022-03-15-2022-03-21;70808.00;19285.00;27.24;17534.00;3.00;0.02;17522.00;21.00;0.12;100.00;17452.00;99.43;17514.00;17537.00;99.87
76;Occitanie;2022-03-16-2022-03-22;76435.00;22211.00;29.06;20283.00;6.00;0.03;20277.00;19.00;0.09;105.00;20198.00;99.48;20265.00;20289.00;99.88
76;Occitanie;2022-03-17-2022-03-23;82229.00;25085.00;30.51;23053.00;6.00;0.03;23043.00;23.00;0.10;88.00;22985.00;99.62;23031.00;23059.00;99.88
76;Occitanie;2022-03-18-2022-03-24;86781.00;27392.00;31.56;25237.00;6.00;0.02;25235.00;16.00;0.06;90.00;25165.00;99.64;25222.00;25243.00;99.92
76;Occitanie;2022-03-19-2022-03-25;91618.00;29549.00;32.25;27220.00;8.00;0.03;27223.00;14.00;0.05;77.00;27162.00;99.72;27207.00;27228.00;99.92
76;Occitanie;2022-03-20-2022-03-26;95029.00;30816.00;32.43;28400.00;8.00;0.03;28400.00;17.00;0.06;74.00;28343.00;99.74;28384.00;28408.00;99.92
76;Occitanie;2022-03-21-2022-03-27;95498.00;31000.00;32.46;28590.00;8.00;0.03;28591.00;17.00;0.06;76.00;28531.00;99.73;28574.00;28598.00;99.92
76;Occitanie;2022-03-22-2022-03-28;101603.00;33381.00;32.85;30802.00;15.00;0.05;30803.00;24.00;0.08;102.00;30726.00;99.67;30781.00;30817.00;99.88
76;Occitanie;2022-03-23-2022-03-29;104846.00;34437.00;32.85;31776.00;12.00;0.04;31775.00;23.00;0.07;103.00;31699.00;99.68;31755.00;31788.00;99.90
76;Occitanie;2022-03-24-2022-03-30;107228.00;35253.00;32.88;32447.00;15.00;0.05;32445.00;25.00;0.08;120.00;32350.00;99.63;32424.00;32462.00;99.88
76;Occitanie;2022-03-25-2022-03-31;108843.00;35908.00;32.99;32970.00;57.00;0.17;33005.00;28.00;0.08;111.00;32923.00;99.66;32945.00;33027.00;99.75
76;Occitanie;2022-03-26-2022-04-01;109331.00;36045.00;32.97;33015.00;103.00;0.31;33097.00;29.00;0.09;116.00;33009.00;99.65;32989.00;33118.00;99.61
76;Occitanie;2022-03-27-2022-04-02;108937.00;35712.00;32.78;32710.00;103.00;0.31;32793.00;28.00;0.09;118.00;32702.00;99.64;32685.00;32813.00;99.61
76;Occitanie;2022-03-28-2022-04-03;108990.00;35786.00;32.83;32766.00;104.00;0.32;32849.00;29.00;0.09;120.00;32756.00;99.63;32740.00;32870.00;99.60
76;Occitanie;2022-03-29-2022-04-04;107485.00;35000.00;32.56;32030.00;95.00;0.30;32102.00;29.00;0.09;126.00;32010.00;99.61;32002.00;32125.00;99.62
76;Occitanie;2022-03-30-2022-04-05;107022.00;34847.00;32.56;31866.00;95.00;0.30;31940.00;28.00;0.09;153.00;31820.00;99.52;31839.00;31961.00;99.62
76;Occitanie;2022-03-31-2022-04-06;106071.00;34419.00;32.45;31489.00;93.00;0.29;31561.00;29.00;0.09;146.00;31456.00;99.54;31461.00;31582.00;99.62
76;Occitanie;2022-04-01-2022-04-07;106235.00;34423.00;32.40;31573.00;52.00;0.16;31580.00;57.00;0.18;176.00;31469.00;99.44;31516.00;31625.00;99.66
76;Occitanie;2022-04-02-2022-04-08;107935.00;34703.00;32.15;31906.00;11.00;0.03;31814.00;112.00;0.35;200.00;31739.00;99.37;31799.00;31917.00;99.63
76;Occitanie;2022-04-03-2022-04-09;109164.00;34986.00;32.05;32163.00;22.00;0.07;32061.00;132.00;0.41;198.00;32008.00;99.39;32043.00;32185.00;99.56
76;Occitanie;2022-04-04-2022-04-10;109140.00;34876.00;31.96;32084.00;23.00;0.07;31982.00;132.00;0.41;195.00;31933.00;99.39;31964.00;32107.00;99.55
28;Normandie;2021-11-01-2021-11-07;1956.00;11.00;0.56;10.00;0.00;0.00;0.00;10.00;100.00;4.00;0.00;0.00;0.00;10.00;0.00
28;Normandie;2021-11-02-2021-11-08;2375.00;34.00;1.43;33.00;0.00;0.00;0.00;33.00;100.00;3.00;0.00;0.00;0.00;33.00;0.00
28;Normandie;2021-11-03-2021-11-09;2367.00;54.00;2.28;53.00;0.00;0.00;0.00;53.00;100.00;3.00;0.00;0.00;0.00;53.00;0.00
28;Normandie;2021-11-04-2021-11-10;2529.00;50.00;1.98;50.00;0.00;0.00;1.00;49.00;98.00;1.00;1.00;50.00;1.00;50.00;2.00
28;Normandie;2021-11-05-2021-11-11;2244.00;50.00;2.23;50.00;0.00;0.00;1.00;49.00;98.00;1.00;1.00;50.00;1.00;50.00;2.00
28;Normandie;2021-11-06-2021-11-12;2557.00;52.00;2.03;52.00;0.00;0.00;1.00;51.00;98.08;3.00;1.00;25.00;1.00;52.00;1.92
28;Normandie;2021-11-07-2021-11-13;2673.00;51.00;1.91;51.00;0.00;0.00;1.00;50.00;98.04;4.00;1.00;20.00;1.00;51.00;1.96
28;Normandie;2021-11-08-2021-11-14;2698.00;51.00;1.89;51.00;0.00;0.00;1.00;50.00;98.04;4.00;1.00;20.00;1.00;51.00;1.96
28;Normandie;2021-11-09-2021-11-15;3048.00;80.00;2.62;79.00;0.00;0.00;2.00;77.00;97.47;4.00;1.00;20.00;2.00;79.00;2.53
28;Normandie;2021-11-10-2021-11-16;3396.00;81.00;2.39;80.00;0.00;0.00;2.00;78.00;97.50;3.00;1.00;25.00;2.00;80.00;2.50
28;Normandie;2021-11-11-2021-11-17;3644.00;104.00;2.85;101.00;0.00;0.00;3.00;100.00;97.09;6.00;0.00;0.00;3.00;101.00;2.97
28;Normandie;2021-11-12-2021-11-18;4471.00;108.00;2.42;105.00;0.00;0.00;5.00;102.00;95.33;9.00;0.00;0.00;5.00;105.00;4.76
28;Normandie;2021-11-13-2021-11-19;4774.00;107.00;2.24;104.00;0.00;0.00;5.00;101.00;95.28;8.00;0.00;0.00;5.00;104.00;4.81
28;Normandie;2021-11-14-2021-11-20;5023.00;106.00;2.11;103.00;0.00;0.00;5.00;100.00;95.24;7.00;0.00;0.00;5.00;103.00;4.85
28;Normandie;2021-11-15-2021-11-21;5041.00;107.00;2.12;104.00;0.00;0.00;5.00;101.00;95.28;7.00;0.00;0.00;5.00;104.00;4.81
28;Normandie;2021-11-16-2021-11-22;5578.00;115.00;2.06;112.00;0.00;0.00;8.00;106.00;92.98;13.00;0.00;0.00;8.00;112.00;7.14
28;Normandie;2021-11-17-2021-11-23;5962.00;100.00;1.68;96.00;0.00;0.00;11.00;88.00;88.89;18.00;0.00;0.00;11.00;96.00;11.46
28;Normandie;2021-11-18-2021-11-24;6375.00;82.00;1.29;79.00;0.00;0.00;10.00;70.00;87.50;15.00;0.00;0.00;9.00;78.00;11.54
28;Normandie;2021-11-19-2021-11-25;6761.00;101.00;1.49;96.00;0.00;0.00;12.00;86.00;87.76;16.00;0.00;0.00;11.00;95.00;11.58
28;Normandie;2021-11-20-2021-11-26;7219.00;173.00;2.40;157.00;0.00;0.00;15.00;144.00;90.57;18.00;0.00;0.00;14.00;156.00;8.97
28;Normandie;2021-11-21-2021-11-27;7460.00;276.00;3.70;243.00;0.00;0.00;21.00;223.00;91.39;22.00;0.00;0.00;20.00;241.00;8.30
28;Normandie;2021-11-22-2021-11-28;7535.00;296.00;3.93;260.00;0.00;0.00;21.00;240.00;91.95;23.00;0.00;0.00;20.00;258.00;7.75
28;Normandie;2021-11-23-2021-11-29;8119.00;766.00;9.43;671.00;0.00;0.00;37.00;636.00;94.50;24.00;0.00;0.00;36.00;668.00;5.39
28;Normandie;2021-11-24-2021-11-30;8603.00;1373.00;15.96;1229.00;1.00;0.08;51.00;1180.00;95.86;25.00;0.00;0.00;50.00;1227.00;4.07
28;Normandie;2021-11-25-2021-12-01;9081.00;1994.00;21.96;1778.00;1.00;0.06;66.00;1717.00;96.30;50.00;0.00;0.00;66.00;1777.00;3.71
28;Normandie;2021-11-26-2021-12-02;9560.00;2630.00;27.51;2232.00;1.00;0.04;76.00;2163.00;96.61;160.00;6.00;3.61;76.00;2231.00;3.41
28;Normandie;2021-11-27-2021-12-03;9893.00;3253.00;32.88;2658.00;1.00;0.04;91.00;2576.00;96.59;296.00;12.00;3.90;91.00;2657.00;3.42
28;Normandie;2021-11-28-2021-12-04;10170.00;3506.00;34.47;2815.00;1.00;0.04;95.00;2732.00;96.64;380.00;15.00;3.80;95.00;2815.00;3.37
28;Normandie;2021-11-29-2021-12-05;10220.00;3568.00;34.91;2840.00;1.00;0.04;95.00;2758.00;96.67;417.00;15.00;3.47;95.00;2840.00;3.35
28;Normandie;2021-11-30-2021-12-06;10604.00;3952.00;37.27;3058.00;1.00;0.03;100.00;2973.00;96.75;578.00;20.00;3.34;100.00;3059.00;3.27
28;Normandie;2021-12-01-2021-12-07;10922.00;4144.00;37.94;3142.00;1.00;0.03;114.00;3045.00;96.39;696.00;27.00;3.73;113.00;3143.00;3.60
28;Normandie;2021-12-02-2021-12-08;11155.00;4312.00;38.66;3203.00;3.00;0.09;132.00;3102.00;95.92;815.00;33.00;3.89;131.00;3206.00;4.09
28;Normandie;2021-12-03-2021-12-09;11348.00;4482.00;39.50;3382.00;3.00;0.09;153.00;3265.00;95.52;837.00;36.00;4.12;152.00;3384.00;4.49
28;Normandie;2021-12-04-2021-12-10;11477.00;4607.00;40.14;3520.00;3.00;0.09;179.00;3375.00;94.96;891.00;40.00;4.30;178.00;3521.00;5.06
28;Normandie;2021-12-05-2021-12-11;11566.00;4677.00;40.44;3571.00;3.00;0.08;197.00;3407.00;94.53;930.00;44.00;4.52;196.00;3572.00;5.49
28;Normandie;2021-12-06-2021-12-12;11615.00;4711.00;40.56;3601.00;3.00;0.08;202.00;3433.00;94.44;928.00;46.00;4.72;201.00;3602.00;5.58
28;Normandie;2021-12-07-2021-12-13;12042.00;4694.00;38.98;3580.00;3.00;0.08;243.00;3367.00;93.27;962.00;65.00;6.33;242.00;3580.00;6.76
28;Normandie;2021-12-08-2021-12-14;12251.00;4774.00;38.97;3585.00;2.00;0.06;322.00;3293.00;91.09;1024.00;90.00;8.08;322.00;3584.00;8.98
28;Normandie;2021-12-09-2021-12-15;12465.00;4775.00;38.31;3591.00;0.00;0.00;410.00;3192.00;88.62;998.00;110.00;9.93;410.00;3585.00;11.44
28;Normandie;2021-12-10-2021-12-16;12743.00;4955.00;38.88;3740.00;0.00;0.00;521.00;3225.00;86.09;1018.00;132.00;11.48;520.00;3735.00;13.92
28;Normandie;2021-12-11-2021-12-17;12930.00;5056.00;39.10;3859.00;0.00;0.00;649.00;3221.00;83.23;990.00;139.00;12.31;647.00;3853.00;16.79
28;Normandie;2021-12-12-2021-12-18;13105.00;5175.00;39.49;4060.00;2.00;0.05;743.00;3328.00;81.75;901.00;140.00;13.45;739.00;4055.00;18.22
28;Normandie;2021-12-13-2021-12-19;13252.00;5226.00;39.44;4143.00;2.00;0.05;793.00;3360.00;80.91;880.00;141.00;13.81;789.00;4137.00;19.07
28;Normandie;2021-12-14-2021-12-20;13608.00;5565.00;40.90;4633.00;3.00;0.06;1080.00;3568.00;76.76;758.00;158.00;17.25;1074.00;4627.00;23.21
28;Normandie;2021-12-15-2021-12-21;14600.00;6224.00;42.63;5425.00;3.00;0.06;1642.00;3799.00;69.82;680.00;220.00;24.44;1635.00;5418.00;30.18
28;Normandie;2021-12-16-2021-12-22;16004.00;7047.00;44.03;6305.00;8.00;0.13;2336.00;3999.00;63.13;671.00;392.00;36.88;2326.00;6304.00;36.90
28;Normandie;2021-12-17-2021-12-23;17757.00;7645.00;43.05;6988.00;26.00;0.37;3103.00;3934.00;55.90;746.00;719.00;49.08;3092.00;7005.00;44.14
28;Normandie;2021-12-18-2021-12-24;19698.00;7828.00;39.74;7253.00;32.00;0.44;3575.00;3736.00;51.10;855.00;1228.00;58.95;3551.00;7275.00;48.81
28;Normandie;2021-12-19-2021-12-25;18757.00;7433.00;39.63;6897.00;30.00;0.43;3556.00;3394.00;48.83;837.00;1308.00;60.98;3531.00;6911.00;51.09
28;Normandie;2021-12-20-2021-12-26;19329.00;7635.00;39.50;7077.00;31.00;0.44;3720.00;3367.00;47.51;895.00;1534.00;63.15;3690.00;7043.00;52.39
