dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel
24;59;2022-05-01;52845;52500;45504;0;59110.0;89.4;88.8;77.0;0.0
24;09;2022-05-01;546;400;0;0;19080.0;2.9;2.1;0.0;0.0
24;64;2022-05-01;29290;29142;26226;728;32291.0;90.7;90.2;81.2;2.3
24;69;2022-05-01;30213;30046;27615;820;33389.0;90.5;90.0;82.7;2.5
24;74;2022-05-01;30502;30322;28090;916;30858.0;98.8;98.3;91.0;3.0
24;79;2022-05-01;18970;18802;17267;1313;19184.0;98.9;98.0;90.0;6.8
24;80;2022-05-01;33264;32655;28475;4443;38638.0;86.1;84.5;73.7;11.5
25;04;2022-05-01;15;5;1;0;29568.0;0.1;0.0;0.0;0.0
25;11;2022-05-01;1196;976;28;0;13811.0;8.7;7.1;0.2;0.0
25;17;2022-05-01;32654;32000;5422;0;41084.0;79.5;77.9;13.2;0.0
25;24;2022-05-01;40193;39717;27114;0;47429.0;84.7;83.7;57.2;0.0
25;29;2022-05-01;25975;25634;16606;0;30431.0;85.4;84.2;54.6;0.0
25;39;2022-05-01;53744;53106;35419;0;67253.0;79.9;79.0;52.7;0.0
25;49;2022-05-01;58189;57720;43619;0;67339.0;86.4;85.7;64.8;0.0
25;59;2022-05-01;61148;60820;51151;0;67781.0;90.2;89.7;75.5;0.0
25;09;2022-05-01;889;702;3;0;33510.0;2.7;2.1;0.0;0.0
25;64;2022-05-01;28591;28478;25213;491;31706.0;90.2;89.8;79.5;1.5
25;69;2022-05-01;26974;26860;24416;555;30203.0;89.3;88.9;80.8;1.8
25;74;2022-05-01;27292;27141;25031;726;28593.0;95.4;94.9;87.5;2.5
25;79;2022-05-01;17615;17517;16180;1292;17681.0;99.0;99.0;91.5;7.3
25;80;2022-05-01;29660;29300;25655;4326;33060.0;89.7;88.6;77.6;13.1
26;04;2022-05-01;6;2;0;0;27732.0;0.0;0.0;0.0;0.0
26;11;2022-05-01;1048;878;29;0;13808.0;7.6;6.4;0.2;0.0
26;17;2022-05-01;30023;29325;5317;0;39847.0;75.3;73.6;13.3;0.0
26;24;2022-05-01;35458;35039;23342;0;34548.0;99.0;99.0;67.6;0.0
26;29;2022-05-01;21241;20961;13453;0;24822.0;85.6;84.4;54.2;0.0
26;39;2022-05-01;49467;48879;32336;0;62462.0;79.2;78.3;51.8;0.0
26;49;2022-05-01;55530;55088;41045;0;65055.0;85.4;84.7;63.1;0.0
26;59;2022-05-01;63424;63037;52165;0;69283.0;91.5;91.0;75.3;0.0
26;09;2022-05-01;794;641;10;0;32309.0;2.5;2.0;0.0;0.0
26;64;2022-05-01;29879;29753;25940;595;33560.0;89.0;88.7;77.3;1.8
26;69;2022-05-01;29112;28930;26029;725;32308.0;90.1;89.5;80.6;2.2
26;74;2022-05-01;28803;28622;26106;977;29997.0;96.0;95.4;87.0;3.3
26;79;2022-05-01;19989;19815;18010;1713;19941.0;99.0;99.0;90.3;8.6
26;80;2022-05-01;30658;30161;25938;5141;34888.0;87.9;86.5;74.3;14.7
27;04;2022-05-01;9;1;0;0;33179.0;0.0;0.0;0.0;0.0
27;11;2022-05-01;2016;1642;32;0;16746.0;12.0;9.8;0.2;0.0
27;17;2022-05-01;44278;43386;9357;0;48374.0;91.5;89.7;19.3;0.0
27;24;2022-05-01;45612;45031;32786;0;40670.0;99.0;99.0;80.6;0.0
27;29;2022-05-01;26460;26125;18431;0;28567.0;92.6;91.5;64.5;0.0
27;39;2022-05-01;64252;63544;46655;0;73301.0;87.7;86.7;63.6;0.0
27;49;2022-05-01;71626;71134;57705;0;80019.0;89.5;88.9;72.1;0.0
27;59;2022-05-01;75702;75365;66484;0;80762.0;93.7;93.3;82.3;0.0
27;09;2022-05-01;1608;1309;4;0;39766.0;4.0;3.3;0.0;0.0
27;64;2022-05-01;35835;35703;32594;1015;38454.0;93.2;92.8;84.8;2.6
27;69;2022-05-01;33741;33590;31066;1088;36662.0;92.0;91.6;84.7;3.0
27;74;2022-05-01;31900;31744;29671;1225;31470.0;99.0;99.0;94.3;3.9
27;79;2022-05-01;18593;18455;17055;1665;18731.0;99.0;98.5;91.1;8.9
27;80;2022-05-01;29116;28671;25249;5059;33986.0;85.7;84.4;74.3;14.9
28;04;2022-05-01;5;1;1;0;24097.0;0.0;0.0;0.0;0.0
28;11;2022-05-01;1233;978;19;0;11613.0;10.6;8.4;0.2;0.0
28;17;2022-05-01;30336;29731;7484;0;33676.0;90.1;88.3;22.2;0.0
28;24;2022-05-01;32092;31688;22827;0;27514.0;99.0;99.0;83.0;0.0
28;29;2022-05-01;18671;18417;12887;0;20894.0;89.4;88.1;61.7;0.0
28;39;2022-05-01;44527;44013;32164;0;51269.0;86.8;85.8;62.7;0.0
28;49;2022-05-01;51127;50760;41131;0;55770.0;91.7;91.0;73.8;0.0
28;59;2022-05-01;54221;53979;47556;0;57755.0;93.9;93.5;82.3;0.0
28;09;2022-05-01;996;790;0;0;27820.0;3.6;2.8;0.0;0.0
28;64;2022-05-01;25081;24979;22896;695;27002.0;92.9;92.5;84.8;2.6
28;69;2022-05-01;23973;23887;22241;718;26418.0;90.7;90.4;84.2;2.7
28;74;2022-05-01;23516;23393;21940;759;23002.0;99.0;99.0;95.4;3.3
28;79;2022-05-01;13880;13782;12870;1467;13878.0;99.0;99.0;92.7;10.6
28;80;2022-05-01;24167;23766;21185;5103;28717.0;84.2;82.8;73.8;17.8
29;04;2022-05-01;19;7;2;0;41580.0;0.0;0.0;0.0;0.0
29;11;2022-05-01;3494;2806;31;0;21519.0;16.2;13.0;0.1;0.0
29;17;2022-05-01;63851;62665;13440;0;65991.0;96.8;95.0;20.4;0.0
29;24;2022-05-01;73330;72638;55498;0;70022.0;99.0;99.0;79.3;0.0
29;29;2022-05-01;42294;41841;31472;0;42569.0;99.0;98.3;73.9;0.0
29;39;2022-05-01;93062;92168;72345;0;99828.0;93.2;92.3;72.5;0.0
29;49;2022-05-01;106650;106009;90083;0;113799.0;93.7;93.2;79.2;0.0
29;59;2022-05-01;118362;117887;106505;0;123509.0;95.8;95.4;86.2;0.0
29;09;2022-05-01;3021;2392;3;0;49680.0;6.1;4.8;0.0;0.0
29;64;2022-05-01;60963;60758;56590;2223;63508.0;96.0;95.7;89.1;3.5
29;69;2022-05-01;58728;58546;55055;1998;60999.0;96.3;96.0;90.3;3.3
29;74;2022-05-01;57587;57341;54046;2092;54208.0;99.0;99.0;99.0;3.9
29;79;2022-05-01;33494;33283;31251;3617;32298.0;99.0;99.0;96.8;11.2
29;80;2022-05-01;62545;61697;54782;14891;67044.0;93.3;92.0;81.7;22.2
2A;04;2022-05-01;5;4;1;0;7413.0;0.1;0.1;0.0;0.0
2A;11;2022-05-01;132;109;8;0;3518.0;3.8;3.1;0.2;0.0
2A;17;2022-05-01;6201;5965;1077;0;9322.0;66.5;64.0;11.6;0.0
2A;24;2022-05-01;8426;8218;5015;0;9206.0;91.5;89.3;54.5;0.0
2A;29;2022-05-01;6061;5904;3592;0;7844.0;77.3;75.3;45.8;0.0
2A;39;2022-05-01;14812;14549;9243;0;20657.0;71.7;70.4;44.7;0.0
2A;49;2022-05-01;17187;16970;12609;0;22044.0;78.0;77.0;57.2;0.0
2A;59;2022-05-01;20072;19912;16406;0;23268.0;86.3;85.6;70.5;0.0
2A;09;2022-05-01;71;51;0;0;8580.0;0.8;0.6;0.0;0.0
2A;64;2022-05-01;9263;9194;7978;148;10671.0;86.8;86.2;74.8;1.4
2A;69;2022-05-01;8885;8814;7873;251;10602.0;83.8;83.1;74.3;2.4
2A;74;2022-05-01;8020;7957;7166;307;9731.0;82.4;81.8;73.6;3.2
2A;79;2022-05-01;5734;5696;5139;485;7933.0;72.3;71.8;64.8;6.1
2A;80;2022-05-01;8735;8582;7346;1137;11632.0;75.1;73.8;63.2;9.8
2B;04;2022-05-01;3;0;0;0;8250.0;0.0;0.0;0.0;0.0
2B;11;2022-05-01;97;81;5;0;4048.0;2.4;2.0;0.1;0.0
2B;17;2022-05-01;6211;5992;1048;0;11185.0;55.5;53.6;9.4;0.0
2B;24;2022-05-01;8958;8735;5196;0;13486.0;66.4;64.8;38.5;0.0
2B;29;2022-05-01;6232;6082;3557;0;9563.0;65.2;63.6;37.2;0.0
2B;39;2022-05-01;15521;15180;9677;0;22967.0;67.6;66.1;42.1;0.0
2B;49;2022-05-01;17894;17674;12878;0;23161.0;77.3;76.3;55.6;0.0
2B;59;2022-05-01;20975;20774;17026;0;24702.0;84.9;84.1;68.9;0.0
2B;09;2022-05-01;72;55;0;0;9501.0;0.8;0.6;0.0;0.0
2B;64;2022-05-01;10195;10105;8769;194;11790.0;86.5;85.7;74.4;1.6
2B;69;2022-05-01;9833;9773;8756;218;12032.0;81.7;81.2;72.8;1.8
2B;74;2022-05-01;9370;9301;8489;329;10849.0;86.4;85.7;78.2;3.0
2B;79;2022-05-01;6594;6552;5978;544;8172.0;80.7;80.2;73.2;6.7
2B;80;2022-05-01;10143;9967;8641;1384;12552.0;80.8;79.4;68.8;11.0
30;04;2022-05-01;15;5;1;0;37678.0;0.0;0.0;0.0;0.0
30;11;2022-05-01;1122;946;43;0;18277.0;6.1;5.2;0.2;0.0
30;17;2022-05-01;41275;40119;7326;0;54361.0;75.9;73.8;13.5;0.0
30;24;2022-05-01;50777;49849;32449;0;52820.0;96.1;94.4;61.4;0.0
30;29;2022-05-01;29005;28442;18033;0;34641.0;83.7;82.1;52.1;0.0
30;39;2022-05-01;69082;67932;45159;0;84369.0;81.9;80.5;53.5;0.0
30;49;2022-05-01;81406;80523;60721;0;91908.0;88.6;87.6;66.1;0.0
30;59;2022-05-01;94739;94030;78421;0;103521.0;91.5;90.8;75.8;0.0
30;09;2022-05-01;714;580;2;0;42949.0;1.7;1.4;0.0;0.0
30;64;2022-05-01;46667;46411;40610;1103;50969.0;91.6;91.1;79.7;2.2
30;69;2022-05-01;45494;45254;40649;1299;50457.0;90.2;89.7;80.6;2.6
30;74;2022-05-01;44871;44609;40676;1679;45688.0;98.2;97.6;89.0;3.7
30;79;2022-05-01;30053;29814;27204;2771;30153.0;99.0;98.9;90.2;9.2
30;80;2022-05-01;44709;43901;38248;7734;50677.0;88.2;86.6;75.5;15.3
31;04;2022-05-01;17;6;1;0;78558.0;0.0;0.0;0.0;0.0
31;11;2022-05-01;2290;1821;36;0;33314.0;6.9;5.5;0.1;0.0
31;17;2022-05-01;80940;79042;12984;0;99355.0;81.5;79.6;13.1;0.0
31;24;2022-05-01;114174;112647;78491;0;147618.0;77.3;76.3;53.2;0.0
31;29;2022-05-01;86805;85665;58141;0;96416.0;90.0;88.8;60.3;0.0
31;39;2022-05-01;169897;167905;116745;0;194920.0;87.2;86.1;59.9;0.0
31;49;2022-05-01;169159;167832;129742;0;184340.0;91.8;91.0;70.4;0.0
31;59;2022-05-01;164565;163624;140196;0;174175.0;94.5;93.9;80.5;0.0
31;09;2022-05-01;1997;1553;12;0;84158.0;2.4;1.8;0.0;0.0
31;64;2022-05-01;69367;69030;61608;1657;72167.0;96.1;95.7;85.4;2.3
31;69;2022-05-01;60964;60692;55339;1641;65865.0;92.6;92.1;84.0;2.5
31;74;2022-05-01;58776;58507;53945;1906;59889.0;98.1;97.7;90.1;3.2
31;79;2022-05-01;39643;39425;36180;3752;39232.0;99.0;99.0;92.2;9.6
31;80;2022-05-01;65289;64294;56051;11236;70928.0;92.0;90.6;79.0;15.8
32;04;2022-05-01;7;2;0;0;7650.0;0.1;0.0;0.0;0.0
32;11;2022-05-01;414;321;7;0;4295.0;9.6;7.5;0.2;0.0
32;17;2022-05-01;11257;10970;2052;0;12530.0;89.8;87.5;16.4;0.0
32;24;2022-05-01;12187;12017;8589;0;10079.0;99.0;99.0;85.2;0.0
32;29;2022-05-01;6628;6528;4563;0;7305.0;90.7;89.4;62.5;0.0
32;39;2022-05-01;16012;15798;11377;0;18813.0;85.1;84.0;60.5;0.0
32;49;2022-05-01;20018;19862;16019;0;23258.0;86.1;85.4;68.9;0.0
32;59;2022-05-01;25261;25110;21727;0;27973.0;90.3;89.8;77.7;0.0
32;09;2022-05-01;311;230;0;0;9623.0;3.2;2.4;0.0;0.0
32;64;2022-05-01;13045;12998;11703;230;14418.0;90.5;90.2;81.2;1.6
32;69;2022-05-01;13083;13031;11918;330;14445.0;90.6;90.2;82.5;2.3
32;74;2022-05-01;12914;12833;11866;352;13008.0;99.0;98.7;91.2;2.7
32;79;2022-05-01;8541;8458;7732;619;8613.0;99.0;98.2;89.8;7.2
32;80;2022-05-01;15637;15367;13217;1792;18030.0;86.7;85.2;73.3;9.9
33;04;2022-05-01;30;9;1;0;83937.0;0.0;0.0;0.0;0.0
33;11;2022-05-01;4550;3445;55;0;39240.0;11.6;8.8;0.1;0.0
33;17;2022-05-01;104123;101731;20107;0;117160.0;88.9;86.8;17.2;0.0
33;24;2022-05-01;129477;127731;90097;0;152227.0;85.1;83.9;59.2;0.0
33;29;2022-05-01;90997;89800;62903;0;96491.0;94.3;93.1;65.2;0.0
33;39;2022-05-01;193210;191013;138204;0;211536.0;91.3;90.3;65.3;0.0
33;49;2022-05-01;207189;205612;163228;0;220133.0;94.1;93.4;74.1;0.0
33;59;2022-05-01;201538;200421;173648;0;205186.0;98.2;97.7;84.6;0.0
33;09;2022-05-01;3715;2710;24;0;94854.0;3.9;2.9;0.0;0.0
33;64;2022-05-01;89420;89041;80294;2476;94195.0;94.9;94.5;85.2;2.6
33;69;2022-05-01;85794;85432;78379;2842;91164.0;94.1;93.7;86.0;3.1
33;74;2022-05-01;84795;84414;77905;3247;82221.0;99.0;99.0;94.8;3.9
33;79;2022-05-01;52609;52270;48153;5427;51472.0;99.0;99.0;93.6;10.5
33;80;2022-05-01;87556;86277;75769;16834;93624.0;93.5;92.2;80.9;18.0
34;04;2022-05-01;29;11;3;0;60240.0;0.0;0.0;0.0;0.0
34;11;2022-05-01;1656;1371;38;0;27418.0;6.0;5.0;0.1;0.0
34;17;2022-05-01;61469;59839;10070;0;81939.0;75.0;73.0;12.3;0.0
34;24;2022-05-01;87973;86343;56967;0;109686.0;80.2;78.7;51.9;0.0
34;29;2022-05-01;59804;58747;37761;0;65836.0;90.8;89.2;57.4;0.0
34;39;2022-05-01;122468;120731;80720;0;142491.0;85.9;84.7;56.6;0.0
34;49;2022-05-01;132848;131589;99057;0;145553.0;91.3;90.4;68.1;0.0
34;59;2022-05-01;141471;140444;117125;0;147241.0;96.1;95.4;79.5;0.0
34;09;2022-05-01;1210;964;4;0;66947.0;1.8;1.4;0.0;0.0
34;64;2022-05-01;65886;65528;57478;1541;69781.0;94.4;93.9;82.4;2.2
34;69;2022-05-01;65566;65219;58676;1928;71456.0;91.8;91.3;82.1;2.7
34;74;2022-05-01;67364;66996;61254;2652;67486.0;99.0;99.0;90.8;3.9
34;79;2022-05-01;45573;45266;41342;4639;44508.0;99.0;99.0;92.9;10.4
34;80;2022-05-01;67711;66640;57520;12317;75563.0;89.6;88.2;76.1;16.3
35;04;2022-05-01;17;3;0;0;59204.0;0.0;0.0;0.0;0.0
35;11;2022-05-01;3166;2546;26;0;28654.0;11.0;8.9;0.1;0.0
35;17;2022-05-01;81003;79423;14801;0;85764.0;94.4;92.6;17.3;0.0
35;24;2022-05-01;93907;93038;68427;0;104190.0;90.1;89.3;65.7;0.0
35;29;2022-05-01;62489;61924;44685;0;61845.0;99.0;99.0;72.3;0.0
35;39;2022-05-01;127166;126071;95162;0;136675.0;93.0;92.2;69.6;0.0
35;49;2022-05-01;134656;133925;109658;0;143253.0;94.0;93.5;76.5;0.0
35;59;2022-05-01;130882;130343;115208;0;135357.0;96.7;96.3;85.1;0.0
35;09;2022-05-01;2446;1956;7;0;68790.0;3.6;2.8;0.0;0.0
35;64;2022-05-01;57271;57087;52270;1619;59016.0;97.0;96.7;88.6;2.7
35;69;2022-05-01;52701;52500;48729;1581;55998.0;94.1;93.8;87.0;2.8
35;74;2022-05-01;51997;51719;48450;1599;50609.0;99.0;99.0;95.7;3.2
35;79;2022-05-01;31175;30978;28941;2665;30280.0;99.0;99.0;95.6;8.8
35;80;2022-05-01;58413;57438;50593;9616;62438.0;93.6;92.0;81.0;15.4
36;04;2022-05-01;2;0;0;0;8766.0;0.0;0.0;0.0;0.0
36;11;2022-05-01;623;519;13;0;4647.0;13.4;11.2;0.3;0.0
36;17;2022-05-01;12904;12656;3164;0;14285.0;90.3;88.6;22.1;0.0
36;24;2022-05-01;14620;14432;10834;0;13347.0;99.0;99.0;81.2;0.0
36;29;2022-05-01;8246;8126;5942;0;8959.0;92.0;90.7;66.3;0.0
36;39;2022-05-01;18127;17923;13830;0;20646.0;87.8;86.8;67.0;0.0
36;49;2022-05-01;22219;22084;18382;0;25665.0;86.6;86.0;71.6;0.0
36;59;2022-05-01;28251;28127;24942;0;30627.0;92.2;91.8;81.4;0.0
36;09;2022-05-01;471;373;0;0;10807.0;4.4;3.5;0.0;0.0
36;64;2022-05-01;14758;14706;13619;374;16697.0;88.4;88.1;81.6;2.2
36;69;2022-05-01;15097;15022;13984;357;16845.0;89.6;89.2;83.0;2.1
36;74;2022-05-01;14916;14852;13923;383;15444.0;96.6;96.2;90.2;2.5
36;79;2022-05-01;9743;9683;9018;763;9912.0;98.3;97.7;91.0;7.7
36;80;2022-05-01;18007;17755;15625;2558;20492.0;87.9;86.6;76.2;12.5
37;04;2022-05-01;9;5;1;0;30767.0;0.0;0.0;0.0;0.0
37;11;2022-05-01;1696;1364;22;0;14523.0;11.7;9.4;0.2;0.0
37;17;2022-05-01;39833;39118;8251;0;44602.0;89.3;87.7;18.5;0.0
37;24;2022-05-01;49704;49205;36374;0;51128.0;97.2;96.2;71.1;0.0
37;29;2022-05-01;30791;30470;22235;0;30771.0;99.0;99.0;72.3;0.0
37;39;2022-05-01;65819;65230;49194;0;71384.0;92.2;91.4;68.9;0.0
37;49;2022-05-01;70306;69909;57644;0;75823.0;92.7;92.2;76.0;0.0
37;59;2022-05-01;75041;74722;65947;0;77908.0;96.3;95.9;84.6;0.0
37;09;2022-05-01;1370;1069;2;0;35521.0;3.9;3.0;0.0;0.0
37;64;2022-05-01;35428;35317;32273;1132;38120.0;92.9;92.6;84.7;3.0
37;69;2022-05-01;34868;34736;32289;1258;37052.0;94.1;93.7;87.1;3.4
37;74;2022-05-01;33871;33755;31692;1296;33451.0;99.0;99.0;94.7;3.9
37;79;2022-05-01;22046;21935;20469;2447;21199.0;99.0;99.0;96.6;11.5
37;80;2022-05-01;39239;38689;34454;8231;43131.0;91.0;89.7;79.9;19.1
38;04;2022-05-01;24;8;2;0;70823.0;0.0;0.0;0.0;0.0
38;11;2022-05-01;3175;2656;94;0;33580.0;9.5;7.9;0.3;0.0
38;17;2022-05-01;83923;81968;15000;0;99889.0;84.0;82.1;15.0;0.0
38;24;2022-05-01;101202;100168;68232;0;108965.0;92.9;91.9;62.6;0.0
38;29;2022-05-01;63861;63209;42237;0;67727.0;94.3;93.3;62.4;0.0
38;39;2022-05-01;139706;138411;95100;0;156507.0;89.3;88.4;60.8;0.0
38;49;2022-05-01;152531;151517;116442;0;166838.0;91.4;90.8;69.8;0.0
38;59;2022-05-01;158204;157423;133438;0;165540.0;95.6;95.1;80.6;0.0
38;09;2022-05-01;2348;1838;36;0;81216.0;2.9;2.3;0.0;0.0
38;64;2022-05-01;69595;69317;61590;1412;73262.0;95.0;94.6;84.1;1.9
38;69;2022-05-01;63368;63133;57456;1619;68087.0;93.1;92.7;84.4;2.4
38;74;2022-05-01;60814;60530;55637;2196;60493.0;99.0;99.0;92.0;3.6
38;79;2022-05-01;41765;41520;38196;4344;41745.0;99.0;99.0;91.5;10.4
38;80;2022-05-01;64654;63739;55820;12476;70307.0;92.0;90.7;79.4;17.7
39;04;2022-05-01;4;1;0;0;12428.0;0.0;0.0;0.0;0.0
39;11;2022-05-01;517;419;6;0;6231.0;8.3;6.7;0.1;0.0
39;17;2022-05-01;15543;15246;2716;0;19130.0;81.2;79.7;14.2;0.0
39;24;2022-05-01;17509;17283;11795;0;16259.0;99.0;99.0;72.5;0.0
39;29;2022-05-01;9989;9850;6401;0;11639.0;85.8;84.6;55.0;0.0
39;39;2022-05-01;22919;22564;15360;0;28552.0;80.3;79.0;53.8;0.0
39;49;2022-05-01;26947;26727;20660;0;32094.0;84.0;83.3;64.4;0.0
39;59;2022-05-01;32400;32242;27378;0;36427.0;88.9;88.5;75.2;0.0
39;09;2022-05-01;370;279;1;0;14464.0;2.6;1.9;0.0;0.0
39;64;2022-05-01;15735;15677;14056;317;17732.0;88.7;88.4;79.3;1.8
39;69;2022-05-01;15458;15389;14031;343;17001.0;90.9;90.5;82.5;2.0
39;74;2022-05-01;15218;15141;14120;425;15842.0;96.1;95.6;89.1;2.7
39;79;2022-05-01;10223;10174;9457;793;10318.0;99.0;98.6;91.7;7.7
39;80;2022-05-01;17064;16811;14702;2438;19732.0;86.5;85.2;74.5;12.4
40;04;2022-05-01;6;1;0;0;18009.0;0.0;0.0;0.0;0.0
40;11;2022-05-01;784;585;14;0;9505.0;8.2;6.2;0.1;0.0
40;17;2022-05-01;26588;26029;4990;0;27786.0;95.7;93.7;18.0;0.0
40;24;2022-05-01;28589;28251;20137;0;23141.0;99.0;99.0;87.0;0.0
40;29;2022-05-01;16818;16608;11515;0;17313.0;97.1;95.9;66.5;0.0
40;39;2022-05-01;40382;39891;28563;0;45849.0;88.1;87.0;62.3;0.0
40;49;2022-05-01;49607;49238;39063;0;54129.0;91.6;91.0;72.2;0.0
40;59;2022-05-01;55831;55546;48380;0;58062.0;96.2;95.7;83.3;0.0
40;09;2022-05-01;531;389;1;0;22036.0;2.4;1.8;0.0;0.0
40;64;2022-05-01;28464;28349;25789;547;29228.0;97.4;97.0;88.2;1.9
40;69;2022-05-01;29100;28991;26807;641;30256.0;96.2;95.8;88.6;2.1
40;74;2022-05-01;28722;28571;26516;804;27412.0;99.0;99.0;96.7;2.9
40;79;2022-05-01;17960;17857;16432;1447;17201.0;99.0;99.0;95.5;8.4
40;80;2022-05-01;29859;29453;25897;4604;32052.0;93.2;91.9;80.8;14.4
41;04;2022-05-01;7;2;0;0;15114.0;0.0;0.0;0.0;0.0
41;11;2022-05-01;739;594;9;0;7960.0;9.3;7.5;0.1;0.0
41;17;2022-05-01;21780;21317;4812;0;24327.0;89.5;87.6;19.8;0.0
41;24;2022-05-01;23395;23120;17025;0;20436.0;99.0;99.0;83.3;0.0
41;29;2022-05-01;13611;13404;9758;0;14376.0;94.7;93.2;67.9;0.0
41;39;2022-05-01;30735;30370;22701;0;34921.0;88.0;87.0;65.0;0.0
41;49;2022-05-01;36888;36646;30410;0;40911.0;90.2;89.6;74.3;0.0
41;59;2022-05-01;42497;42310;37661;0;45162.0;94.1;93.7;83.4;0.0
41;09;2022-05-01;522;418;2;0;18722.0;2.8;2.2;0.0;0.0
41;64;2022-05-01;21341;21269;19565;617;22728.0;93.9;93.6;86.1;2.7
41;69;2022-05-01;21035;20969;19596;593;22685.0;92.7;92.4;86.4;2.6
41;74;2022-05-01;21068;20963;19771;679;20510.0;99.0;99.0;96.4;3.3
41;79;2022-05-01;12967;12885;12127;1188;12424.0;99.0;99.0;97.6;9.6
41;80;2022-05-01;24785;24416;21730;4394;27559.0;89.9;88.6;78.8;15.9
42;04;2022-05-01;14;8;0;0;41994.0;0.0;0.0;0.0;0.0
42;11;2022-05-01;1201;961;31;0;19354.0;6.2;5.0;0.2;0.0
42;17;2022-05-01;46671;45587;8293;0;57810.0;80.7;78.9;14.3;0.0
42;24;2022-05-01;55957;55351;36825;0;61452.0;91.1;90.1;59.9;0.0
42;29;2022-05-01;33396;33036;21121;0;38460.0;86.8;85.9;54.9;0.0
42;39;2022-05-01;73642;72883;48594;0;87478.0;84.2;83.3;55.5;0.0
42;49;2022-05-01;82856;82318;62348;0;93717.0;88.4;87.8;66.5;0.0
42;59;2022-05-01;90489;90074;75663;0;96985.0;93.3;92.9;78.0;0.0
42;09;2022-05-01;797;611;12;0;47476.0;1.7;1.3;0.0;0.0
42;64;2022-05-01;42585;42421;37605;770;45737.0;93.1;92.7;82.2;1.7
42;69;2022-05-01;42138;41979;38303;812;46317.0;91.0;90.6;82.7;1.8
42;74;2022-05-01;43324;43111;39612;1141;44186.0;98.0;97.6;89.6;2.6
42;79;2022-05-01;28271;28083;25683;2071;28220.0;99.0;99.0;91.0;7.3
42;80;2022-05-01;49175;48555;42439;6520;55551.0;88.5;87.4;76.4;11.7
43;04;2022-05-01;2;0;0;0;10473.0;0.0;0.0;0.0;0.0
43;11;2022-05-01;303;246;6;0;5400.0;5.6;4.6;0.1;0.0
43;17;2022-05-01;13663;13378;2231;0;16790.0;81.4;79.7;13.3;0.0
43;24;2022-05-01;15571;15428;10399;0;13944.0;99.0;99.0;74.6;0.0
43;29;2022-05-01;8352;8273;5192;0;9892.0;84.4;83.6;52.5;0.0
43;39;2022-05-01;19373;19161;12637;0;24155.0;80.2;79.3;52.3;0.0
43;49;2022-05-01;24217;24036;17998;0;28786.0;84.1;83.5;62.5;0.0
43;59;2022-05-01;28499;28308;23669;0;32117.0;88.7;88.1;73.7;0.0
43;09;2022-05-01;197;149;2;0;12253.0;1.6;1.2;0.0;0.0
43;64;2022-05-01;14609;14553;13004;265;16538.0;88.3;88.0;78.6;1.6
43;69;2022-05-01;14398;14345;13020;299;15751.0;91.4;91.1;82.7;1.9
43;74;2022-05-01;14218;14133;13021;369;14568.0;97.6;97.0;89.4;2.5
43;79;2022-05-01;8604;8542;7714;517;8692.0;99.0;98.3;88.7;5.9
43;80;2022-05-01;15194;14973;12868;1466;17542.0;86.6;85.4;73.4;8.4
44;04;2022-05-01;38;12;2;0;82679.0;0.0;0.0;0.0;0.0
44;11;2022-05-01;4499;3501;61;0;37893.0;11.9;9.2;0.2;0.0
44;17;2022-05-01;104083;101932;20637;0;112366.0;92.6;90.7;18.4;0.0
44;24;2022-05-01;116221;115273;83448;0;121915.0;95.3;94.6;68.4;0.0
44;29;2022-05-01;78859;78139;55795;0;83347.0;94.6;93.8;66.9;0.0
44;39;2022-05-01;173166;171723;126098;0;190072.0;91.1;90.3;66.3;0.0
44;49;2022-05-01;179980;179009;143938;0;190724.0;94.4;93.9;75.5;0.0
44;59;2022-05-01;171687;171073;149941;0;177335.0;96.8;96.5;84.6;0.0
44;09;2022-05-01;3701;2856;24;0;93073.0;4.0;3.1;0.0;0.0
44;64;2022-05-01;77144;76902;70347;2081;80388.0;96.0;95.7;87.5;2.6
44;69;2022-05-01;73534;73293;68137;2173;78183.0;94.1;93.7;87.2;2.8
44;74;2022-05-01;72875;72558;67968;2441;68887.0;99.0;99.0;98.7;3.5
44;79;2022-05-01;43185;42940;40085;4409;41100.0;99.0;99.0;97.5;10.7
44;80;2022-05-01;74644;73609;64909;15022;79175.0;94.3;93.0;82.0;19.0
45;04;2022-05-01;9;1;0;0;38709.0;0.0;0.0;0.0;0.0
45;11;2022-05-01;1778;1470;25;0;18265.0;9.7;8.0;0.1;0.0
45;17;2022-05-01;45824;44724;9828;0;53977.0;84.9;82.9;18.2;0.0
45;24;2022-05-01;51569;50886;36705;0;53473.0;96.4;95.2;68.6;0.0
45;29;2022-05-01;32608;32158;22512;0;36199.0;90.1;88.8;62.2;0.0
45;39;2022-05-01;71555;70725;51382;0;82596.0;86.6;85.6;62.2;0.0
45;49;2022-05-01;78191;77609;62740;0;87117.0;89.8;89.1;72.0;0.0
45;59;2022-05-01;82224;81837;71989;0;87500.0;94.0;93.5;82.3;0.0
45;09;2022-05-01;1364;1078;3;0;44474.0;3.1;2.4;0.0;0.0
