dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;n_tot_2_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel;couv_tot_2_rappel
66;24;2022-05-16;30512;29873;19392;102;31663.0;96.4;94.3;61.2;0.3
66;29;2022-05-16;18276;17906;11277;54;21408.0;85.4;83.6;52.7;0.3
66;39;2022-05-16;42115;41360;26929;148;51091.0;82.4;81.0;52.7;0.3
66;49;2022-05-16;50957;50378;37650;225;57577.0;88.5;87.5;65.4;0.4
66;59;2022-05-16;59217;58767;49042;906;63924.0;92.6;91.9;76.7;1.4
66;09;2022-05-16;450;363;2;0;26444.0;1.7;1.4;0.0;0.0
66;64;2022-05-16;30571;30385;26646;829;32657.0;93.6;93.0;81.6;2.5
66;69;2022-05-16;31136;30972;27936;1167;33729.0;92.3;91.8;82.8;3.5
66;74;2022-05-16;32602;32437;29566;1831;33285.0;97.9;97.5;88.8;5.5
66;79;2022-05-16;21646;21515;19683;2678;22201.0;97.5;96.9;88.7;12.1
66;80;2022-05-16;34092;33561;28954;6874;39492.0;86.3;85.0;73.3;17.4
67;04;2022-05-16;24;7;1;0;58954.0;0.0;0.0;0.0;0.0
67;11;2022-05-16;2791;2347;60;1;26200.0;10.7;9.0;0.2;0.0
67;17;2022-05-16;65962;64569;14554;33;78708.0;83.8;82.0;18.5;0.0
67;24;2022-05-16;89393;88333;62101;294;103470.0;86.4;85.4;60.0;0.3
67;29;2022-05-16;63309;62582;44077;266;68258.0;92.7;91.7;64.6;0.4
67;39;2022-05-16;128687;127336;92368;504;143902.0;89.4;88.5;64.2;0.4
67;49;2022-05-16;132034;131103;103112;649;144948.0;91.1;90.4;71.1;0.4
67;59;2022-05-16;144797;144084;124031;2730;155713.0;93.0;92.5;79.7;1.8
67;09;2022-05-16;2284;1860;9;0;64003.0;3.6;2.9;0.0;0.0
67;64;2022-05-16;66722;66462;59468;2138;71470.0;93.4;93.0;83.2;3.0
67;69;2022-05-16;61126;60852;55343;2547;65531.0;93.3;92.9;84.5;3.9
67;74;2022-05-16;54259;53981;49482;3029;51149.0;99.0;99.0;96.7;5.9
67;79;2022-05-16;34335;34125;31121;4413;36563.0;93.9;93.3;85.1;12.1
67;80;2022-05-16;57472;56732;49510;11894;63738.0;90.2;89.0;77.7;18.7
68;04;2022-05-16;11;6;1;0;40363.0;0.0;0.0;0.0;0.0
68;11;2022-05-16;1740;1450;35;1;18718.0;9.3;7.7;0.2;0.0
68;17;2022-05-16;40514;39527;8028;22;54806.0;73.9;72.1;14.6;0.0
68;24;2022-05-16;51759;51035;34872;165;53910.0;96.0;94.7;64.7;0.3
68;29;2022-05-16;32847;32358;21616;102;40567.0;81.0;79.8;53.3;0.3
68;39;2022-05-16;74343;73353;50854;257;94190.0;78.9;77.9;54.0;0.3
68;49;2022-05-16;82583;81883;62707;396;100879.0;81.9;81.2;62.2;0.4
68;59;2022-05-16;94526;93978;79694;1365;108273.0;87.3;86.8;73.6;1.3
68;09;2022-05-16;1293;1023;6;0;45549.0;2.8;2.2;0.0;0.0
68;64;2022-05-16;44075;43862;38993;1121;50002.0;88.1;87.7;78.0;2.2
68;69;2022-05-16;41590;41410;37530;1442;46609.0;89.2;88.8;80.5;3.1
68;74;2022-05-16;37133;36949;33666;1825;37574.0;98.8;98.3;89.6;4.9
68;79;2022-05-16;23712;23564;21386;2267;26401.0;89.8;89.3;81.0;8.6
68;80;2022-05-16;39745;39203;34087;6087;45363.0;87.6;86.4;75.1;13.4
69;04;2022-05-16;39;15;6;0;117240.0;0.0;0.0;0.0;0.0
69;11;2022-05-16;4316;3570;111;1;46948.0;9.2;7.6;0.2;0.0
69;17;2022-05-16;110670;108100;20740;74;139571.0;79.3;77.5;14.9;0.1
69;24;2022-05-16;156983;155271;104682;739;193707.0;81.0;80.2;54.0;0.4
69;29;2022-05-16;122778;121703;82699;636;128544.0;95.5;94.7;64.3;0.5
69;39;2022-05-16;235273;233186;161740;1053;255779.0;92.0;91.2;63.2;0.4
69;49;2022-05-16;221028;219480;166231;1178;235508.0;93.9;93.2;70.6;0.5
69;59;2022-05-16;212514;211337;177116;3471;220390.0;96.4;95.9;80.4;1.6
69;09;2022-05-16;3757;2976;46;1;119514.0;3.1;2.5;0.0;0.0
69;64;2022-05-16;87927;87498;77074;2622;92849.0;94.7;94.2;83.0;2.8
69;69;2022-05-16;77975;77620;70057;3146;86477.0;90.2;89.8;81.0;3.6
69;74;2022-05-16;78501;78099;71543;4791;80551.0;97.5;97.0;88.8;5.9
69;79;2022-05-16;55845;55474;50998;8014;56229.0;99.0;98.7;90.7;14.3
69;80;2022-05-16;91866;90632;79494;22582;102744.0;89.4;88.2;77.4;22.0
70;04;2022-05-16;1;0;0;0;10911.0;0.0;0.0;0.0;0.0
70;11;2022-05-16;618;491;7;0;5605.0;11.0;8.8;0.1;0.0
70;17;2022-05-16;15121;14796;3096;3;17545.0;86.2;84.3;17.6;0.0
70;24;2022-05-16;15995;15808;11351;28;14595.0;99.0;99.0;77.8;0.2
70;29;2022-05-16;8721;8599;6003;25;9950.0;87.6;86.4;60.3;0.3
70;39;2022-05-16;20908;20683;15074;46;25822.0;81.0;80.1;58.4;0.2
70;49;2022-05-16;25561;25383;20666;101;29753.0;85.9;85.3;69.5;0.3
70;59;2022-05-16;29471;29341;25600;425;33090.0;89.1;88.7;77.4;1.3
70;09;2022-05-16;432;325;2;0;13309.0;3.2;2.4;0.0;0.0
70;64;2022-05-16;14874;14817;13438;380;16609.0;89.6;89.2;80.9;2.3
70;69;2022-05-16;14777;14708;13499;436;16317.0;90.6;90.1;82.7;2.7
70;74;2022-05-16;14648;14580;13556;627;14717.0;99.0;99.0;92.1;4.3
70;79;2022-05-16;8665;8610;7960;821;8819.0;98.3;97.6;90.3;9.3
70;80;2022-05-16;14287;14084;12346;2260;16152.0;88.5;87.2;76.4;14.0
71;04;2022-05-16;11;4;1;0;25011.0;0.0;0.0;0.0;0.0
71;11;2022-05-16;1152;941;24;0;12680.0;9.1;7.4;0.2;0.0
71;17;2022-05-16;33570;32899;6743;12;38040.0;88.2;86.5;17.7;0.0
71;24;2022-05-16;37464;37055;27094;96;33329.0;99.0;99.0;81.3;0.3
71;29;2022-05-16;21511;21269;14766;79;23851.0;90.2;89.2;61.9;0.3
71;39;2022-05-16;50101;49610;36194;133;58219.0;86.1;85.2;62.2;0.2
71;49;2022-05-16;58257;57916;46685;264;65377.0;89.1;88.6;71.4;0.4
71;59;2022-05-16;70127;69804;60906;1431;76338.0;91.9;91.4;79.8;1.9
71;09;2022-05-16;817;650;0;0;30465.0;2.7;2.1;0.0;0.0
71;64;2022-05-16;35772;35660;32136;1294;38652.0;92.5;92.3;83.1;3.3
71;69;2022-05-16;36375;36230;33411;1520;39372.0;92.4;92.0;84.9;3.9
71;74;2022-05-16;36068;35897;33301;1862;36506.0;98.8;98.3;91.2;5.1
71;79;2022-05-16;23141;23010;21369;2892;23611.0;98.0;97.5;90.5;12.2
71;80;2022-05-16;41144;40518;35865;8928;46373.0;88.7;87.4;77.3;19.3
72;04;2022-05-16;11;1;0;0;28994.0;0.0;0.0;0.0;0.0
72;11;2022-05-16;1844;1431;24;0;14437.0;12.8;9.9;0.2;0.0
72;17;2022-05-16;41031;40248;8366;8;43686.0;93.9;92.1;19.2;0.0
72;24;2022-05-16;45370;44896;32932;109;42293.0;99.0;99.0;77.9;0.3
72;29;2022-05-16;26180;25858;18260;81;26871.0;97.4;96.2;68.0;0.3
72;39;2022-05-16;56249;55637;40966;169;61693.0;91.2;90.2;66.4;0.3
72;49;2022-05-16;64828;64470;53042;244;69750.0;92.9;92.4;76.0;0.3
72;59;2022-05-16;70622;70340;62409;1325;73282.0;96.4;96.0;85.2;1.8
72;09;2022-05-16;1370;1056;3;0;34608.0;4.0;3.1;0.0;0.0
72;64;2022-05-16;34369;34244;31525;1132;36635.0;93.8;93.5;86.1;3.1
72;69;2022-05-16;33340;33246;31231;1282;35483.0;94.0;93.7;88.0;3.6
72;74;2022-05-16;31861;31743;30007;1682;31469.0;99.0;99.0;95.4;5.3
72;79;2022-05-16;19857;19741;18568;2674;19674.0;99.0;99.0;94.4;13.6
72;80;2022-05-16;37241;36706;32953;8864;41352.0;90.1;88.8;79.7;21.4
73;04;2022-05-16;4;0;0;0;22025.0;0.0;0.0;0.0;0.0
73;11;2022-05-16;852;678;9;0;10258.0;8.3;6.6;0.1;0.0
73;17;2022-05-16;26684;26136;4141;13;30899.0;86.4;84.6;13.4;0.0
73;24;2022-05-16;31093;30752;20106;94;32141.0;96.7;95.7;62.6;0.3
73;29;2022-05-16;19893;19671;12529;77;21474.0;92.6;91.6;58.3;0.4
73;39;2022-05-16;46084;45580;29863;138;52325.0;88.1;87.1;57.1;0.3
73;49;2022-05-16;50974;50589;37496;195;57492.0;88.7;88.0;65.2;0.3
73;59;2022-05-16;55873;55542;45998;660;59925.0;93.2;92.7;76.8;1.1
73;09;2022-05-16;665;517;7;0;25237.0;2.6;2.0;0.0;0.0
73;64;2022-05-16;25847;25748;22712;560;27935.0;92.5;92.2;81.3;2.0
73;69;2022-05-16;24164;24046;21906;657;25927.0;93.2;92.7;84.5;2.5
73;74;2022-05-16;23150;23039;21304;1011;22860.0;99.0;99.0;93.2;4.4
73;79;2022-05-16;15762;15673;14452;1760;15657.0;99.0;99.0;92.3;11.2
73;80;2022-05-16;24795;24405;21541;5021;28393.0;87.3;86.0;75.9;17.7
74;04;2022-05-16;21;7;1;0;50236.0;0.0;0.0;0.0;0.0
74;11;2022-05-16;1214;1040;38;0;21745.0;5.6;4.8;0.2;0.0
74;17;2022-05-16;48869;47863;8326;21;60852.0;80.3;78.7;13.7;0.0
74;24;2022-05-16;54856;54273;34379;163;54544.0;99.0;99.0;63.0;0.3
74;29;2022-05-16;40830;40402;24425;142;50048.0;81.6;80.7;48.8;0.3
74;39;2022-05-16;94803;93857;59163;313;121243.0;78.2;77.4;48.8;0.3
74;49;2022-05-16;97010;96265;68466;435;117006.0;82.9;82.3;58.5;0.4
74;59;2022-05-16;95997;95431;76973;1083;110349.0;87.0;86.5;69.8;1.0
74;09;2022-05-16;872;683;24;0;54646.0;1.6;1.2;0.0;0.0
74;64;2022-05-16;39855;39657;34251;820;44341.0;89.9;89.4;77.2;1.8
74;69;2022-05-16;36059;35871;32257;1091;41045.0;87.9;87.4;78.6;2.7
74;74;2022-05-16;35542;35365;32282;1730;37053.0;95.9;95.4;87.1;4.7
74;79;2022-05-16;24529;24385;22313;2433;24722.0;99.0;98.6;90.3;9.8
74;80;2022-05-16;35543;35021;30558;6350;40575.0;87.6;86.3;75.3;15.7
75;04;2022-05-16;66;27;5;0;104958.0;0.1;0.0;0.0;0.0
75;11;2022-05-16;5230;4411;120;3;38206.0;13.7;11.5;0.3;0.0
75;17;2022-05-16;98994;96503;21718;119;118562.0;83.5;81.4;18.3;0.1
75;24;2022-05-16;165377;163251;114577;1297;222205.0;74.4;73.5;51.6;0.6
75;29;2022-05-16;203008;201396;150607;1987;215331.0;94.3;93.5;69.9;0.9
75;39;2022-05-16;334508;331730;250596;3007;332595.0;99.0;99.0;75.3;0.9
75;49;2022-05-16;269823;267725;209768;2514;277369.0;97.3;96.5;75.6;0.9
75;59;2022-05-16;258196;256501;214601;4912;259307.0;99.0;98.9;82.8;1.9
75;09;2022-05-16;5475;4542;42;0;93620.0;5.8;4.9;0.0;0.0
75;64;2022-05-16;107551;106854;92455;4331;110883.0;97.0;96.4;83.4;3.9
75;69;2022-05-16;92696;92103;81789;5911;102872.0;90.1;89.5;79.5;5.7
75;74;2022-05-16;92503;91944;82954;9582;98223.0;94.2;93.6;84.5;9.8
75;79;2022-05-16;63017;62574;56551;12842;64896.0;97.1;96.4;87.1;19.8
75;80;2022-05-16;98547;97023;84736;29413;109244.0;90.2;88.8;77.6;26.9
76;04;2022-05-16;14;4;0;0;68897.0;0.0;0.0;0.0;0.0
76;11;2022-05-16;4425;3510;50;0;31122.0;14.2;11.3;0.2;0.0
76;17;2022-05-16;85712;84128;19250;29;93775.0;91.4;89.7;20.5;0.0
76;24;2022-05-16;102363;101259;76134;294;106184.0;96.4;95.4;71.7;0.3
76;29;2022-05-16;65679;64896;47525;223;69080.0;95.1;93.9;68.8;0.3
76;39;2022-05-16;140193;138785;103899;497;152559.0;91.9;91.0;68.1;0.3
76;49;2022-05-16;142859;141988;117482;681;151379.0;94.4;93.8;77.6;0.4
76;59;2022-05-16;153444;152772;135712;3381;159079.0;96.5;96.0;85.3;2.1
76;09;2022-05-16;4053;3179;6;0;76958.0;5.3;4.1;0.0;0.0
76;64;2022-05-16;73946;73685;67621;2903;77692.0;95.2;94.8;87.0;3.7
76;69;2022-05-16;70521;70262;65210;3248;75020.0;94.0;93.7;86.9;4.3
76;74;2022-05-16;66493;66191;61807;4171;65404.0;99.0;99.0;94.5;6.4
76;79;2022-05-16;40157;39959;36980;5782;39775.0;99.0;99.0;93.0;14.5
76;80;2022-05-16;69169;68220;60470;17183;76864.0;90.0;88.8;78.7;22.4
77;04;2022-05-16;47;16;3;0;91756.0;0.1;0.0;0.0;0.0
77;11;2022-05-16;3008;2548;79;1;41595.0;7.2;6.1;0.2;0.0
77;17;2022-05-16;95433;92876;18467;48;118899.0;80.3;78.1;15.5;0.0
77;24;2022-05-16;114055;112303;76059;483;119700.0;95.3;93.8;63.5;0.4
77;29;2022-05-16;72971;71972;47159;370;83196.0;87.7;86.5;56.7;0.4
77;39;2022-05-16;166018;163963;109915;806;192425.0;86.3;85.2;57.1;0.4
77;49;2022-05-16;176979;175526;132909;1095;196727.0;90.0;89.2;67.6;0.6
77;59;2022-05-16;175625;174620;147402;2720;185341.0;94.8;94.2;79.5;1.5
77;09;2022-05-16;2289;1888;11;0;102206.0;2.2;1.8;0.0;0.0
77;64;2022-05-16;71239;70871;62779;2056;76699.0;92.9;92.4;81.9;2.7
77;69;2022-05-16;60822;60505;54916;2353;66623.0;91.3;90.8;82.4;3.5
77;74;2022-05-16;55753;55459;50943;3386;56446.0;98.8;98.3;90.3;6.0
77;79;2022-05-16;33032;32784;29968;4300;34428.0;95.9;95.2;87.0;12.5
77;80;2022-05-16;50198;49371;43222;10775;57566.0;87.2;85.8;75.1;18.7
78;04;2022-05-16;31;8;1;0;90846.0;0.0;0.0;0.0;0.0
78;11;2022-05-16;3930;3277;102;3;40259.0;9.8;8.1;0.3;0.0
78;17;2022-05-16;99459;97390;20655;57;119154.0;83.5;81.7;17.3;0.0
78;24;2022-05-16;118991;117452;82553;535;114179.0;99.0;99.0;72.3;0.5
78;29;2022-05-16;79121;78166;53610;473;79205.0;99.0;98.7;67.7;0.6
78;39;2022-05-16;170025;168049;117589;853;184091.0;92.4;91.3;63.9;0.5
78;49;2022-05-16;189032;187528;146522;1108;202141.0;93.5;92.8;72.5;0.5
78;59;2022-05-16;184132;183117;156866;3094;192045.0;95.9;95.4;81.7;1.6
78;09;2022-05-16;3449;2819;41;0;99774.0;3.5;2.8;0.0;0.0
78;64;2022-05-16;74188;73832;65548;2229;78301.0;94.7;94.3;83.7;2.8
78;69;2022-05-16;60521;60178;54242;2778;68519.0;88.3;87.8;79.2;4.1
78;74;2022-05-16;59470;59177;54136;4490;62672.0;94.9;94.4;86.4;7.2
78;79;2022-05-16;39981;39743;36251;6729;42980.0;93.0;92.5;84.3;15.7
78;80;2022-05-16;64882;64029;56375;17419;74459.0;87.1;86.0;75.7;23.4
79;04;2022-05-16;8;3;1;0;17785.0;0.0;0.0;0.0;0.0
79;11;2022-05-16;1057;844;11;0;9640.0;11.0;8.8;0.1;0.0
79;17;2022-05-16;26952;26497;5730;3;28163.0;95.7;94.1;20.3;0.0
79;24;2022-05-16;27979;27688;20896;45;23587.0;99.0;99.0;88.6;0.2
79;29;2022-05-16;15642;15441;11264;45;16506.0;94.8;93.5;68.2;0.3
79;39;2022-05-16;36170;35823;27234;82;41182.0;87.8;87.0;66.1;0.2
79;49;2022-05-16;43550;43311;36332;138;47239.0;92.2;91.7;76.9;0.3
79;59;2022-05-16;48431;48241;43382;960;51600.0;93.9;93.5;84.1;1.9
79;09;2022-05-16;861;650;3;0;21847.0;3.9;3.0;0.0;0.0
79;64;2022-05-16;23862;23778;22037;781;25727.0;92.8;92.4;85.7;3.0
79;69;2022-05-16;22928;22844;21494;842;24538.0;93.4;93.1;87.6;3.4
79;74;2022-05-16;22203;22110;20940;969;21802.0;99.0;99.0;96.0;4.4
79;79;2022-05-16;13949;13866;13046;1602;13843.0;99.0;99.0;94.2;11.6
79;80;2022-05-16;26696;26299;23542;5255;29168.0;91.5;90.2;80.7;18.0
80;04;2022-05-16;14;4;2;0;29286.0;0.0;0.0;0.0;0.0
80;11;2022-05-16;1881;1545;17;0;13838.0;13.6;11.2;0.1;0.0
80;17;2022-05-16;39441;38635;9616;22;44095.0;89.4;87.6;21.8;0.0
80;24;2022-05-16;46542;46023;35252;151;53274.0;87.4;86.4;66.2;0.3
80;29;2022-05-16;28990;28664;21445;109;30964.0;93.6;92.6;69.3;0.4
80;39;2022-05-16;61364;60801;47102;215;67453.0;91.0;90.1;69.8;0.3
80;49;2022-05-16;66182;65741;55197;346;71182.0;93.0;92.4;77.5;0.5
80;59;2022-05-16;70678;70384;62573;1457;73570.0;96.1;95.7;85.1;2.0
80;09;2022-05-16;1469;1177;1;0;34254.0;4.3;3.4;0.0;0.0
80;64;2022-05-16;33818;33694;30721;1314;35831.0;94.4;94.0;85.7;3.7
80;69;2022-05-16;32531;32406;29801;1561;34903.0;93.2;92.8;85.4;4.5
80;74;2022-05-16;31336;31153;28857;1935;30000.0;99.0;99.0;96.2;6.4
80;79;2022-05-16;18392;18267;16772;2475;17445.0;99.0;99.0;96.1;14.2
80;80;2022-05-16;29585;29110;25393;6131;33674.0;87.9;86.4;75.4;18.2
81;04;2022-05-16;2;0;0;0;17508.0;0.0;0.0;0.0;0.0
81;11;2022-05-16;572;435;12;0;9398.0;6.1;4.6;0.1;0.0
81;17;2022-05-16;22829;22289;3743;9;27718.0;82.4;80.4;13.5;0.0
81;24;2022-05-16;26391;25960;17786;74;25382.0;99.0;99.0;70.1;0.3
81;29;2022-05-16;14467;14244;9358;36;16270.0;88.9;87.5;57.5;0.2
81;39;2022-05-16;33855;33364;22915;103;41434.0;81.7;80.5;55.3;0.2
81;49;2022-05-16;42326;41943;32618;169;48581.0;87.1;86.3;67.1;0.3
81;59;2022-05-16;48435;48162;41360;671;53768.0;90.1;89.6;76.9;1.2
81;09;2022-05-16;366;286;0;0;21674.0;1.7;1.3;0.0;0.0
81;64;2022-05-16;24083;23974;21560;640;26784.0;89.9;89.5;80.5;2.4
81;69;2022-05-16;24350;24234;22268;725;26379.0;92.3;91.9;84.4;2.7
81;74;2022-05-16;24161;24054;22396;949;24116.0;99.0;99.0;92.9;3.9
81;79;2022-05-16;15704;15612;14503;1484;15421.0;99.0;99.0;94.0;9.6
81;80;2022-05-16;29790;29308;25695;4462;33465.0;89.0;87.6;76.8;13.3
82;04;2022-05-16;5;2;1;0;13660.0;0.0;0.0;0.0;0.0
82;11;2022-05-16;408;333;8;1;7130.0;5.7;4.7;0.1;0.0
82;17;2022-05-16;16742;16318;2792;6;20730.0;80.8;78.7;13.5;0.0
82;24;2022-05-16;17764;17456;11833;45;16792.0;99.0;99.0;70.5;0.3
82;29;2022-05-16;9831;9610;6245;21;11727.0;83.8;81.9;53.3;0.2
82;39;2022-05-16;23945;23561;16211;68;30052.0;79.7;78.4;53.9;0.2
82;49;2022-05-16;29985;29677;22961;95;35032.0;85.6;84.7;65.5;0.3
82;59;2022-05-16;32104;31893;27269;546;35322.0;90.9;90.3;77.2;1.5
82;09;2022-05-16;227;168;2;0;16491.0;1.4;1.0;0.0;0.0
82;64;2022-05-16;15269;15187;13568;452;16858.0;90.6;90.1;80.5;2.7
82;69;2022-05-16;15175;15103;13877;548;16693.0;90.9;90.5;83.1;3.3
82;74;2022-05-16;14500;14400;13319;624;14495.0;99.0;99.0;91.9;4.3
82;79;2022-05-16;9518;9437;8683;1005;9336.0;99.0;99.0;93.0;10.8
82;80;2022-05-16;16420;16113;14084;2900;18300.0;89.7;88.0;77.0;15.8
83;04;2022-05-16;15;5;2;0;50696.0;0.0;0.0;0.0;0.0
83;11;2022-05-16;1268;1053;50;2;23642.0;5.4;4.5;0.2;0.0
83;17;2022-05-16;51058;49540;9270;31;69695.0;73.3;71.1;13.3;0.0
83;24;2022-05-16;67867;66373;41764;232;69501.0;97.6;95.5;60.1;0.3
83;29;2022-05-16;42396;41435;25091;213;48220.0;87.9;85.9;52.0;0.4
83;39;2022-05-16;98140;96240;60761;453;120276.0;81.6;80.0;50.5;0.4
83;49;2022-05-16;113639;112207;81693;721;131324.0;86.5;85.4;62.2;0.5
83;59;2022-05-16;135227;134107;109984;2111;145518.0;92.9;92.2;75.6;1.5
83;09;2022-05-16;811;629;6;0;57547.0;1.4;1.1;0.0;0.0
83;64;2022-05-16;67230;66795;58134;1973;72726.0;92.4;91.8;79.9;2.7
83;69;2022-05-16;67726;67334;60481;2666;73312.0;92.4;91.8;82.5;3.6
83;74;2022-05-16;70389;69955;63855;3879;72201.0;97.5;96.9;88.4;5.4
83;79;2022-05-16;51015;50693;46037;5749;53309.0;95.7;95.1;86.4;10.8
83;80;2022-05-16;76329;75148;64603;14067;85869.0;88.9;87.5;75.2;16.4
84;04;2022-05-16;14;4;0;0;29982.0;0.0;0.0;0.0;0.0
84;11;2022-05-16;737;626;34;1;14320.0;5.1;4.4;0.2;0.0
84;17;2022-05-16;28971;28114;5446;23;41523.0;69.8;67.7;13.1;0.1
84;24;2022-05-16;37106;36282;22539;123;39477.0;94.0;91.9;57.1;0.3
84;29;2022-05-16;23050;22591;13590;112;27578.0;83.6;81.9;49.3;0.4
84;39;2022-05-16;53169;52236;32891;256;63922.0;83.2;81.7;51.5;0.4
84;49;2022-05-16;61117;60434;43500;367;70030.0;87.3;86.3;62.1;0.5
84;59;2022-05-16;70326;69775;56733;1215;77217.0;91.1;90.4;73.5;1.6
84;09;2022-05-16;515;431;5;0;34016.0;1.5;1.3;0.0;0.0
84;64;2022-05-16;33523;33291;28546;1118;36344.0;92.2;91.6;78.5;3.1
84;69;2022-05-16;31960;31748;28009;1284;35290.0;90.6;90.0;79.4;3.6
84;74;2022-05-16;31751;31531;28183;1679;31933.0;99.0;98.7;88.3;5.3
84;79;2022-05-16;22181;21972;19865;2540;21947.0;99.0;99.0;90.5;11.6
84;80;2022-05-16;32718;32131;27505;5886;37418.0;87.4;85.9;73.5;15.7
85;04;2022-05-16;15;5;2;0;31989.0;0.0;0.0;0.0;0.0
85;11;2022-05-16;2133;1600;24;0;17488.0;12.2;9.1;0.1;0.0
85;17;2022-05-16;51500;50637;9855;12;51584.0;99.0;98.2;19.1;0.0
85;24;2022-05-16;50823;50407;37719;114;41969.0;99.0;99.0;89.9;0.3
85;29;2022-05-16;28405;28147;20668;55;29084.0;97.7;96.8;71.1;0.2
85;39;2022-05-16;67767;67227;50387;109;75720.0;89.5;88.8;66.5;0.1
85;49;2022-05-16;81614;81276;67178;265;86574.0;94.3;93.9;77.6;0.3
85;59;2022-05-16;86948;86676;77199;1852;89803.0;96.8;96.5;86.0;2.1
85;09;2022-05-16;1445;1088;4;0;40008.0;3.6;2.7;0.0;0.0
85;64;2022-05-16;46325;46201;42562;1482;47935.0;96.6;96.4;88.8;3.1
85;69;2022-05-16;48794;48652;45610;1665;49126.0;99.0;99.0;92.8;3.4
85;74;2022-05-16;48111;47955;45002;2074;45117.0;99.0;99.0;99.0;4.6
85;79;2022-05-16;27873;27736;26042;3054;26284.0;99.0;99.0;99.0;11.6
85;80;2022-05-16;47944;47337;42352;9704;50506.0;94.9;93.7;83.9;19.2
86;04;2022-05-16;7;3;1;0;20954.0;0.0;0.0;0.0;0.0
86;11;2022-05-16;1239;1003;12;0;10342.0;12.0;9.7;0.1;0.0
86;17;2022-05-16;27820;27210;5920;3;32563.0;85.4;83.6;18.2;0.0
86;24;2022-05-16;35063;34650;25742;80;42794.0;81.9;81.0;60.2;0.2
86;29;2022-05-16;20785;20533;15039;50;21569.0;96.4;95.2;69.7;0.2
86;39;2022-05-16;43016;42580;32505;98;48717.0;88.3;87.4;66.7;0.2
86;49;2022-05-16;47988;47707;39755;211;52927.0;90.7;90.1;75.1;0.4
86;59;2022-05-16;51870;51657;46002;1039;55357.0;93.7;93.3;83.1;1.9
86;09;2022-05-16;1078;871;1;0;24599.0;4.4;3.5;0.0;0.0
86;64;2022-05-16;26172;26087;23877;909;28304.0;92.5;92.2;84.4;3.2
86;69;2022-05-16;25750;25637;23818;996;27405.0;94.0;93.5;86.9;3.6
86;74;2022-05-16;24431;24321;22639;1233;23771.0;99.0;99.0;95.2;5.2
86;79;2022-05-16;15365;15267;14143;2144;15115.0;99.0;99.0;93.6;14.2
86;80;2022-05-16;28820;28414;25088;6041;32981.0;87.4;86.2;76.1;18.3
87;04;2022-05-16;9;1;0;0;16882.0;0.1;0.0;0.0;0.0
87;11;2022-05-16;851;601;18;0;8204.0;10.4;7.3;0.2;0.0
87;17;2022-05-16;21895;21442;4331;1;24978.0;87.7;85.8;17.3;0.0
87;24;2022-05-16;27121;26832;19465;61;30878.0;87.8;86.9;63.0;0.2
87;29;2022-05-16;16635;16470;11920;57;17124.0;97.1;96.2;69.6;0.3
87;39;2022-05-16;35611;35225;26308;79;39312.0;90.6;89.6;66.9;0.2
87;49;2022-05-16;41171;40895;33747;140;44763.0;92.0;91.4;75.4;0.3
87;59;2022-05-16;46313;46113;41007;1010;49746.0;93.1;92.7;82.4;2.0
87;09;2022-05-16;680;456;2;0;19243.0;3.5;2.4;0.0;0.0
87;64;2022-05-16;23344;23260;21360;848;25026.0;93.3;92.9;85.4;3.4
87;69;2022-05-16;23659;23565;21927;947;25500.0;92.8;92.4;86.0;3.7
87;74;2022-05-16;23815;23710;22098;1160;23660.0;99.0;99.0;93.4;4.9
87;79;2022-05-16;14699;14622;13551;1816;14787.0;99.0;98.9;91.6;12.3
87;80;2022-05-16;26350;25985;22836;5204;30671.0;85.9;84.7;74.5;17.0
88;04;2022-05-16;4;2;0;0;16128.0;0.0;0.0;0.0;0.0
88;11;2022-05-16;830;660;11;0;8337.0;10.0;7.9;0.1;0.0
88;17;2022-05-16;22729;22291;4499;11;25662.0;88.6;86.9;17.5;0.0
88;24;2022-05-16;26228;25894;18567;60;23721.0;99.0;99.0;78.3;0.3
88;29;2022-05-16;14836;14647;10145;47;15975.0;92.9;91.7;63.5;0.3
88;39;2022-05-16;32876;32500;23419;91;38540.0;85.3;84.3;60.8;0.2
88;49;2022-05-16;38250;37995;30554;205;43251.0;88.4;87.8;70.6;0.5
88;59;2022-05-16;46391;46191;40379;827;51489.0;90.1;89.7;78.4;1.6
88;09;2022-05-16;674;544;3;0;18953.0;3.6;2.9;0.0;0.0
88;64;2022-05-16;23819;23731;21514;721;26457.0;90.0;89.7;81.3;2.7
88;69;2022-05-16;23520;23426;21631;825;25999.0;90.5;90.1;83.2;3.2
88;74;2022-05-16;23234;23131;21524;1101;23464.0;99.0;98.6;91.7;4.7
88;79;2022-05-16;13009;12925;11965;1292;13069.0;99.0;98.9;91.6;9.9
88;80;2022-05-16;23931;23620;20891;4173;28475.0;84.0;82.9;73.4;14.7
89;04;2022-05-16;4;1;0;0;16094.0;0.0;0.0;0.0;0.0
89;11;2022-05-16;824;662;19;0;8299.0;9.9;8.0;0.2;0.0
89;17;2022-05-16;20593;20062;4013;8;23927.0;86.1;83.8;16.8;0.0
89;24;2022-05-16;22303;21944;15580;65;20050.0;99.0;99.0;77.7;0.3
89;29;2022-05-16;13150;12945;9057;53;14639.0;89.8;88.4;61.9;0.4
